"UID","Title","PublicationDate"
"7998640","correlates of employment after aids diagnosis in the boston health study","1994 Dec"
"7998639","types of drugs used by hiv infected injection drug users in a multistate surveillance project implications for intervention","1994 Dec"
"7998636","does the promotion and distribution of condoms increase teen sexual activity evidence from an hiv prevention program for latino youth","1994 Dec"
"7998634","factors mediating changes in sexual hiv risk behaviors among gay and bisexual male adolescents","1994 Dec"
"7998633","hiv infection in homosexual and bisexual men 18 to 29 years of age the san francisco young men s health study","1994 Dec"
"7998631","national surveillance system for newly acquired hiv infection in australia national hiv surveillance committee","1994 Dec"
"7998630","effects of hiv aids intervention groups for high risk women in urban clinics","1994 Dec"
"7998625","sexually transmitted diseases a neglected public health priority","1994 Dec"
"7997849","immunological abnormalities in patients with chronic fatigue syndrome","1994 Dec"
"7996281","ergogenic aids to performance in the race horse nutrients or drugs","1994 Dec"
"7996013","seoul hantavirus seropositivity among injecting drug users in baltimore","1994 Dec"
"7996003","association between cervical inflammation and cervical shedding of human immunodeficiency virus dna","1994 Dec"
"7996002","decay of transplacental human immunodeficiency virus type 1 antibodies in neonates and infants","1994 Dec"
"7995986","analysis of circulating phagocyte activity measured by whole blood luminescence correlations with clinical status","1994 Dec"
"7995983","epstein barr virus gp350 specific antibody titers and antibody dependent cellular cytotoxic effector function in different groups of patients a study using cloned gp350 expressing transfected human t cell targets","1994 Dec"
"7995979","incidence and prevalence of human immunodeficiency virus hepatitis b virus hepatitis c virus and cytomegalovirus among health care personnel at risk for blood exposure final report from a longitudinal study","1994 Dec"
"7995978","risk factors for squamous intraepithelial lesions on pap smear in women at risk for human immunodeficiency virus infection","1994 Dec"
"7995975","spontaneous in vitro anti human immunodeficiency virus type 1 antibody secretion by peripheral blood mononuclear cells is related to disease progression in zidovudine treated adults","1994 Dec"
"7994900","anticardiolipin antibodies in hiv infection association with cerebral perfusion defects as detected by 99mtc hmpao spect","1994 Dec"
"7993216","clinicopathologic report of the retinal lesions associated with didanosine","1994 Dec"
"7993207","treatment of cytomegalovirus retinitis with an intraocular sustained release ganciclovir implant a randomized controlled clinical trial","1994 Dec"
"7990641","tetracycline sclerosis for treatment of benign lymphoepithelial cysts of the parotid gland in patients infected with human immunodeficiency virus","1994 Dec"
"7989478","altered parathyroid gland function in severely immunocompromised patients infected with human immunodeficiency virus","1994 Dec"
"7988553","cytoplasmic domain of cd4 plays a critical role during the early stages of hiv infection in t cells","1994 Dec 1"
"7988220","pulmonary hemorrhage an uncommon cause of pulmonary infiltrates in patients with aids","1994 Dec"
"7985075","sexually transmitted diseases and anal manifestations of aids","1994 Dec"
"7982112","cytomegalovirus cholangitis after renal transplantation","1994 Dec"
"7979915","diagnosis of histoplasmosis by antigen detection during an outbreak in indianapolis ind","1994 Dec"
"7979912","transfusion associated human immunodeficiency virus type 1 from screened antibody negative blood donors","1994 Dec"
"7978703","1990 florida dental investigation the press and the science","1994 Dec 1"
"7978698","lack of hiv transmission in the practice of a dentist with aids","1994 Dec 1"
"7977235","gastric and duodenal bacterial colonization in hiv infected patients without gastrointestinal symptoms","1994 Dec"
"7971019","reducing the risk of human immunodeficiency virus infection associated with illicit drug use american academy of pediatrics provisional committee on pediatric aids","1994 Dec"
"7971017","acquired rectovaginal fistula in human immunodeficiency virus positive children","1994 Dec"
"7970995","natural history of vertically acquired human immunodeficiency virus 1 infection the european collaborative study","1994 Dec"
"7970992","annual summary of vital statistics 1993","1994 Dec"
"7966610","rapid high syncytium inducing isolates of human immunodeficiency virus type 1 induce cytopathicity in the human thymus of the scid hu mouse","1994 Dec"
"7966582","epstein barr virus ebna 2 gene in oral hairy leukoplakia strain variation genetic recombination and transcriptional expression","1994 Dec"
"7966581","epstein barr virus intrastrain recombination in oral hairy leukoplakia","1994 Dec"
"7966578","integration defective u5 deletion mutant of human immunodeficiency virus type 1 reverts by eliminating additional long terminal repeat sequences","1994 Dec"
"7965645","t lymphocyte homeostasis after hiv seroconversion","1994 Dec"
"7965643","changes in hiv risk behavior among french heterosexuals patterns of sexual monogamy and condom use between 1988 and 1991","1994 Dec"
"7965641","autoantibodies to nucleosomes in hiv 1 infected patients","1994 Dec"
"7965640","seroprevalence of hiv 1 and syphilis antibodies in blood donors in gonder ethiopia 1989 1993","1994 Dec"
"7965639","trends in risk behavior and hiv seroprevalence in heterosexual injection drug users in san francisco 1986 1992","1994 Dec"
"7965638","incidence of hiv 1 infection among young men in thailand","1994 Dec"
"7965637","resistance to hiv 1 infection multicenter aids cohort study","1994 Dec"
"7965636","health care delivery zidovudine use and survival of women and men with aids","1994 Dec"
"7965635","thrush and fever as measures of immunocompetence in hiv 1 infected men","1994 Dec"
"7965634","antiretroviral therapy is associated with a decrease in unintegrated hiv 1 dna in pediatric patients","1994 Dec"
"7965632","rapid and reliable assay to enumerate cd4 t lymphocytes in whole blood","1994 Dec"
"7964515","cd30 expression by cd8 t cells producing type 2 helper cytokines evidence for large numbers of cd8 cd30 t cell clones in human immunodeficiency virus infection","1994 Dec 1"
"7952607","rapid preadmission method for predicting inpatient course of disease for patients with hiv related pneumocystis carinii pneumonia","1994 Dec"
"7952606","prospective evaluation of antituberculosis therapy in patients with human immunodeficiency virus infection","1994 Dec"
"7952605","drug smoking pneumocystis carinii pneumonia and immunosuppression increase risk of bacterial pneumonia in human immunodeficiency virus seropositive injection drug users","1994 Dec"
"7949135","monoclonal antibodies directed against the epstein barr virus encoded nuclear antigen 1 ebna1 immunohistologic detection of ebna1 in the malignant cells of hodgkin s disease","1994 Dec 1"
"7899186","bacillary angiomatosis in an immunocompetent child the first reported case","1994 Dec"
"7897779","sinusitis in human immunodeficiency virus infection typical and atypical organisms","1994 Dec"
"7893963","spermicides and barrier contraception","1994 Dec"
"7893961","behavioural and social issues in contraception","1994 Dec"
"7893958","child sexual abuse evaluation and treatment","1994 Dec"
"7892076","progression of human immunodeficiency virus disease among infants and children infected perinatally with human immunodeficiency virus or through neonatal blood transfusion los angeles county pediatric aids consortium and the los angeles county university of southern california medical center and the university of southern california school of medicine","1994 Dec"
"7892075","early detection of human immunodeficiency virus type 1 infection in australian infants at risk of perinatal infection and factors affecting transmission","1994 Dec"
"7890935","antibiotics and sexually transmitted diseases","1994 Dec"
"7890445","perceiving need for drug treatment a look at eight hypotheses","1994 Dec"
"7889972","fatal case of systemic strongyloidiasis and review of the literature","1994 Dec"
"7888559","varicella immunity in women infected with the human immunodeficiency virus","1994 Dec"
"7888544","recurrent infection due to legionella pneumophila in a patient with aids","1994 Dec"
"7888540","tuberculin reactions among attendees at a methadone clinic relation to infection with the human immunodeficiency virus","1994 Dec"
"7888537","rates and risk factors for adverse events associated with didanosine in the expanded access program","1994 Dec"
"7888532","adenovirus parotitis in patients with aids","1994 Dec"
"7888529","estimation of the prevalence of cryptococcal infection among patients infected with the human immunodeficiency virus in new york city","1994 Dec"
"7888235","presence of human t lymphotropic virus types i and ii in ghana west africa","1994 Dec"
"7888234","superinfection of cats with feline immunodeficiency virus subtypes a and b","1994 Dec"
"7888228","hiv type 1 specific cytotoxic t lymphocytes stimulate hla class i and intercellular adhesion molecule type 1 expression and increase beta 2 microglobulin levels in vitro","1994 Dec"
"7888227","conserved v3 loop sequences and transmission of human immunodeficiency virus type 1","1994 Dec"
"7888226","parallel evolution in the v3 region of hiv type 1 after infection of hemophiliacs from a homogeneous source","1994 Dec"
"7888225","characterization of monoclonal antibodies to human immunodeficiency virus type 2 envelope glycoproteins","1994 Dec"
"7888224","broadly neutralizing human monoclonal antibody against gp41 of human immunodeficiency virus type 1","1994 Dec"
"7888223","molecular characterization of variable heavy and light chain regions of five hiv type 1 specific human monoclonal antibodies","1994 Dec"
"7888222","analysis of b cell repertoire specific to the neutralizing epitopes of glycoprotein 120 in hiv infected individuals","1994 Dec"
"7888221","dysregulation of interleukin 8 interleukin 10 and interleukin 12 release by alveolar macrophages from hiv type 1 infected subjects","1994 Dec"
"7888219","heterokaryons formed between a rat myeloma and a mouse fibroblast are permissive for entry of hiv type 1","1994 Dec"
"7888215","aids research the second decade","1994 Dec"
"7888131","cryptococcal meningitis in hiv infected patients","1994 Dec"
"7888130","prognostic value of triglyceride levels in early hiv infection","1994 Dec"
"7888129","stable prevalence of hiv 1 in african populations","1994 Dec"
"7888128","testing for hiv antibody in saliva and hiv testing centres","1994 Dec"
"7888126","hiv interaction with sperm","1994 Dec"
"7888124","in vitro immunoglobulin synthesis as a cd4 lymphocyte depletion predictor in hiv 1 infected asymptomatic haemophiliacs","1994 Dec"
"7888123","cd26 is not involved in infection of peripheral blood mononuclear cells by hiv 1","1994 Dec"
"7888122","death from suicide and overdose among drug injectors after disclosure of first hiv test result","1994 Dec"
"7888121","sensitivity of hiv antibody assays determined by seroconversion panels","1994 Dec"
"7888119","risk factors for hiv infection among drug users in yunnan province china association with intravenous drug use and protective effect of boiling reusable needles and syringes","1994 Dec"
"7888118","polymerase chain reaction for toxoplasma gondii dna in the cerebrospinal fluid of aids patients with focal brain lesions","1994 Dec"
"7888117","pharmacokinetic variability of zidovudine in hiv infected individuals subgroup analysis and drug interactions","1994 Dec"
"7888115","detection of hiv 1 proviral dna in sperm from hiv 1 infected men","1994 Dec"
"7888114","distinct alterations in the distribution of cd45ro t cell subsets in hiv 2 compared with hiv 1 infection","1994 Dec"
"7888113","antibodies to v3 loop peptides derived from chimpanzee lentiviruses and the divergent hiv 1ant 70 isolate in human sera from different geographic regions","1994 Dec"
"7888112","identification of an env g subtype and heterogeneity of hiv 1 strains in the russian federation and belarus","1994 Dec"
"7883914","bordetella bronchiseptica in an aids patient cross reacts with legionella antisera","1994 Dec"
"7883903","optimization of quantitative culture assay for human immunodeficiency virus from plasma plasma viremia group laboratories of the aids clinical trials group national institute of allergy and infectious diseases","1994 Dec"
"7883513","antiretroviral therapy in adult hiv infected patients","1994 Dec"
"7878703","effect of heating sera under conditions necessary for deactivation of human immunodeficiency virus on commonly monitored therapeutic drugs","1994 Dec"
"7878700","determination of itraconazole and its active metabolite in plasma by column liquid chromatography","1994 Dec"
"7878551","control and prevention of tuberculosis in the united kingdom code of practice 1994 joint tuberculosis committee of the british thoracic society","1994 Dec"
"7875979","risk and prevention of hiv infection in the operating room","1994 Dec"
"7875745","effect of ifn gamma on the proliferation of toxoplasma gondii in monocytes and monocyte derived macrophages from aids patients","1994 Dec"
"7874207","recognizing the patient at risk for opportunistic infections","1994 Dec"
"7873915","hiv retrospective study of the german red cross blood donation service in germany","1994 Dec"
"7873914","a retrospective study of the practice of look back procedures on the incidence of hiv 1 2 positive blood donors and the risk of transfusion associated hiv infection in public community blood banks in germany","1994 Dec"
"7873353","clinical applications of magnetic resonance spectroscopy","1994 Dec"
"7873261","omeprazole and cimetidine in the treatment of upper digestive hemorrhage","1994 Dec"
"7870660","school nursing in america 1902 1994 a return to public health nursing","1994 Dec"
"7870658","case management of aids clients as a predictor of total inpatient hospital days","1994 Dec"
"7870546","predicting risk reducing occupational aids behaviors in a sample of emergency medical personnel","1994 Dec"
"7869588","problems in the diagnosis of aids","1994 Dec"
"7869587","diagnosis of cytomegalovirus infection","1994 Dec"
"7868949","prevalence of hiv infection and high risk characteristics among leprosy patients of south india a case control study","1994 Dec"
"7868948","leprosy and infection with the human immunodeficiency virus in uganda a case control study","1994 Dec"
"7866257","effects of hiv infection on the development of methadone maintenance treatment in spain","1994 Dec"
"7862683","means of tying provision with need audit of pressure relieving aids in community based hospitals","1994 Dec"
"7861472","characteristics of african american college students with hiv aids","1994 Dec"
"7860861","nurses attitudes and concerns to hiv aids a focus group approach","1994 Dec"
"7858645","hiv aids and its interaction with tuberculosis in latin america and the caribbean","1994 Dec"
"7858578","bone and joint sites of african histoplasmosis histoplasma duboisii apropos of a case and review of the literature","1994 Dec"
"7855607","possibility for detecting hiv 1 in bone transplant by pcr using the hiv 1 microtiter plate assay","1994 Dec"
"7851137","risk of infection caused by homologous blood transfusion","1994 Dec"
"7849821","office laboratory procedures economics of practice patient and parent education and urinary tract infection","1994 Dec"
"7849429","anticardiolipin antibodies in vascular occlusions of the eye","1994 Dec"
"7848823","politics of acquired immune deficiency syndrome human immunodeficiency virus","1994 Dec"
"7848822","cutaneous clues to hiv infection diagnosis and treatment","1994 Dec"
"7848821","1993 sexually transmitted disease treatment guidelines","1994 Dec"
"7848818","management of genital herpes infection","1994 Dec"
"7848816","infectious syphilis","1994 Dec"
"7848519","th1 th2 hypothesis of hiv infection new insights","1994 Dec"
"7848453","absence of gvh diseases in aids","1994 Dec"
"7846562","sexual behaviour in kenya implications for sexually transmitted disease transmission and control","1994 Dec"
"7845958","pneumocystis carinii pneumonia with recurrent pneumothorax and pleuritis","1994 Dec"
"7844247","aids in thailand a medical student s perspective","1994 Dec"
"7844245","condom use relative to knowledge of sexually transmitted disease prevention method of birth control and past or present infection","1994 Dec"
"7841982","mycobacterial infections in aids an overview of epidemiology clinical manifestations therapy and prophylaxis","1994 Dec"
"7841972","rhodococcus equi infection in hiv positive patients report of 5 cases and literature overview","1994 Dec"
"7838454","aids in the workplace an oh dilemma","1994 Dec"
"7838239","routine vaccination in hiv infected patients a review","1994 Dec"
"7838238","immunological and virological markers determining progression to aids","1994 Dec"
"7835041","hiv risk factors for persons with serious mental illness","1994 Dec"
"7834242","antigen analysis of toxoplasma gondii lysate and excretory secretory materials by enzyme linked immunoelectrotransfer blot eitb","1994 Dec"
"7830210","source of messages produced during facilitated communication with a boy with autism and severe mental retardation a case study","1994 Dec"
"7830013","hiv infection social network social support and cd4 lymphocyte values in infected homosexual men in malm sweden","1994 Dec"
"7827639","cervical pathology and immunodepression","1994 Dec"
"7819108","development of antiphospholipid antibodies in haemophilia is linked to infection with hepatitis c","1994 Dec"
"7818225","on the new call for hiv prevention research","1994 Dec"
"7818224","cdc behavioral interventions","1994 Dec"
"7818223","nida s hiv prevention programs","1994 Dec"
"7818222","cost analysis and hiv prevention interventions","1994 Dec"
"7817328","prevalence of hiv seropositivity among inner city adolescents in 1988 and 1992","1994 Dec"
"7817222","behavioural change amongst drug injectors in scottish prisons","1994 Dec"
"7817221","hiv prevention education for lesbians and bisexual women a cultural analysis of a community intervention","1994 Dec"
"7817217","relationship of alcohol use to sexual activity in a u s national sample","1994 Dec"
"7815906","newborn baby aids vaccine program","1994 Dec"
"7812299","pressure ulcer treatment agency for health care policy and research","1994 Dec"
"7805732","t cell receptor gamma delta repertoire in hiv 1 infected individuals","1994 Dec"
"7795142","do safety issues of plasma products constrain self sufficiency","1994 Dec"
"7795139","should clinical freedom be constrained in the name of self sufficiency","1994 Dec"
"7794208","depression in patients with hiv and aids","1994 Dec"
"7792210","what s new in managing health hazards in pathology departments","1994 Dec"
"7787003","regression analysis of censored and truncated data estimating reporting delay distributions and aids incidence from surveillance data","1994 Dec"
"7786983","modelling progression of cd4 lymphocyte count and its relationship to survival time","1994 Dec"
"7770129","clinical serological and pcr evidence of cytomegalovirus infection in the central nervous system in infancy and childhood","1994 Dec"
"7759800","community based survey of std hiv infection among commercial sex workers in calcutta india part iii clinical findings of sexually transmitted diseases std","1994 Dec"
"7759799","knowledge and attitudes of university students regarding hiv aids an urban rural difference","1994 Dec"
"7755502","research priorities for vaccines to be used at a global level","1994 Dec"
"7753728","from a traditional public health approach to self organization three steps in a decade of hiv aids","1994 Dec"
"7753725","public reactions towards people with aids an attributional analysis","1994 Dec"
"7753724","contextual and interactional factors influencing condom use in heterosexual prostitution contacts","1994 Dec"
"7753723","focus group interviews with risk taking gay men appraisal of aids prevention activities explanations for sexual risk taking and needs for support","1994 Dec"
"7753721","increase in safe sex among the young and non monogamous knowledge attitudes and behavior regarding safe sex and condom use in the netherlands from 1987 to 1993","1994 Dec"
"7753720","hiv 1 antibody testing among drug users participating in aids education","1994 Dec"
"7753719","effects of two formats of informed consent on knowledge amongst persons with advanced hiv disease in a clinical trial of didanosine","1994 Dec"
"7753717","psychosocial correlates and the effects of behavioral interventions on the course of human immunodeficiency virus infection in homosexual men","1994 Dec"
"7753615","transmission of human parvovirus b19 by plasma derived factor viii concentrates","1994 Dec"
"7749047","virus validation of plasma derived products produced by pharmacia with particular reference to immunoglobulins","1994 Dec"
"7749045","viral safety of solvent detergent treated blood products","1994 Dec"
"7748534","presence of hiv 1 proviral sequences in saliva of infected individuals in relation with clinical stage and cd4 lymphocyte count","1994 Dec"
"7740188","reluctance of house staff to perform mouth to mouth resuscitation in the inpatient setting what are the considerations","1994 Dec"
"7739411","molecular mimicry in the pathogenesis of aids the hiv mhc mycoplasma triangle","1994 Dec"
"7739408","cd4 similarity to proteins of infectious agents in aids and their role in autoimmunity","1994 Dec"
"7738453","hiv preventive vaccine research selected ethical issues","1994 Dec"
"7738452","going early going late the rationality of decisions about suicide in aids","1994 Dec"
"7738449","moral significance of aids","1994 Dec"
"7737688","dendritic cells from hiv 1 infected individuals show reduced capacity to stimulate autologous t cell proliferation","1994 Dec"
"7721330","disparity in the percentage of cd4 t lymphocytes and prognosis of hiv infected intravenous drug users in malaysia","1994 Dec"
"7718835","cerebral tuberculosis in the immunocompetent host 8 cases observed in switzerland","1994 Dec"
"7718831","tuberculous pericarditis in tanzanian patients with and without hiv infection","1994 Dec"
"7718649","illnesses that australians most feared in 1986 and 1993","1994 Dec"
"7716974","the physician s responsibility in patient education in hiv infection","1994 Dec"
"7716443","comparison of the progression rate to acquired immunodeficiency syndrome between intravenous drug users and homosexual men","1994 Dec"
"7714053","murine retroviral vector that induces long term expression of hiv 1 envelope protein","1994 Dec"
"7714049","siv and hiv 2 neutralising antibodies in infected macaques measured by a novel and simple neutralisation test based on a non commercial antigen elisa","1994 Dec"
"7713296","contraceptive use and attitudes in reunified germany","1994 Dec"
"7711680","kaposi s sarcoma following allogeneic bone marrow transplantation","1994 Dec"
"7711412","treatment of atypical leishmaniasis with interferon gamma resulting in progression of kaposi s sarcoma in an aids patient","1994 Dec"
"7711411","pneumococcal parotitis and cervical lymph node abscesses in an hiv infected patient","1994 Dec"
"7711409","insulin dependent diabetes mellitus following pentamidine therapy in a patient with aids","1994 Dec"
"7711408","elevation of intracranial pressure in acute aids related cryptococcal meningitis","1994 Dec"
"7710271","identification of drug related genotypic changes in hiv 1 from serum using the selective polymerase chain reaction","1994 Dec"
"7710268","treatment of acyclovir unresponsive cutaneous herpes simplex virus infection with topically applied sp 303","1994 Dec"
"7709865","recognition treatment seeking behaviour and perception of cause of malaria among rural women in uganda","1994 Dec"
"7705968","immunologic characterization of tat72 transgenic mice effects of morphine on cell mediated immunity","1994 Dec"
"7705861","stds and aids in ghana","1994 Dec"
"7705860","barrier methods of contraception spermicides and sexually transmitted diseases a review","1994 Dec"
"7705856","kaposi s sarcoma in hiv infected women in germany more evidence for sexual transmission a report of 10 cases and review of the literature","1994 Dec"
"7705854","std hiv control in malawi and the search for affordable and effective urethritis therapy a first field evaluation","1994 Dec"
"7705534","inadequacy of standard treatment of dysplasias in a woman with acquired immune deficiency syndrome","1994 Dec"
