UID,Title,PublicationDate
19102685,short communication in vitro synergy between peptides or neutralizing antibodies targeting the n and c terminal heptad repeats of hiv type 1 gp41,2008 Dec
19102684,short communication absence of evidence of htlv 3 and htlv 4 in patients with large granular lymphocyte lgl leukemia,2008 Dec
19101935,estimating diagnostic accuracy of multiple binary tests with an imperfect reference standard,2009 Feb 28
19101138,lessons learned from independent central review,2009 Jan
19101131,theorizing big events as a potential risk environment for drug use drug related harm and hiv epidemic outbreaks,2009 May
19101063,virus stops with me hiv infected ugandans motivations in preventing hiv transmission,2009 Feb
19101003,human immunodeficiency virus type 1 anchored cd40 ligand induces secretion of the chemokine interleukin 8 by human primary macrophages,2009 Mar 1
19100741,method for identification of hiv gp140 binding memory b cells in human blood,2009 Apr 15
19100711,lipid binding properties of 4e10 2f5 and wr304 monoclonal antibodies that neutralize hiv 1,2009 Mar
19100698,elite suppression of hiv 1 replication,2008 Dec 19
19100594,differential hiv 1 integration targets more actively transcribed host genes in neonatal than adult blood mononuclear cells,2009 Mar 1
19100592,pleocytosis is associated with disruption of hiv compartmentalization between blood and cerebral spinal fluid viral populations,2009 Mar 1
19100499,severe sirolimus related inflammatory state anemia in an hiv liver transplant patient with calcineurin inhibitor renal insufficiency a case report,2008 Dec
19100289,highly sensitive and dynamic immunofluorescent cytometric bead assay for the detection of hiv 1 p24,2009 Apr
19100234,hepatitis b in patients with hiv infection,2008 May
19100232,clinical management of patients with chronic hepatitis b virus infection,2008 May
19100230,entecavir,2008 May
19100176,relationship between hepatic fibrosis measured by transient elastography and peripheral blood cd4 lymphocyte values,2008 Nov
19100173,use of non occupational hiv post exposure prophylaxis in spain 2001 2005,2008 Nov
19100172,genitourinary mycobacteriosis retrospective study of 45 cases in a general hospital,2008 Nov
19100170,diagnosis of hiv 1 non b subtypes and hiv 2,2008 Nov
19100168,multidrug resistant tuberculosis,2008 Nov
19099553,hepatitis a b and c viral co infections among hiv infected adults presenting for care and treatment at muhimbili national hospital in dar es salaam tanzania,2008 Dec 19
19099276,mucocutaneous infections in immunosuppression,2009 Feb
19099131,tumour like chagasic encephalitis in aids patients an atypical presentation in one of them and outcome in a small series of cases,2008 Dec
19098990,hcv coinfection associated with slower disease progression in hiv infected former plasma donors na ve to art,2008
19098690,seroprevalence and risk factors for herpes simplex virus infection in a population of hiv infected patients in canada,2009 Mar
19098499,molecular analysis of an hbsag negative hepatitis b virus mutant selected in a tenofovir treated hiv hepatitis b virus co infected patient,2009 Jan 14
19098498,united kingdom acquisition of hiv infection in african residents in london more than previously thought,2009 Jan 14
19098497,epidemiologically linked transmission of hiv 1 illustrates the impact of host genetics on virological outcome,2009 Jan 14
19098494,unprotected anal intercourse risk reduction behaviours and subsequent hiv infection in a cohort of homosexual men,2009 Jan 14
19098493,public health model for the molecular surveillance of hiv transmission in san diego california,2009 Jan 14
19098490,inferiority of il 2 alone versus il 2 with haart in maintaining cd4 t cell counts during haart interruption a randomized controlled trial,2009 Jan 14
19098489,impact of the president s emergency plan for aids relief on expansion of hiv care services for adult patients in western kenya,2009 Jan 14
19098488,reciprocal recognition of an hla cw4 restricted hiv 1 gp120 epitope by cd8 t cells and nk cells,2009 Jan 14
19098487,antigp41 antibodies fail to block early events of virological synapses but inhibit hiv spread between t cells,2009 Jan 14
19098272,identification of a particular hiv specific cd8 t cell subset with a cd27 cd45ro ra phenotype and memory characteristics after initiation of haart during acute primary hiv infection,2009 Apr 2
19098059,finding sex partners on the internet what is the risk for sexually transmitted infections,2009 Jun
19098035,provision and cost of children s and young people s eye services in the uk findings from a single primary care trust,2009 May
19097993,cd4 anchoring hiv 1 fusion inhibitor with enhanced potency and in vivo stability,2009 Feb 20
19097844,development of a treatment guideline for childhood malaria in rural southwest nigeria using participatory approach,2009 May
19097719,development of a liquid chromatographic assay for an anti hiv tablet containing lamivudine zidovudine and tmc278 hcl,2009 Feb 20
19097706,attempts to quit smoking and relapse factors associated with success or failure from the attempt cohort study,2009 Apr
19097565,impact of sex education on hiv knowledge and condom use among adolescent females in the dominican republic,2008 Jul-Sep
19096791,hepatocyte transplantation techniques large animal models,2009
19096734,haart and liver a discussion of hepatic disease in those living with hiv interview by paul c adams,2008 Dec
19096711,steady state bioequivalence of generic and innovator formulations of stavudine lamivudine and nevirapine in hiv infected ugandan adults,2008
19096512,effects of thiazolidinediones on metabolic complications and lipodystrophy in hiv infected patients,2009
19096470,antimicrobial resistance in developing countries,2008 Nov 6
19095775,multi probe real time pcr identification of common mycobacterium species in blood culture broth,2009 Jan
19095756,little bit pregnant modeling how the accurate detection of pregnancy can improve hiv prevention trials,2009 Feb 15
19095479,gastrointestinal tract pseudo obstruction or obstruction due to mycobacterium tuberculosis breakthrough,2009 Jul
19095275,hiv 1 harboring renal tubular epithelial cell interaction with t cells results in t cell trans infection,2009 Mar 1
19095196,interventions to reduce hiv transmission related to injecting drug use in prison,2009 Jan
19095169,increased african american involvement in vaccine studies,2009 Jan
19095152,current and emerging technologies in melanoma diagnosis the state of the art,2009 Jan-Feb
19094871,cryptogenic organizing pneumonia in an hiv patient with good immunological status,2008 Oct
19094840,pentoxifylline a drug with wide spectrum applications in dermatology,2008 Nov 15
19094829,metabolic abnormalities associated with hiv infection and antiretroviral therapy,2009 Jan
19094828,changes in the clinical epidemiology of hiv infection in the united states implications for the clinician,2009 Jan
19093965,developing an hiv cytotoxic t lymphocyte vaccine issues of cd8 t cell quantity quality and location,2009 Jan
19093964,genetic correlates of protection against hiv infection the ally within,2009 Jan
19093963,immunity in natural siv infections,2009 Jan
19093962,immune dysregulation in human immunodeficiency virus infection know it fix it prevent it,2009 Jan
19093961,antiviral cd8 t cells in the genital tract control viral replication and delay progression to aids after vaginal siv challenge in rhesus macaques immunized with virulence attenuated shiv 89 6,2009 Jan
19093960,mucosal t cell responses to hiv responding at the front lines,2009 Jan
19093957,human immunodeficiency virus 1 acquisition in genital mucosa langerhans cells as key players,2009 Jan
19093956,introduction back to basics mucosal immunity and novel hiv vaccine concepts,2009 Jan
19093899,targeted nanomedicines effective treatment modalities for cancer aids and brain disorders,2009 Jan
19093811,parasite susceptibility to amphotericin b in failures of treatment for visceral leishmaniasis in patients coinfected with hiv type 1 and leishmania infantum,2009 Jan 15
19093810,contribution of immunological and virological factors to extremely severe primary hiv type 1 infection,2009 Jan 15
19093776,haemophilus influenzae type b vaccine impact in resource poor settings in asia and africa,2009 Jan
19093767,imvamune modified vaccinia ankara strain as an attenuated smallpox vaccine,2009 Jan
19093664,exploring the concepts of vulnerability and resilience in the context of hiv infection,2008
19093661,moving beyond biomedical understanding of lipodystrophy in people living with hiv aids,2008
19093495,interrelationship between nutrition and the immune system in hiv infection a review,2007 Dec 15
19093378,tenacity of tuberculosis,2008 Nov
19092998,polymorphisms in the regulatory region of the cyclophilin a gene influence the susceptibility for hiv 1 infection,2008
19092980,acute hepatitis c in hiv positive individuals,2008 Oct-Dec
19092979,cd4 guided antiretroviral treatment interruption in hiv infection a meta analysis,2008 Oct-Dec
19092976,boosted protease inhibitor based or nonnucleoside reverse transcriptase based haart is there a best choice for antiretroviral naive hiv 1 infected patients,2008 Oct-Dec
19092579,methicillin resistant staphylococcus aureus a new pandemic,2008 Oct-Dec
19092453,barriers to recruit female commercial sex workers for hiv vaccine trials the rio de janeiro experience,2009 Jan 1
19092452,hiv testing attitudes and practices among clinicians in the era of updated centers for disease control and prevention recommendations,2009 Jan 1
19092450,repeat hepatitis b vaccination may lead to seroprotection in hiv infected patients who do not respond to an initial series,2009 Jan 1
19092439,abacavir hypersensitivity a model system for pharmacogenetic test adoption,2008 Dec
19092144,do medication samples jeopardize patient safety,2009 Jan
19091991,concordant proficiency in measurement of t cell immunity in human immunodeficiency virus vaccine clinical trials by peripheral blood mononuclear cell and enzyme linked immunospot assays in laboratories from three continents,2009 Feb
19091871,transmission and long term stability of compensated cd8 escape mutations,2009 Apr
19091857,predicting the impact of blocking human immunodeficiency virus type 1 nef in vivo,2009 Mar
19091580,studies on anti hiv quinolones new insights on the c 6 position,2009 Jan 15
19091213,psoriasis and hiv infection,2008 Dec
19091128,human immunodeficiency virus type 1 reverse transcriptase exists as post translationally modified forms in virions and cells,2008 Dec 18
19091091,decision making preferences in the medical encounter a factorial survey design,2008 Dec 17
19090807,determinants of malaria prophylaxis among german travelers to kenya senegal and thailand,2008 Nov-Dec
19090802,frequent international travel by men who have sex with men recently diagnosed with hiv 1 potential for transmission of primary hiv 1 drug resistance,2008 Nov-Dec
19090778,reactivation and mutation of newly discovered wu ki and merkel cell carcinoma polyomaviruses in immunosuppressed individuals,2009 Feb 1
19090776,unmasked tuberculosis and tuberculosis immune reconstitution inflammatory disease a disease spectrum after initiation of antiretroviral therapy,2009 Feb 1
19090775,risk factors for early and late transmission of hiv via breast feeding among infants born to hiv infected women in a randomized clinical trial in botswana,2009 Feb 1
19090773,cd3zeta down modulation may explain vgamma9vdelta2 t lymphocyte anergy in hiv infected patients,2009 Feb 1
19090674,implications of hiv 1 m group polymorphisms on integrase inhibitor efficacy and resistance genetic and structural in silico analyses,2009 Jan 13
19090611,language as vehicle for spread and prevention of hiv in malawi,2008 Dec
19090465,nobel prize 2008 viruses are more than infectious agents,2008 Dec
19089812,high frequency and proliferation of cd4 foxp3 treg in hiv 1 infected patients with low cd4 counts,2009 Jan
19089644,characterization of cyclodextrin inclusion complexes of the anti hiv non nucleoside reverse transcriptase inhibitor uc781,2008 Dec
19089607,measurement of hiv prevention indicators a comparison of the place method and a household survey in zambia,2010 Feb
19089604,immunologic analysis of hiv uninfected taiwanese children with bcg induced disease,2009 May
19088851,distinct determinants in hiv 1 vif and human apobec3 proteins are required for the suppression of diverse host anti viral proteins,2008
19088662,inconspicuous portable audio visual recording transforming an iv pole into a mobile video capture stand,2008 Fall
19088657,use of cognitive aids during simulated pediatric cardiopulmonary arrests,2008 Fall
19087870,hiv aids surveillance in europe update 2007,2008 Dec 11
19087869,hiv among injecting drug users in europe increasing trends in the east,2008 Dec 11
19087824,prevalence of arterial hypertension and lipid profile in hiv patients,2008 Nov 22
19087810,indications for lumbar puncture in patients with early active syphilis and human immunodeficiency virus coinfection experience in a tertiary level hospital in la coru a spain 2003 2006,2008 Nov
19087306,sexual abstinence behavior among never married youths in a generalized hiv epidemic country evidence from the 2005 c te d ivoire aids indicator survey,2008 Dec 16
19087255,fear of foreigners hiv related restrictions on entry stay and residence,2008 Dec 16
19087226,predictors of insulin resistance among hispanic adults infected with or at risk of infection with the human immunodeficiency virus and hepatitis c virus,2008 Dec
19086910,minority quasispecies of drug resistant hiv 1 that lead to early therapy failure in treatment naive and adherent patients,2009 Jan 15
19086815,male circumcision and risk of hiv infection among heterosexual african american men attending baltimore sexually transmitted disease clinics,2009 Jan 1
19086814,effect of male circumcision on the prevalence of high risk human papillomavirus in young men results of a randomized controlled trial conducted in orange farm south africa,2009 Jan 1
19086684,standard precautions practices among nurses in a university hospital in western algeria,2008 Sep-Oct
19086618,risk reduction in handling obese patients,2008 Nov-Dec
19086590,computational comparison of t cell epitopes of gp120 of iranian hiv 1 with different subtypes of the virus,2007 Dec 1
19086460,laboratory diagnosis of cytomegalovirus infections and disease,2008 Nov
19086458,hiv tests,2008 Nov
19086422,a case of acute renal failure involving high amounts of tenofovir after haart start,2008 Nov
19086338,vaccination immunology,2008
19086329,hepatitis c patients self reported adherence to treatment with pegylated interferon and ribavirin,2008 Aug 1
19086124,hiv research anxiety,2008 Sep
19085967,liver damage underlying unexplained transaminase elevation in human immunodeficiency virus 1 mono infected patients on antiretroviral therapy,2009 Feb
19085891,arteriovenous fistulae vs arteriovenous grafts a retrospective review of 1 700 consecutive vascular access cases,2008 Oct-Dec
19085825,metabolic syndrome in africa an emerging perspective,2009 Feb
19085781,socioeconomical comparison between treated and untreated candidates for laser refractive surgery in mid hesse,2008 Dec
19085439,prevalence of infections hiv risk behaviors and factors associated with hiv infection among male injecting drug users attending a needle syringe exchange program in dhaka bangladesh,2008 Dec
19085256,uk guidelines for the medical and laboratory screening of sperm egg and embryo donors 2008,2008 Dec
19085229,australian men s experiences during a microbicide male tolerance study,2009 Jan
19085228,public knowledge and attitudes toward hiv aids and antiretroviral therapy in kabarole district western uganda,2009 Jan
19085225,community based research in aids service organizations what helps and what doesn t,2009 Jan
19085224,measuring aids stigmas in people living with hiv aids the internalized aids related stigma scale,2009 Jan
19085223,barriers to acceptance and adherence of antiretroviral therapy in urban zambian women a qualitative study,2009 Jan
19085222,youth unemployment and male gender predict mortality in aids patients started on haart in nigeria,2009 Jan
19085221,art therapy for relief of symptoms associated with hiv aids,2009 Jan
19085219,sexual compulsivity and high risk sex among latino men the role of internalized homonegativity and gay organizations,2009 Jan
19085218,prevalence of needle sharing commercial sex behaviors and associated factors in chinese male and female injecting drug user populations,2009 Jan
19085215,risks for hiv hbv and hcv infections among male injection drug users in northern vietnam a case control study,2009 Jan
19085214,scaling up access to antiretroviral drugs in a middle income country public sector drug delivery in the free state south africa,2009 Jan
19085102,parental monitoring as a moderator of the effect of family sexual communication on sexual risk behavior among adolescents in psychiatric care,2009 Oct
19085101,correlation between hiv and sexual behavior drug use trichomoniasis and candidiasis among female sex workers in a mekong delta province of vietnam,2009 Oct
19085100,community family and partner related stigma experienced by pregnant and postpartum women with hiv in ho chi minh city vietnam,2009 Dec
19085099,use of the diaphragm instead of condoms in a phase iii diaphragm trial,2009 Jun
19085098,increases in unprotected anal intercourse with serodiscordant casual partners among hiv negative gay men in sydney,2009 Aug
19084838,outcome of loop electrosurgical excision for hiv positive women in a low resource outpatient setting,2009 Apr
19084492,thermus thermophilus derived protein tags that aid in preparation of insoluble viral proteins,2009 Feb 15
19084229,human immunodeficiency virus per se exerts atherogenic effects,2009 Jun
19084160,risk of infection in health care workers following occupational exposure to a noninfectious or unknown source,2008 Dec
19084043,cross reactive hiv 1 neutralizing activity of serum igg from a rabbit immunized with gp41 fused to igg1 fc possible role of the prolonged half life of the immunogen,2009 Feb 5
19083560,lipodystrophy in the patient with hiv social psychological and treatment considerations,2008 Jul-Aug
19083552,poly l lactic acid injection for hiv associated facial lipoatrophy treatment principles case studies and literature review,2008 Jul-Aug
19083550,assessing the long term viability of facial fat grafts an objective measure using computed tomography,2008 Jul-Aug
19083520,excisional lipectomy for hiv associated cervicodorsal lipodystrophy,2008 Mar-Apr
19083260,poverty bridging between injecting drug users and the general population and interiorization may explain the spread of hiv in southern brazil,2009 Jun
19083064,within host virus models with periodic antiviral therapy,2009 Jan
19082880,lifetime and hiv related ptsd among persons recently diagnosed with hiv,2011 Jan
19082879,risk factors for syphilis and prevalence of hiv hepatitis b and c among men who have sex with men in beijing china implications for hiv prevention,2009 Aug
19082737,introduction to the special issue on addiction health services in memory of douglas longshore,2009 Apr
19082373,clinical and epidemiological analysis of patients with hiv aids admitted to a reference hospital in the northeast region of brazil,2008 Nov-Dec
19082254,costing of scaling up hiv aids treatment in mexico,2008
19081837,hiv 1 infection and the ppar dependent control of adipose tissue physiology,2009
19081662,conditional scholarships for hiv aids health workers educating and retaining the workforce to provide antiretroviral treatment in sub saharan africa,2009 Feb
19081634,ocular syphilis indicator of previously unknown hiv infection,2009 Jan
19081424,clinical content of preconception care infectious diseases in preconception care,2008 Dec
19081280,occult hepatitis b virus infection in patients with isolated core antibody and hiv co infection in an urban clinic in johannesburg south africa,2009 Jul
19081205,clinical characteristics of treatment seeking prescription opioid vs heroin using adolescents with opioid use disorder,2009 Apr 1
19080930,effect of distinct sociodemographic variables on progression of hiv infection in a cohort of drug users,2008 Nov-Dec
19080599,a comparative analysis of the clinical and laboratory characteristics in disseminated penicilliosis marneffei in patients with and without human immunodeficiency virus infection,2008 Oct
19080202,the reconstitutional profiles of peripheral blood natural killer cell gammadelta t lymphocyte and cd 4 t cell in human immunodeficiency virus infected patients during one year antiretroviral therapy,2008 Sep
19080136,pathogens and drug resistance of pulmonary infection in aids patients,2008 Oct
19080135,twenty three cases of cytomegalovirus infection in acquired immunodeficiency syndrome,2008 Oct
19079588,ebv associated smooth muscle neoplasms solid tumors arising in the presence of immunosuppression and autoimmune diseases,2008
19079547,reference intervals in healthy adult ugandan blood donors and their impact on conducting international vaccine trials,2008
19079325,murine cardiac mtdna effects of transgenic manipulation of nucleoside phosphorylation,2009 Feb
19079302,need for an evidence based approach to controlling opium production in afghanistan,2008 Dec
19079215,effective cd4 t cell restoration in gut associated lymphoid tissue of hiv infected patients is associated with enhanced th17 cells and polyfunctional hiv specific t cell responses,2008 Nov
19079202,immune reconstitution in the sigmoid colon after long term hiv therapy,2008 Sep
19079186,self encounters of the third kind lymph node stroma promotes tolerance to peripheral tissue antigens,2008 Jul
19079160,high frequencies of polyfunctional hiv specific t cells are associated with preservation of mucosal cd4 t cells in bronchoalveolar lavage,2008 Jan
19079157,hiv infection and the gastrointestinal immune system,2008 Jan
19079127,chemokine receptor antagonists overcoming developmental hurdles,2009 Jan
19077781,tuberculous peritonitis a surgical dilemma,2009 Jan
19077490,small bowel lymphoma detected by mirocam capsule endoscope in a patient with acquired immune deficiency syndrome,2008 Jul
19077261,sustained high prevalence of sexually transmitted infections among female sex workers in cambodia high turnover seriously challenges the 100 condom use programme,2008 Dec 12
19077194,common principles and intermediates of viral protein mediated fusion the hiv 1 paradigm,2008 Dec 10
19077076,asymmetrical transmission of human herpesvirus 8 among spouses of patients with kaposi sarcoma,2009 Mar
19077031,innate and specific gut associated immunity and microbial interference,2009 Jan
