UID,Title,PublicationDate,PublicationYear
28029173,randomized trial evaluating whether topiramate aids smoking cessation and prevents alcohol relapse in recovering alcohol dependent men,2017 Jan,2017
28029131,assessment of a culturally tailored sexual health education program for african american youth,2016 Dec 24,2016
28028943,effects of anti cd3 cd28 coated beads and il 2 on expanded t cell for immunotherapy,2016 Sep-Oct,2016
28028855,odds of viral suppression by single tablet regimens multiple tablet regimens and adherence level in hiv aids patients receiving antiretroviral therapy,2017 Feb,2017
28028768,meal effects confound attempts to counteract rabeprazole induced hypochlorhydria decreases in atazanavir absorption,2017 Mar,2017
28028721,prevalence and determinants of traditional complementary and alternative medicine provider use among adults from 32 countries,2018 Aug,2018
28028668,suicidal ideation resilience and healthcare implications for newly diagnosed hiv positive men who have sex with men in china a qualitative study,2017 May,2017
28028587,safety of zidovudine lamivudine scored tablets in children with hiv infection in europe and thailand,2017 Apr,2017
28028521,beijing strains of mycobacterium tuberculosis in smear positive tuberculosis patients in north west and west of iran,2016,2016
28028011,research and evaluation capacity building model in western australia,2018 Jun 1,2018
28027990,dual sexual and drug related predictors of hepatitis c incidence among sex workers in a canadian setting gaps and opportunities for scale up of hepatitis c virus prevention treatment and care,2017 Feb,2017
28027668,social determinants of health and retention in hiv care in a clinical cohort in ontario canada,2017 Jul,2017
28027664,barriers and facilitators to hiv and sexually transmitted infections testing for gay bisexual and other transgender men who have sex with men,2017 Aug,2017
28027663,hiv risk inside u s prisons a systematic review of risk reduction interventions conducted in u s prisons,2017 Aug,2017
28027661,economic evaluation of hiv testing for men who have sex with men in community based organizations results from six european cities,2017 Aug,2017
28027656,sexual identity and behavior in an online sample of indian men who have sex with men,2017 Jul,2017
28027479,characterization of founder viruses in very early siv rectal transmission,2017 Feb,2017
28027368,effect of a primary care based psychological intervention on symptoms of common mental disorders in zimbabwe a randomized clinical trial,2016 Dec 27,2016
28027315,non human primate schlafen11 inhibits production of both host and viral proteins,2016 Dec,2016
28027287,despite access to antiretrovirals for prevention and treatment high rates of mortality persist among hiv infected infants and young children,2017 Jun,2017
28027284,antiretroviral treatment initiated in the first month of life,2017 Jun,2017
28027001,case of rectal ureaplasma infection and implications for testing in young men who have sex with men the p18 cohort study,2017 Apr,2017
28026981,challenges to practicing hiv sex risk prevention among people in continuing care for cocaine addiction,2017 Apr 16,2017
28026078,screening for cervical carcinoma in hiv infected women analysis of main risk factors for cervical cytologic abnormalities,2017 Feb,2017
28026013,moderate hepatic impairment does not affect doravirine pharmacokinetics,2017 Jun,2017
28025738,community based accompaniment and the impact of distance for hiv patients newly initiated on antiretroviral therapy early outcomes and clinic visit adherence in rural rwanda,2018 Jan,2018
28025737,substance use and sexual risk behavior among black south african men who have sex with men the moderating effects of reasons for drinking and safer sex intentions,2017 Jul,2017
28025736,drug use discrimination predicts formation of high risk social networks examining social pathways of discrimination,2017 Sep,2017
28025735,examining the acceptability of mhealth technology in hiv prevention among high risk drug users in treatment,2017 Nov,2017
28025734,reaching key populations prep uptake in an urban health care system in the bronx new york,2017 May,2017
28025475,a case of tenofovir associated fanconi syndrome in patient with chronic hepatitis b,2016 Dec 25,2016
28025070,recombinant vesicular stomatitis virus encoding ccr5 tropic hiv 1 receptors targets hiv 1 infected cells and controls hiv 1 infection,2017 Apr-May,2017
28024835,leukocytosis and neutrophilia predicts outcome in anal cancer,2017 Jan,2017
28024682,coming of age women s sexual and reproductive health after twenty one years of democracy in south africa,2016 Nov,2016
28024676,ageing and healthy sexuality among women living with hiv,2016 Nov,2016
28024675,socio cultural influences upon knowledge of sexually transmitted infections a qualitative study with heterosexual middle aged adults in scotland,2016 Nov,2016
28024493,clinicopathological features of primary central nervous system lymphoma and their influence on prognosis of desease,2016 Dec,2016
28024412,self disclosure of hiv status disclosure counseling and retention in hiv care in cameroon,2017 Jul,2017
28024097,immunoglobulin a magic bullet or trojan horse,2017 Feb,2017
28019192,lipid lowering effect and changes in estimated cardiovascular risk after switching to a tenofovir containing regimen for the treatment of hiv infected patients,2017 Oct,2017
28019110,severe kaposi sarcoma in an urban public hospital,2017 Jun,2017
28019101,subtypes and risk behaviors among incident hiv cases in the bangkok men who have sex with men cohort study thailand 2006 2014,2017 Oct,2017
28018927,meningococcal disease in patients with human immunodeficiency virus infection a review of cases reported through active surveillance in the united states 2000 2008,2016 Oct,2016
28018925,parasite clearance and artemether pharmacokinetics parameters over the course of artemether lumefantrine treatment for malaria in human immunodeficiency virus hiv infected and hiv uninfected ugandan children,2016 Oct,2016
28018894,preassessment interview improves the efficacy and safety of bowel preparation for colonoscopy,2016,2016
28018862,delta hemolysin and phenol soluble modulins but not alpha hemolysin or panton valentine leukocidin induce mast cell activation,2016,2016
28018673,caregivers lack of disclosure skills delays disclosure to children with perinatal hiv in resource limited communities multicenter qualitative data from south africa and botswana,2016,2016
28018589,case report of small bowel perforation secondary to cytomegalovirus related immune reconstitution inflammatory syndrome in an aids patient,2017 Jan,2017
28018344,adjunct strategies for tuberculosis vaccines modulating key immune cell regulatory mechanisms to potentiate vaccination,2016,2016
28017912,differences in the integrase and reverse transcriptase transmitted resistance patterns in northern poland,2017 Apr,2017
28017762,structure activity relationship studies on a trp dendrimer with dual activities against hiv and enterovirus a71 modifications on the amino acid,2017 Mar,2017
28017664,cetuximab chemoradiotherapy in hiv associated anal cancer,2017 Feb,2017
28017554,trends and predictors of hiv 1 acquired drug resistance in minas gerais brazil 2002 2012,2017 Mar-Apr,2017
28017399,safety and immunogenicity of a recombinant adenovirus type 5 vector based ebola vaccine in healthy adults in sierra leone a single centre randomised double blind placebo controlled phase 2 trial,2017 Feb 11,2017
28017341,from latent to patent rethinking prediction of tuberculosis,2017 Apr,2017
28017149,htlv 1 associated neurological disorders,2017,2017
28017128,role of azoles in cancer prevention and treatment present and future perspectives,2018,2018
28013272,trauma focused smoking cessation for smokers exposed to the world trade center disaster a randomized clinical trial,2017 Aug 1,2017
28013267,shedding of hepatitis c virus into the rectum of hiv infected men who have sex with men,2017 Feb 1,2017
28013265,decline in bone mass with tenofovir disoproxil fumarate emtricitabine is associated with hormonal changes in the absence of renal impairment when used by hiv uninfected adolescent boys and young men for hiv preexposure prophylaxis,2017 Feb 1,2017
28013262,reply to meijide et al,2017 Feb 1,2017
28013196,assessment and management of musculoskeletal disorders among patients living with hiv,2017 Oct 1,2017
28013100,impact of highly active antiretroviral therapy on obstetric conditions a review,2017 Mar,2017
28012711,hiv prevention advice for people with serious mental illness cochrane nursing care field cochrane review summary,2017 Mar-Apr,2017
28012709,history and challenges of blood donor screening in china,2017 Apr,2017
28012679,how does decision complexity affect shared decision making an analysis of patient provider antiretroviral initiation dialogue,2017 May,2017
28011983,refractory plasmablastic lymphoma a review of treatment options beyond standard therapy,2017 Jun,2017
28011973,pulmonary and vertebral mycobacterium avium disease in a hiv negative 71 year old man a case report,2016 Dec 1,2016
28011919,hpv 6 molecular variants association with the development of genital warts in men the him study,2017 Feb 15,2017
28011913,trends and determinants of human papillomavirus concordance among human immunodeficiency virus positive and negative heterosexual couples in rakai uganda,2017 Mar 1,2017
28011912,cytomegalovirus acquisition and inflammation in human immunodeficiency virus exposed uninfected zimbabwean infants,2017 Mar 1,2017
28011908,genital injury signatures and microbiome alterations associated with depot medroxyprogesterone acetate usage and intravaginal drying practices,2017 Feb 15,2017
28011615,impact and cost effectiveness of selective human papillomavirus vaccination of men who have sex with men,2017 Mar 1,2017
28011613,spinal arachnoiditis as a complication of cryptococcal meningoencephalitis in non hiv previously healthy adults,2017 Feb 1,2017
28011606,penile immune activation and risk of hiv shedding a prospective cohort study,2017 Mar 15,2017
28011605,ombitasvir paritaprevir ritonavir and dasabuvir combination treatment in patients with hiv hcv co infection results of an italian compassionate use program,2017 Mar 1,2017
28011389,extended release naltrexone for pre release prisoners a randomized trial of medical mobile treatment,2017 Feb,2017
28011357,prognostic differences epstein barr virus associated primary leiomyosarcoma of the spine versus spinal leiomyosarcoma metastases,2017 Mar,2017
28011249,lack of effects of statins on high density lipoprotein subfractions in hiv 1 infected patients receiving protease inhibitors,2017 Feb,2017
28010186,graphical aids for visualizing and interpreting patterns in departures from agreement in ordinal categorical observer agreement data,2017,2017
28010168,bayesian analysis of piecewise growth mixture models with skew t distributions application to aids studies,2017,2017
28010131,predicting the clinical outcome of icsi by sperm head vacuole examination,2017 Feb,2017
28010056,comparative study of hiv 1 2 antibody confirmatory assay geenius versus inno lia,2017 Feb,2017
28009832,nmr studies of the structure and function of the hiv 1 5 leader,2016 Dec 21,2016
28009639,brief report increased expression of the type i interferon receptor on cd4 t lymphocytes in hiv 1 infected individuals,2017 Apr 1,2017
28009328,seroprevalence and diagnosis of hiv hbv hcv and syphilis infections among blood donors,2017,2017
28008980,antiretroviral treatment with efavirenz disrupts the blood brain barrier integrity and increases stroke severity,2016 Dec 23,2016
28008945,using nearly full genome hiv sequence data improves phylogeny reconstruction in a simulated epidemic,2016 Dec 23,2016
28008867,dolutegravir plasma concentrations according to companion antiretroviral drug unwanted drug interaction or desirable boosting effect,2017,2017
28008544,where and how for reaching transgender women and men who have sex with men with hiv prevention services in guatemala,2017 Dec,2017
28008284,implementation of co trimoxazole preventive therapy policy for malaria in hiv infected pregnant women in the public health facilities in tanzania,2016,2016
28008197,associations of alcohol use with mental health and alcohol exposure among school going students in cambodia,2016 Dec,2016
28007791,factors associated with seminal impairment in hiv infected men under antiretroviral therapy,2017 Feb,2017
28007343,family planning for hiv positive girls and young women,2017 Jan,2017
28007196,ajkd atlas of renal pathology indinavir nephrotoxicity,2017 Jan,2017
28006972,identifying hiv care enrollees at risk for cannabis use disorder,2017 Jul,2017
28006952,comparison of antibody responses induced by rv144 vax003 and vax004 vaccination regimens,2017 May,2017
28006698,type 2 diabetes mellitus in african women,2017 Jan,2017
28006654,authors reply new metrics to monitor progress towards global hiv targets using the estimated number of undiagnosed hiv infected individuals as denominator,2016 Dec 15,2016
28006652,letter to the editor new metrics to monitor progress towards global hiv targets using the estimated number of undiagnosed hiv infected individuals as denominator,2016 Dec 15,2016
28006001,detectable viral load in late pregnancy among women in the rwanda option b pmtct program enrollment results from the kabeho study,2016,2016
28005986,systematic review of cost effectiveness studies reporting cost per daly averted,2016,2016
28005937,impact of socioeconomic inequality on access adherence and outcomes of antiretroviral treatment services for people living with hiv aids in vietnam,2016,2016
28005758,pathological mandibular fracture associated with diffuse large b cell lymphoma in hiv positive patient,2016 Nov,2016
28005710,time trend in hypertension prevalence awareness treatment and control in a contemporary cohort of hiv infected patients the hiv and hypertension study,2017 Feb,2017
28005690,low bone mineral density in vertically hiv infected children and adolescents risk factors and the role of t cell activation and senescence,2017 Jun,2017
28005686,transcriptome analyses identify key cellular factors associated with hiv 1 associated neuropathogenesis in infected men,2017 Mar 13,2017
28005684,large cluster outbreaks sustain the hiv epidemic among msm in quebec,2017 Mar 13,2017
28005674,didanosine retinal toxicity,2016 Dec,2016
28005574,clinical and viro immunological correlates of hiv associated neurocognitive disorders hand in a cohort of antiretroviral na ve hiv infected patients,2017 Jan 14,2017
28005534,why are some hiv 1 subtypes more wimpy at causing disease,2016 Nov,2016
28005525,ccr6 ccl20 chemokine axis in human immunodeficiency virus immunity and pathogenesis,2017 Mar,2017
28005497,impact of sexual orientation identity on medical morbidities in male to female transgender patients,2017 Feb,2017
28005487,perinatal hiv exposure surveillance and reporting in the united states 2014,2017 Jan/Feb,2017
28005480,hiv 1 infection and transmission networks of younger people in chicago illinois 2005 2011,2017 Jan-Feb,2017
28005477,correlates of hepatitis c virus infection in the targeted testing program of the new york city jail system,2017 Jan/Feb,2017
28005454,preliminary population size estimation of men who have sex with men in kazakhstan implications for hiv testing and surveillance,2017 Apr,2017
28005195,incidence of hepatitis c in hiv positive and negative men who have sex with men 2000 2016 a systematic review and meta analysis,2017 Jun,2017
28005040,genetic diversity of human immunodeficiency viruses and antiretroviral therapy,2016,2016
28005039,intrauterine pneumocystis infection,2016,2016
28005037,a case of progressive multifocal leukoencephalopathy in a hiv infected female patient,2016,2016
28005028,causes of t lymphocyte activation in hiv infected patients coinfected with hepatitis c virus,2016,2016
28005026,the sociodemographic portrait of a patient living with hiv and visiting aids centers in russia,2016,2016
28005025,acquired immunodeficiency syndrome in russia,2016,2016
28004685,hiv s achilles heel,2016 Nov 15,2016
28004622,moving towards a reliable hiv incidence test current status resources available future directions and challenges ahead,2017 Apr,2017
28004616,age and time dependent prevalence and incidence of hepatitis c virus infection in drug users in france 2004 2011 model based estimation from two national cross sectional serosurveys,2017 Apr,2017
28004523,accuracy of self report of hiv viral load among people with hiv on antiretroviral treatment,2017 Aug,2017
28004435,biopsy proven case of epstein barr virus ebv associated vasculitis of the central nervous system,2017 Jun,2017
28004319,testing a model of health related quality of life in women living with hiv infection,2017 Mar,2017
28004219,progress and challenges in ending hiv and aids in australia,2017 Feb,2017
28004003,early sexual debut and hiv infection among men who have sex with men in shenzhen china,2016,2016
28003956,global burden of childhood tuberculosis,2016,2016
28003819,clinicomycological characterization of superficial mycoses from a tertiary care hospital in nepal,2016,2016
28003502,effect of interferon free therapy on cognition in hcv and hcv hiv infection a pilot study,2017 Feb 14,2017
28003499,new onset seizure in hiv infected adult zambians a search for causes and consequences,2017 Jan 31,2017
28003486,feline immunodeficiency virus cross species transmission implications for emergence of new lentiviral infections,2017 Mar 1,2017
28003378,chronic type i ifn is sufficient to promote immunosuppression through accumulation of myeloid derived suppressor cells,2017 Feb 1,2017
28003369,sharing sensitive health information through social media in the arab world,2017 Feb 1,2017
28003309,progress toward active or passive hiv 1 vaccination,2017 Jan,2017
28003289,burden of multimorbidity in relation to age gender and immigrant status a cross sectional study based on administrative data,2016 Dec 21,2016
28003244,alcohol use disorders identification test audit exploring the factor structure and cutoff thresholds in a representative post conflict population in northern uganda,2017 May 1,2017
28003231,large bowel perforation secondary to cmv colitis an unusual primary presentation of hiv infection,2016 Dec 21,2016
28003117,facebook network structure and awareness of preexposure prophylaxis among young men who have sex with men,2017 Mar,2017
28003032,commercial sex and risk of hiv syphilis and herpes simplex virus 2 among men who have sex with men in six chinese cities,2016 Dec 21,2016
28003001,molecular cellular and pharmaceutical aspects of bone grafting materials and membranes during maxillary sinus lift procedures part 1 a general overview,2017,2017
28002994,implementation of the prevention of mother to child transmission pmtct program in the northern cape south africa,2017,2017
28002982,dangerous girls and cheating boys zulu speaking disabled young peoples constructs of heterosexual relationships in kwazulu natal south africa,2017 May,2017
28002681,mindfulness based intervention for adolescents and young adults after cancer treatment effects on quality of life emotional distress and cognitive vulnerability,2017 Jun,2017
28002559,association between human immunodeficiency virus infection and cardiovascular diseases finding a solution to double jeopardy,2017 Feb 1,2017
28002550,assessing and refining myocardial infarction risk estimation among patients with human immunodeficiency virus a study by the centers for aids research network of integrated clinical systems,2017 Feb 1,2017
28002469,phylodynamic and phylogeographic profiles of subtype b hiv 1 epidemics in south spain,2016,2016
28002413,trends in art initiation among men and non pregnant non breastfeeding women before and after option b in southern malawi,2016,2016
28002185,field evaluation of dried blood spots for hiv 1 viral load monitoring in adults and children receiving antiretroviral treatment in kenya implications for scale up in resource limited settings,2017 Apr 1,2017
28002184,prevalence and predictors of hospitalizations among hiv infected and at risk hiv uninfected women,2017 Jun 1,2017
28002183,relationship between time to initiation of antiretroviral therapy and treatment outcomes a cohort analysis of art eligible adolescents in zimbabwe,2017 Apr 1,2017
28002182,sex differences in tobacco use among persons living with hiv aids a systematic review and meta analysis,2017 Apr 1,2017
28002089,kaposi s sarcoma in malawi a continued problem for hiv positive and hiv negative individuals,2017 Jan 14,2017
28002087,protecting the health of our aids free generation beyond prevention of mother to child hiv transmission,2017 Jan 14,2017
28002084,use of visual inspection with acetic acid pap smear or high risk human papillomavirus testing in women living with hiv aids for posttreatment cervical cancer screening same tests different priorities,2017 Jan 14,2017
28002067,new mouse models provide insights into how to design a more effective hiv vaccine,2017 Jan 28,2017
28002063,low abundance of colonic butyrate producing bacteria in hiv infection is associated with microbial translocation and immune activation,2017 Feb 20,2017
28001466,intensive palliative care unit changing outcomes for hospitalized cancer patients in an academic medical center,2017 Mar,2017
28001441,developing a motion comic for hiv std prevention for young people ages 15 24 part 1 listening to your target audience,2018 Feb,2018
28001224,high incidence of hypertriglyceridemia in a brazilian cohort of people living with hiv aids undergoing antiretroviral treatment in belo horizonte 2001 2010,2016 Nov-Dec,2016
28001138,stakeholders views on barriers to research on controversial controlled substances,2016 Winter,2016
28000678,effects of prebiotics on microbial dysbiosis butyrate production and immunity in hiv infected subjects,2017 Sep,2017
28000583,clinical characteristics and outcomes of tuberculosis in douala cameroon a 7 year retrospective cohort study,2016 Dec 1,2016
28000390,oral formulation of efavirenz loaded lactoferrin nanoparticles with improved biodistribution and pharmacokinetic profile,2017 Aug,2017
28000379,rate correlates and outcomes of repeat pregnancy in hiv infected women,2017 Jul,2017
28000050,merkel cell polyomavirus igg antibody levels are associated with progression to aids among hiv infected individuals,2017 Apr,2017
27999698,necrotizing retinitis secondary to congenital cytomegalovirus infection associated with severe combined immunodeficiency,2016,2016
27999657,should men who have sex with men be allowed to donate blood in israel,2016,2016
27999576,optimizing research methods to understand hiv exposed uninfected infant and child morbidity report of the second heu infant and child workshop,2016,2016
27999325,pharmacokinetics of the antiviral lectin griffithsin administered by different routes indicates multiple potential uses,2016 Dec 17,2016
27999275,hiv other blood borne viruses and sexually transmitted infections amongst expatriates and travellers to low and middle income countries a systematic review,2016 Dec 16,2016
27999271,use of aptamers as diagnostics tools and antiviral agents for human viruses,2016 Dec 16,2016
27999070,alarming increase in pretreatment hiv drug resistance in children living in sub saharan africa a systematic review and meta analysis,2017 Feb,2017
27999069,genotypic susceptibility score gss and cd4 t cell recovery in hiv 1 patients with suppressed viral load,2017 Feb,2017
27999067,hiv 1 diagnosis with unquantifiable viraemia don t be naive look for antiretroviral drugs,2017 Feb,2017
27999055,unravelling the dynamics of selection of multiresistant variants to integrase inhibitors in an hiv 1 infected child using ultra deep sequencing,2017 Mar 1,2017
27999054,effects of isoniazid resistance on tb treatment outcomes under programmatic conditions in a high tb and hiv setting a prospective multicentre study,2017 Mar 1,2017
27999036,role of gag mutations in pi resistance in the swiss hiv cohort study bystanders or contributors,2017 Mar 1,2017
27999030,prevalence and correlates of mrsa and mssa nasal carriage at a ugandan regional referral hospital,2017 Mar 1,2017
27999017,efficacy and tolerance of dolutegravir based combined art in perinatally hiv 1 infected adolescents a french multicentre retrospective study,2017 Mar 1,2017
27998918,role of t cell dysfunction inflammation and coagulation in microvascular disease in hiv,2016 Dec 20,2016
27998903,prospective single arm interventional pilot study to assess a smartphone based system for measuring and supporting adherence to medication,2016 Dec 20,2016
27998850,subtractive selex using agar beads for screening dna aptamers with specific affinity to hiv gp41 antigen,2016 Dec 20,2016
27998730,tuberculosis cases caused by heterogeneous infection in eastern europe and their influence on outcomes,2017 Mar,2017
27998640,vaccine coverage and adherence to epi schedules in eight resource poor settings in the mal ed cohort study,2017 Jan 11,2017
27998602,homophobic sentiment hinders indonesia s anti hiv drive,2016 Dec,2016
27998578,jared baeten aiming to see off hiv,2017 Jan,2017
27998564,promise of multipurpose pregnancy sti and hiv prevention,2017 Jan,2017
27998498,tb management by private practitioners is it bad everywhere,2016 Oct,2016
27998413,correlativity of subtype b viral transmission among elderly hiv 1 infected individuals in yongding district zhangjiajie city hunan province,2016 Dec 10,2016
27998407,effects of standardized follow up program among newly diagnosed hiv aids cases in 2010,2016 Dec 10,2016
27998406,risk behaviors among newly reported burmese hiv infection in dehong dai and jingpo autonomous prefectures of yunnan province 2015,2016 Dec 10,2016
27998310,pre art nutritional status and its association with mortality in adult patients enrolled on art at fiche hospital in north shoa oromia region ethiopia a retrospective cohort study,2016 Dec 20,2016
27998286,ultrasensitive single genome sequencing accurate targeted next generation sequencing of hiv 1 rna,2016 Dec 20,2016
27998283,genotypic method for determining hiv 2 coreceptor usage enables epidemiological studies and clinical decision support,2016 Dec 20,2016
27998184,cdc funded hiv testing hiv positivity and linkage to hiv medical care in non health care settings among young men who have sex with men ymsm in the united states,2017 Jul,2017
27998177,intimate partner violence is linked to less hiv testing uptake among high risk hiv negative women in atlanta,2017 Aug,2017
27998171,co infections of tuberculosis hepatitis b or c viruses in a cohort of people living with hiv aids in china predictors and sequelae,2017 Aug,2017
27997883,human immunodeficiency virus lymphadenitis patterns on fine needle aspiration cytology,2017,2017
27997758,comprehensive mass cytometry analysis of cell cycle activation and coinhibitory receptors expression in cd4 t cells from healthy and hiv infected individuals,2017 Jan,2017
27997617,influence of community members on participation by youth in an hiv vaccine trial in tanzania,2016,2016
27997597,immunogenicity and protective efficacy of the dar 901 booster vaccine in a murine model of tuberculosis,2016,2016
27997554,drug resistance and virological failure among hiv infected patients after a decade of antiretroviral treatment expansion in eight provinces of china,2016,2016
27997475,diabetes among people with tuberculosis hiv infection viral hepatitis b and c and stds in new york city 2006 2010,2017 Sep/Oct,2017
27997332,delivering on antimicrobial resistance agenda not possible without improving fungal diagnostic capabilities,2017 Feb,2017
27997309,monitoring and evaluation of sport based hiv aids awareness programmes strengthening outcome indicators,2017 Dec,2017
27996693,assessment of semi automated nucleic acid testing programme in a regional blood transfusion centre,2017 Jan,2017
27996375,trimeric gp120 specific bovine monoclonal antibodies require cysteine and aromatic residues in cdrh3 for high affinity binding to hiv env,2017 Apr,2017
27996294,visualization of combihivvac vaccine particles using electron microscopy,2017 Apr,2017
27996094,living conditions and psychological distress in latino migrant day laborers the role of cultural and community protective factors,2017 Mar,2017
27995679,some pwid communities are ready for prep so what s next,2017 Apr,2017
27995575,cerebrospinal fluid biomarkers and hiv associated neurocognitive disorders in hiv infected individuals in rakai uganda,2017 Jun,2017
27995455,clinical translation of the national institutes of health s investments in nanodrug products and devices,2017 Mar,2017
27995435,beliefs in antiretroviral treatment and self efficacy in hiv management are associated with distinctive hiv treatment trajectories,2018 Mar,2018
27995434,predictors of hiv risk behaviors among a national sample of russian men who have sex with men,2017 Oct,2017
27995433,direct percutaneous endoscopic jejunostomy dpej tube placement a single institution experience and outcomes to 30 days and beyond,2017 Mar,2017
27995426,who gets testosterone patient characteristics associated with testosterone prescribing in the veteran affairs system a cross sectional study,2017 Mar,2017
27995366,psychometric evaluation of the condom barriers and motivations scale cbms,2017 Jun,2017
27995054,cases of disseminated cryptococcosis in intravenous drug abusers without hiv infection a new risk factor,2016 Dec,2016
27994853,hiv and kidney diseases 35 years of history and consequences,2016 Dec,2016
27994810,prevalence and severity of ocular surface neoplasia in african nations and need for early interventions,2016 Oct-Dec,2016
27994767,discovery and optimization of two eis inhibitor families as kanamycin adjuvants against drug resistant m tuberculosis,2016 Dec 8,2016
