UID,Title,PublicationDate,PublicationYear
20024760,household impacts of aids using a life course approach to identify effective poverty reducing interventions for prevention treatment and care,2009 Aug,2009
20024759,factors influencing adherence to anti retroviral treatment in children with human immunodeficiency virus in south india a qualitative study,2009 Aug,2009
20024755,feasibility of using audio computer assisted self interview acasi screening in routine hiv care,2009 Aug,2009
20024754,relative risk of hiv among idus not in treatment in malaysia,2009 Aug,2009
20024752,using the theory of planned behavior to investigate condom use behaviors among female injecting drug users who are also sex workers in china,2009 Aug,2009
20024750,no differences in quality of life between men and women undergoing hiv antiretroviral treatment impact of demographic clinical and psychosocial factors,2009 Aug,2009
20024748,comparing prevalence of hiv related behaviors among female injecting drug users idu whose regular sexual partner was or was not idu in sichuan and yunnan provinces china,2009 Jul,2009
20024747,role of hiv testing counselling and treatment in coping with hiv aids in uganda a qualitative analysis,2009 Jul,2009
20024746,access to highly active antiretroviral therapy haart for women and children in the who european region 2002 2006,2009 Jul,2009
20024745,trends in primary and secondary abstinence among kenyan youth,2009 Jul,2009
20024744,motivational interviewing by peer outreach workers a pilot randomized clinical trial to retain adolescents and young adults in hiv care,2009 Jul,2009
20024743,hiv prevalence among men and women admitted to a south african public psychiatric hospital,2009 Jul,2009
20024742,discussion and revision of the mathematical modeling tool described in the previously published article modeling hiv transmission risk among mozambicans prior to their initiating highly active antiretroviral therapy,2009 Jul,2009
20024741,knowledge of hiv serostatus and risk behaviour among injecting drug users in estonia,2009 Jul,2009
20024740,which method of adherence measurement is most suitable for daily use to predict virological failure among immigrant and non immigrant hiv 1 infected patients,2009 Jul,2009
20024739,longitudinal association of alcohol use with hiv disease progression and psychological health of women with hiv,2009 Jul,2009
20024738,condom use promotion among isixhosa speaking women living with hiv in the western cape province south africa a pilot study,2009 Jul,2009
20024737,hiv positive patients discussion of oral health with their hiv primary care providers in miami florida,2009 Dec,2009
20024736,survival of an aids cohort in thailand 2000 2005,2009 Dec,2009
20024734,costs of care for people living with combined hiv aids chronic mental illness and substance abuse disorders,2009 Dec,2009
20024732,patients and family care givers experiences around highly active antiretroviral therapy haart,2009 Dec,2009
20024731,quality of life psychosocial health and antiretroviral therapy among hiv positive women in zimbabwe,2009 Dec,2009
20024725,effectiveness of a training program to increase the capacity of health care providers to provide hiv aids care and treatment in swaziland,2009 Nov,2009
20024724,mediators of hiv related stigma and risk behavior in hiv infected young women,2009 Nov,2009
20024723,emotional and behavioral problems and mental health service utilization of youth living with hiv acquired perinatally or later in life,2009 Nov,2009
20024722,female sex work and hiv risks in croatia,2009 Nov,2009
20024721,trends in hospitalizations with psychiatric diagnoses among hiv infected women in the usa 1994 2004,2009 Nov,2009
20024719,risk of hiv and hcv infections among injection drug users in northeast india,2009 Nov,2009
20024718,treatment partners and adherence to haart in central mozambique,2009 Nov,2009
20024717,state of the art clinical efficacy and improved quality of life in the public antiretroviral therapy program free state province south africa,2009 Nov,2009
20024715,cost effectiveness of integrated care for people living with hiv including antiretroviral treatment in a primary health care centre in bujumbura burundi,2009 Nov,2009
20024714,voices on adherence to art in ethiopia and uganda a matter of choice or simply not an option,2009 Nov,2009
20024711,impact of taking or not taking arvs on hiv stigma as reported by persons living with hiv infection in five african countries,2009 Nov,2009
20024709,common elements in self management of hiv and other chronic illnesses an integrative framework,2009 Oct,2009
20024708,barriers and facilitators to hiv testing and linkage to primary care narratives of people with advanced hiv in the southeast,2009 Oct,2009
20024707,older african americans management of hiv aids stigma,2009 Oct,2009
20024706,effect of post traumatic stress disorder on hiv disease progression following hurricane katrina,2009 Oct,2009
20024705,more than ancillary hiv social services intermediate outcomes and quality of life,2009 Oct,2009
20024702,development and validation of a culturally appropriate hiv aids stigma scale for puerto rican health professionals in training,2009 Oct,2009
20024701,social networks and concurrent sexual relationships a qualitative study among men in an urban south african community,2009 Oct,2009
20024700,long term efficacy and safety of polyalkylimide gel for the treatment of hiv associated lipoatrophy,2009 Oct,2009
20024699,availability of hiv related health services in adolescent substance abuse treatment programs,2009 Oct,2009
20024698,work of women when considering and using interventions to reduce mother to child transmission mtct of hiv,2009 Oct,2009
20024643,bnp in hiv infected patients,2009 Dec,2009
20023216,ccr6 ligands inhibit hiv by inducing apobec3g,2010 Feb 25,2010
20023052,acute urinary retention due to viral coinfections hiv hbv vzv,2010 Jan-Feb,2010
20022912,microbicide offers no protection against hiv infection,2009 Dec 18,2009
20022523,health economics of blood transfusion safety focus on sub saharan africa,2010 Jan,2010
20022377,pairwise decomposition of residue interaction energies of single chain fv with hiv 1 p17 epitope variants,2010 Feb,2010
20021444,immunological mechanisms of interleukin 2 il 2 treatment in hiv aids disease,2009 Jan,2009
20021338,treatment of viral encephalitis,2009 Mar,2009
20020608,more people dying from tb are hiv infected than previously recognized,2009 Sep,2009
20020194,hiv risks and seroprevalence among mexican american injection drug users in california,2011 Jan,2011
20019814,bca2 rabring7 promotes tetherin dependent hiv 1 restriction,2009 Dec,2009
20019645,early clinical outcomes in children enrolled in human immunodeficiency virus infection care and treatment in lesotho,2010 Apr,2010
20019583,case report of human immunodeficiency virus infection hodgkin lymphoma and pregnancy,2010 Feb,2010
20019574,high prevalence of symptomatic acute hiv infection in an outpatient ward in southern mozambique identification and follow up,2010 Feb 20,2010
20019377,hiv prevention among incarcerated male adolescents in an alternative school setting,2010 Jan,2010
20019305,luchar using computer technology to battle heart disease among latinos,2010 Feb,2010
20019294,hiv prevention interventions for black msm,2010 Feb,2010
20018688,autoreactivity in an hiv 1 broadly reactive neutralizing antibody variable region heavy chain induces immunologic tolerance,2010 Jan 5,2010
20018560,measuring human immunodeficiency virus type 1 rna loads in dried blood spot specimens using nuclisens easyq hiv 1 v2 0,2010 Feb,2010
20018500,learning from hiv epidemics among injecting drug users,2010 Mar,2010
20018390,current status and challenges of antiretroviral research and therapy,2010 Jan,2010
20018238,host proteins involved in hiv infection new therapeutic targets,2010 Mar,2010
20018118,impact of exposure to mass media campaigns and social support on levels and trends of hiv related stigma and discrimination in nigeria tools for enhancing effective hiv prevention programmes,2010 May,2010
20017918,long term outcomes of antiretroviral therapy in a large hiv aids care clinic in urban south africa a prospective cohort study,2009 Dec 17,2009
20017669,nevirapine induced hepatotoxicity and pharmacogenetics a retrospective study in a population from mozambique,2010 Jan,2010
20017658,solid lipid nanoparticles for applications in gene therapy a review of the state of the art,2010 Jan,2010
20017601,pharmaceutical development of microbicide drug products,2010 Dec,2010
20017388,computer assisted search and optimization of new integrase inhibitor of human immunodeficiency virus,2009 Sep-Oct,2009
20017354,neurologic manifestations of hiv infection,2009,2009
20016783,tgf beta and il 10 production by hiv specific cd8 t cells is regulated by ctla 4 signaling on cd4 t cells,2009 Dec 14,2009
20016770,history of violence as a predictor of hiv risk among multi ethnic urban youth in the southwest,2009 Apr 1,2009
20016767,case study in pharmacologic colon imaging using principal curves in single photon emission computed tomography,2008 Dec 1,2008
20016396,nonvertical nonsexual transmission of human immunodeficiency virus in children,2010 Mar,2010
20016017,new therapeutic strategies for raltegravir,2010 Feb,2010
20015992,potent anti hiv activity of cxcl12gamma correlates with efficient cxcr4 binding and internalization,2010 Mar,2010
20015984,compartmentalization and clonal amplification of hiv 1 variants in the cerebrospinal fluid during primary infection,2010 Mar,2010
20015684,development and performance of a new recombinant virus phenotypic entry assay to determine hiv 1 coreceptor usage,2010 Feb,2010
20015346,adequacy of policy responses to the treatment needs of south africans living with hiv 1999 2008 a case study,2009 Dec 14,2009
20015220,attitudes towards new hiv biomedical prevention technologies among a cohort of hiv negative gay men in sydney australia,2010 Apr,2010
20015219,persistence of ccr5 usage among primary human immunodeficiency virus isolates of individuals receiving intermittent interleukin 2,2010 May,2010
20015160,acute coronary syndromes in treatment na ve black south africans with human immunodeficiency virus infection,2010 Feb,2010
20015032,blocking nuclear import of pre integration complex an emerging anti hiv 1 drug discovery paradigm,2010,2010
20014949,health related quality of life and survival among hiv infected patients receiving highly active antiretroviral therapy a study of patients in the aids therapy evaluation in the netherlands athena cohort,2010 Jan 15,2010
20014914,comparison of tuberculin skin testing reactivity in opioid dependent patients seeking treatment with methadone versus buprenorphine policy implications for tuberculosis screening,2009,2009
20014899,male circumcision for hiv prevention developments from sub saharan africa,2010 Jan,2010
20014874,cost and incidence of prescribing errors among privately insured hiv patients,2010,2010
20014858,multivalent benzoboroxole functionalized polymers as gp120 glycan targeted microbicide entry inhibitors,2010 Feb 1,2010
20014643,contraceptive knowledge and practice a survey of under graduates in ibadan nigeria,2009 Jul-Sep,2009
20014500,incarceration hiv aids epidemic in prisons is problematic researchers say,2009 Nov,2009
20014399,radiotherapy for patients with the human immunodeficiency virus are special precautions necessary,2010 Jan 15,2010
20013946,from experimental setup to bioinformatics an rnai screening platform to identify host factors involved in hiv 1 replication,2010 Jan,2010
20013712,a robotic system for gait re education in patients with an incomplete spinal cord injury,2009 Dec 16-31,2009
20013406,freeze fracture electron microscopy on domains in lipid mono and bilayer on nano resolution scale,2010,2010
20013043,mental health treatment to reduce hiv transmission risk behavior a positive prevention model,2010 Apr,2010
20012927,regulatory requirements for clinical trial and marketing authorisation application for gene therapy medicinal products,2010 Jan,2010
20012908,population based study of the epidemiology and the risk factors for pseudomonas aeruginosa bloodstream infection,2010 Feb,2010
20012691,prevalence and associated risk factors of mycobacterial infections in slaughter pigs from mubende district in uganda,2010 Jun,2010
20012669,platelets and viruses an ambivalent relationship,2010 Feb,2010
20012529,vpr and its interactions with cellular proteins,2009,2009
20012528,implications of nef host cell interactions in viral persistence and progression to aids,2009,2009
20012524,human immunodeficiency virus type 1 gag and host vesicular trafficking pathways,2009,2009
20012523,trim5alpha,2009,2009
20012521,host restriction of hiv 1 by apobec3 and viral evasion through vif,2009,2009
20012474,leveraging geospatial data technology and methods for improving the health of communities priorities and strategies from an expert panel convened by the cdc,2010 Apr,2010
20012242,anti hiv drugs nevirapine and efavirenz affect anxiety related behavior and cognitive performance in mice,2011 Jan,2011
20012200,extended model of reasoned action to understand the influence of individual and network level factors on african americans participation in hiv vaccine research,2010 Jun,2010
20011850,chapter 3 pulmonary cryptococcosis,2009 Nov,2009
20011759,untreated dental caries in a brazilian paediatric aids patient population,2009,2009
20011693,lymphogranuloma venereum where do we stand clinical recommendations,2009 Nov,2009
20011640,sero epidemiology of transfusion transmissible infectious diseases among blood donors in osogbo south west nigeria,2009 Oct,2009
20011596,sexually transmitted infections among hiv 1 discordant couples,2009 Dec 14,2009
20011584,false positive rate of rapid oral fluid hiv tests increases as kits near expiration date,2009 Dec 14,2009
20011544,impact of previous virological treatment failures and adherence on the outcome of antiretroviral therapy in 2007,2009 Dec 14,2009
20011536,human erythrocytes selectively bind and enrich infectious hiv 1 virions,2009 Dec 14,2009
20011521,inhibition of hiv 1 replication in human monocyte derived macrophages by parasite trypanosoma cruzi,2009 Dec 14,2009
20011508,inhibition of adaptive immune responses leads to a fatal clinical outcome in siv infected pigtailed macaques but not vervet african green monkeys,2009 Dec,2009
20011151,hiv reverse transcriptase structural interpretation of drug resistant genetic variants from india,2009 Aug 20,2009
20010851,small peptide inhibitor of jnks protects against mptp induced nigral dopaminergic injury via inhibiting the jnk signaling pathway,2010 Feb,2010
20010433,hiv 1 viral subtype differences in the rate of cd4 t cell decline among hiv seroincident antiretroviral naive persons in rakai district uganda,2010 Jun,2010
20010159,long term complete regression of nodal marginal zone lymphoma transformed into diffuse large b cell lymphoma with highly active antiretroviral therapy alone in human immunodeficiency virus infection,2009 Dec,2009
20010138,enhancing visual performance for people with central vision loss,2010 Apr,2010
20010071,targeting trojan horse leukocytes for hiv prevention,2010 Jan 16,2010
20010070,monet trial darunavir ritonavir with or without nucleoside analogues for patients with hiv rna below 50 copies ml,2010 Jan 16,2010
20010069,comparison of interferon gamma and interferon gamma inducible protein 10 secretion in hiv tuberculosis patients,2010 Jan 16,2010
20009979,complex regional pain syndrome in a hiv seropositive patient starting antiretroviral therapy,2009 Oct,2009
20009919,protease polymorphisms in hiv 1 subtype crf01 ae represent selection by antiretroviral therapy and host immune pressure,2010 Jan 28,2010
20009918,genome wide association study of carotid atherosclerosis in hiv infected men,2010 Feb 20,2010
20009917,abacavir based therapy does not affect biological mechanisms associated with cardiovascular dysfunction,2010 Jan 28,2010
20009786,multimethod adherence assessment in children with perinatally acquired hiv 1 the influence of off schedule dosing in predicting biological markers,2010 Apr,2010
20009784,pediatric infectious diseases 2009 update for the rogers textbook of pediatric intensive care,2010 Jan,2010
20009765,early clinical and programmatic outcomes with tenofovir based antiretroviral therapy in zambia,2010 May 1,2010
20009764,use of hiv resistance testing after prolonged treatment interruption,2010 Mar,2010
20009549,targeting beclin 1 for viral subversion of macroautophagy,2010 Jan,2010
20009527,exploring the immunome a brave new world for human vaccine development,2009 Dec,2009
20009441,successful treatment with autologous peripheral blood stem cell transplantation for acquired immunodeficiency syndrome aids related malignant lymphoma,2009 Nov,2009
20009284,association between hsv 2 and hiv serostatus in pregnant women of known hiv serostatus attending mulago hospital antenatal clinic kampala uganda,2009 Dec 15,2009
20009282,transfusion transmissible infections among blood donors in kathmandu nepal,2009 Dec 15,2009
20008942,suicide in hiv infected individuals and the general population in switzerland 1988 2008,2010 Feb,2010
20008918,hiv associated intracranial aneurysmal vasculopathy in adults,2010 Feb,2010
20008905,low abundance hiv species and their impact on mutational profiles in patients with virological failure on once daily abacavir lamivudine zidovudine and tenofovir,2010 Feb,2010
20008788,hiv 1 vpr up regulates expression of ligands for the activating nkg2d receptor and promotes nk cell mediated killing,2010 Feb 18,2010
20008779,resistance associated mutations to etravirine tmc 125 in antiretroviral na ve patients infected with non b hiv 1 subtypes,2010 Feb,2010
20008523,hla b 35 px mediated acceleration of hiv 1 infection by increased inhibitory immunoregulatory impulses,2009 Dec 21,2009
20007880,aids vaccine research hiv natural resistance field finally overcomes resistance,2009 Dec 11,2009
20007877,china internet blockade in xinjiang puts a strain on science,2009 Dec 11,2009
20007668,neglected tropical diseases,2010,2010
20007407,interpreting sexually transmissible infection prevention trials by adjusting for the magnitude of exposure,2010 Feb,2010
20007333,resistance profile of the new nucleoside reverse transcriptase inhibitor apricitabine,2010 Feb,2010
20007331,integrase variability and susceptibility to hiv integrase inhibitors impact of subtypes antiretroviral experience and duration of hiv infection,2010 Feb,2010
20007202,copy years viremia as a measure of cumulative human immunodeficiency virus viral burden,2010 Jan 15,2010
20007201,longitudinal data analysis for generalized linear models under participant driven informative follow up an application in maternal health epidemiology,2010 Jan 15,2010
20007187,extracorporeal cardiac mechanical stimulation precordial thump and precordial percussion,2010,2010
20006483,islam and harm reduction,2010 Mar,2010
20006407,expression of proliferative biomarkers in anal intraepithelial neoplasia of hiv positive men,2010 Sep,2010
20006287,glove use and the hiv positive massage therapy client,2010 Jan,2010
20005759,tuberculous meningitis in hiv infected patients in brazil clinical and laboratory characteristics and factors associated with mortality,2010 Jul,2010
20005492,ckd in hiv infected patients other than hiv associated nephropathy,2010 Jan,2010
20005489,diagnosis and natural history of hiv associated nephropathy,2010 Jan,2010
20005488,gene gene and gene environment interactions in hiv associated nephropathy a focus on the myh9 nephropathy susceptibility gene,2010 Jan,2010
20005485,hiv and ckd epidemiology,2010 Jan,2010
20005484,what does the generalist need to know about hiv infection,2010 Jan,2010
