"UID","Title","PublicationDate"
"20029271","hiv 1 seroreversion following antiretroviral therapy in an hiv infected child initially presenting with acquired immunodeficiency syndrome","2010 Jan 16"
"20029064","are primary care based sexually transmitted infection services in the uk delivering public health benefit","2010 Jan"
"20029062","characteristics of research related hiv testing programmes contribute to detection of more hiv infections","2010 Jan"
"20029060","causal links between binge drinking patterns unsafe sex and hiv in south africa its time to intervene","2010 Jan"
"20028544","formulation preference tolerability and quality of life assessment following a switch from lopinavir ritonavir soft gel capsule to tablet in human immunodeficiency virus infected patients","2009 Dec 22"
"20028540","critical assessment of the who responsiveness tool lessons from voluntary hiv testing and counselling services in kenya","2009 Dec 22"
"20028512","amyloid and tau cerebrospinal fluid biomarkers in hiv infection","2009 Dec 22"
"20028500","co infection by human immunodeficiency virus type 1 hiv 1 and human t cell leukemia virus type 1 htlv 1 does immune activation lead to a faster progression to aids","2009 Dec 22"
"20028407","chronic recurrent follicular papules and plaques on the face","2010 Jan"
"20027949","evaluation of the self esteem of bearers of hiv aids of alfenas city minas gerais brazil","2009 Jun"
"20027794","historical aspects of some infectious diseases is their gradual eradication utopian","2009 Jul"
"20027460","seroprevalence of hbv hcv and hiv co infection in selected individuals from state of s o paulo brazil","2009 Nov"
"20027274","implications of policy changes on the uptake of a pmtct programme in rural malawi first three years of experience","2009 Jan 23"
"20027266","willingness to volunteer in a phase i ii hiv vaccine trial a study among police officers in dar es salaam tanzania","2009 Aug 7"
"20027249","epidemiology without borders an anational view of global health","2009 Sep 23"
"20026610","risk of cardiovascular disease in hiv infected patients","2010 Mar"
"20026508","bush insider recounts how ideology trumped science on us aids policy","2009 Dec 21"
"20025515","evaluation of a health setting based stigma intervention in five african countries","2009 Dec"
"20025514","symptoms of psychological distress a comparison of rural and urban individuals enrolled in hiv related mental health care","2009 Dec"
"20025513","using the internet to provide care for persons living with hiv","2009 Dec"
"20025471","programmable nano bio chips multifunctional clinical tools for use at the point of care","2010 Jan"
"20025450","causes and consequences of increasing club drug use in china a descriptive assessment","2010"
"20025448","hiv testing in hazardous drinking a survey analysis","2010"
"20025444","can drug users be effective change agents yes but much still needs to change","2010"
"20025442","binge use and sex and drug use behaviors among hiv heterosexual methamphetamine users in san diego","2010"
"20025190","impact of access to antiretroviral therapy in c te d ivoire","2009 Oct"
"20025173","hiv and sexually transmitted disease among female sex workers in benin","2009 Oct"
"20024781","factors associated with late hiv testing for latinos diagnosed with aids in los angeles","2009 Sep"
"20024780","efficacy of convenience sampling through the internet versus respondent driven sampling among males who have sex with males in tallinn and harju county estonia challenges reaching a hidden population","2009 Sep"
"20024779","anal use of the female condom does uncertainty justify provider inaction","2009 Sep"
"20024778","methamphetamine initiation among hiv positive gay and bisexual men","2009 Sep"
"20024776","validity of the k 10 in detecting dsm iv defined depression and anxiety disorders among hiv infected individuals","2009 Sep"
"20024775","cost of oraquick oral fluid rapid hiv testing at 35 community clinics and community based organizations in the usa","2009 Sep"
"20024773","adherence to antiretroviral therapy a survey of factors associated with medication usage","2009 Sep"
"20024772","measuring the quality of life of residents in sadc communities affected by hiv","2009 Sep"
"20024771","access to hiv aids care for mothers and children in sub saharan africa adherence to the postnatal pmtct program","2009 Sep"
"20024770","social determinants of mixed feeding behavior among hiv infected mothers in jos nigeria","2009 Sep"
"20024767","development of a treatment optimism scale for hiv positive gay and bisexual men","2009 Sep"
"20024766","increased hiv disclosure three months after an online video intervention for men who have sex with men msm","2009 Sep"
"20024764","managing identity impacts associated with disclosure of hiv status a qualitative investigation","2009 Aug"
"20024763","characteristics of sexual partnerships not just of individuals are associated with condom use and recent hiv infection in rural south africa","2009 Aug"
"20024762","hiv related behaviors among black students attending historically black colleges and universities hbcus versus white students attending a traditionally white institution twi","2009 Aug"
"20024761","condom use exploring verbal and non verbal communication strategies among latino and african american men and women","2009 Aug"
"20024760","household impacts of aids using a life course approach to identify effective poverty reducing interventions for prevention treatment and care","2009 Aug"
"20024759","factors influencing adherence to anti retroviral treatment in children with human immunodeficiency virus in south india a qualitative study","2009 Aug"
"20024755","feasibility of using audio computer assisted self interview acasi screening in routine hiv care","2009 Aug"
"20024754","relative risk of hiv among idus not in treatment in malaysia","2009 Aug"
"20024752","using the theory of planned behavior to investigate condom use behaviors among female injecting drug users who are also sex workers in china","2009 Aug"
"20024750","no differences in quality of life between men and women undergoing hiv antiretroviral treatment impact of demographic clinical and psychosocial factors","2009 Aug"
"20024748","comparing prevalence of hiv related behaviors among female injecting drug users idu whose regular sexual partner was or was not idu in sichuan and yunnan provinces china","2009 Jul"
"20024747","role of hiv testing counselling and treatment in coping with hiv aids in uganda a qualitative analysis","2009 Jul"
"20024746","access to highly active antiretroviral therapy haart for women and children in the who european region 2002 2006","2009 Jul"
"20024745","trends in primary and secondary abstinence among kenyan youth","2009 Jul"
"20024744","motivational interviewing by peer outreach workers a pilot randomized clinical trial to retain adolescents and young adults in hiv care","2009 Jul"
"20024743","hiv prevalence among men and women admitted to a south african public psychiatric hospital","2009 Jul"
"20024742","discussion and revision of the mathematical modeling tool described in the previously published article modeling hiv transmission risk among mozambicans prior to their initiating highly active antiretroviral therapy","2009 Jul"
"20024741","knowledge of hiv serostatus and risk behaviour among injecting drug users in estonia","2009 Jul"
"20024740","which method of adherence measurement is most suitable for daily use to predict virological failure among immigrant and non immigrant hiv 1 infected patients","2009 Jul"
"20024739","longitudinal association of alcohol use with hiv disease progression and psychological health of women with hiv","2009 Jul"
"20024738","condom use promotion among isixhosa speaking women living with hiv in the western cape province south africa a pilot study","2009 Jul"
"20024737","hiv positive patients discussion of oral health with their hiv primary care providers in miami florida","2009 Dec"
"20024736","survival of an aids cohort in thailand 2000 2005","2009 Dec"
"20024734","costs of care for people living with combined hiv aids chronic mental illness and substance abuse disorders","2009 Dec"
"20024732","patients and family care givers experiences around highly active antiretroviral therapy haart","2009 Dec"
"20024731","quality of life psychosocial health and antiretroviral therapy among hiv positive women in zimbabwe","2009 Dec"
"20024725","effectiveness of a training program to increase the capacity of health care providers to provide hiv aids care and treatment in swaziland","2009 Nov"
"20024724","mediators of hiv related stigma and risk behavior in hiv infected young women","2009 Nov"
"20024723","emotional and behavioral problems and mental health service utilization of youth living with hiv acquired perinatally or later in life","2009 Nov"
"20024722","female sex work and hiv risks in croatia","2009 Nov"
"20024721","trends in hospitalizations with psychiatric diagnoses among hiv infected women in the usa 1994 2004","2009 Nov"
"20024719","risk of hiv and hcv infections among injection drug users in northeast india","2009 Nov"
"20024718","treatment partners and adherence to haart in central mozambique","2009 Nov"
"20024717","state of the art clinical efficacy and improved quality of life in the public antiretroviral therapy program free state province south africa","2009 Nov"
"20024715","cost effectiveness of integrated care for people living with hiv including antiretroviral treatment in a primary health care centre in bujumbura burundi","2009 Nov"
"20024714","voices on adherence to art in ethiopia and uganda a matter of choice or simply not an option","2009 Nov"
"20024711","impact of taking or not taking arvs on hiv stigma as reported by persons living with hiv infection in five african countries","2009 Nov"
"20024709","common elements in self management of hiv and other chronic illnesses an integrative framework","2009 Oct"
"20024708","barriers and facilitators to hiv testing and linkage to primary care narratives of people with advanced hiv in the southeast","2009 Oct"
"20024707","older african americans management of hiv aids stigma","2009 Oct"
"20024706","effect of post traumatic stress disorder on hiv disease progression following hurricane katrina","2009 Oct"
"20024705","more than ancillary hiv social services intermediate outcomes and quality of life","2009 Oct"
"20024702","development and validation of a culturally appropriate hiv aids stigma scale for puerto rican health professionals in training","2009 Oct"
"20024701","social networks and concurrent sexual relationships a qualitative study among men in an urban south african community","2009 Oct"
"20024700","long term efficacy and safety of polyalkylimide gel for the treatment of hiv associated lipoatrophy","2009 Oct"
"20024699","availability of hiv related health services in adolescent substance abuse treatment programs","2009 Oct"
"20024698","work of women when considering and using interventions to reduce mother to child transmission mtct of hiv","2009 Oct"
"20024643","bnp in hiv infected patients","2009 Dec"
"20023216","ccr6 ligands inhibit hiv by inducing apobec3g","2010 Feb 25"
"20023052","acute urinary retention due to viral coinfections hiv hbv vzv","2010 Jan-Feb"
"20022912","microbicide offers no protection against hiv infection","2009 Dec 18"
"20022523","health economics of blood transfusion safety focus on sub saharan africa","2010 Jan"
"20022377","pairwise decomposition of residue interaction energies of single chain fv with hiv 1 p17 epitope variants","2010 Feb"
"20021444","immunological mechanisms of interleukin 2 il 2 treatment in hiv aids disease","2009 Jan"
"20021338","treatment of viral encephalitis","2009 Mar"
"20020608","more people dying from tb are hiv infected than previously recognized","2009 Sep"
"20020194","hiv risks and seroprevalence among mexican american injection drug users in california","2011 Jan"
"20019814","bca2 rabring7 promotes tetherin dependent hiv 1 restriction","2009 Dec"
"20019645","early clinical outcomes in children enrolled in human immunodeficiency virus infection care and treatment in lesotho","2010 Apr"
"20019583","case report of human immunodeficiency virus infection hodgkin lymphoma and pregnancy","2010 Feb"
"20019574","high prevalence of symptomatic acute hiv infection in an outpatient ward in southern mozambique identification and follow up","2010 Feb 20"
"20019377","hiv prevention among incarcerated male adolescents in an alternative school setting","2010 Jan"
"20019305","luchar using computer technology to battle heart disease among latinos","2010 Feb"
"20019294","hiv prevention interventions for black msm","2010 Feb"
"20018688","autoreactivity in an hiv 1 broadly reactive neutralizing antibody variable region heavy chain induces immunologic tolerance","2010 Jan 5"
"20018560","measuring human immunodeficiency virus type 1 rna loads in dried blood spot specimens using nuclisens easyq hiv 1 v2 0","2010 Feb"
"20018500","learning from hiv epidemics among injecting drug users","2010 Mar"
"20018390","current status and challenges of antiretroviral research and therapy","2010 Jan"
"20018238","host proteins involved in hiv infection new therapeutic targets","2010 Mar"
"20018118","impact of exposure to mass media campaigns and social support on levels and trends of hiv related stigma and discrimination in nigeria tools for enhancing effective hiv prevention programmes","2010 May"
"20017918","long term outcomes of antiretroviral therapy in a large hiv aids care clinic in urban south africa a prospective cohort study","2009 Dec 17"
"20017669","nevirapine induced hepatotoxicity and pharmacogenetics a retrospective study in a population from mozambique","2010 Jan"
"20017658","solid lipid nanoparticles for applications in gene therapy a review of the state of the art","2010 Jan"
"20017601","pharmaceutical development of microbicide drug products","2010 Dec"
"20017388","computer assisted search and optimization of new integrase inhibitor of human immunodeficiency virus","2009 Sep-Oct"
"20017354","neurologic manifestations of hiv infection","2009"
"20016783","tgf beta and il 10 production by hiv specific cd8 t cells is regulated by ctla 4 signaling on cd4 t cells","2009 Dec 14"
"20016770","history of violence as a predictor of hiv risk among multi ethnic urban youth in the southwest","2009 Apr 1"
"20016767","case study in pharmacologic colon imaging using principal curves in single photon emission computed tomography","2008 Dec 1"
"20016396","nonvertical nonsexual transmission of human immunodeficiency virus in children","2010 Mar"
"20016017","new therapeutic strategies for raltegravir","2010 Feb"
"20015992","potent anti hiv activity of cxcl12gamma correlates with efficient cxcr4 binding and internalization","2010 Mar"
"20015984","compartmentalization and clonal amplification of hiv 1 variants in the cerebrospinal fluid during primary infection","2010 Mar"
"20015684","development and performance of a new recombinant virus phenotypic entry assay to determine hiv 1 coreceptor usage","2010 Feb"
"20015346","adequacy of policy responses to the treatment needs of south africans living with hiv 1999 2008 a case study","2009 Dec 14"
"20015220","attitudes towards new hiv biomedical prevention technologies among a cohort of hiv negative gay men in sydney australia","2010 Apr"
"20015219","persistence of ccr5 usage among primary human immunodeficiency virus isolates of individuals receiving intermittent interleukin 2","2010 May"
"20015160","acute coronary syndromes in treatment na ve black south africans with human immunodeficiency virus infection","2010 Feb"
"20015032","blocking nuclear import of pre integration complex an emerging anti hiv 1 drug discovery paradigm","2010"
"20014949","health related quality of life and survival among hiv infected patients receiving highly active antiretroviral therapy a study of patients in the aids therapy evaluation in the netherlands athena cohort","2010 Jan 15"
"20014914","comparison of tuberculin skin testing reactivity in opioid dependent patients seeking treatment with methadone versus buprenorphine policy implications for tuberculosis screening","2009"
"20014899","male circumcision for hiv prevention developments from sub saharan africa","2010 Jan"
"20014874","cost and incidence of prescribing errors among privately insured hiv patients","2010"
"20014858","multivalent benzoboroxole functionalized polymers as gp120 glycan targeted microbicide entry inhibitors","2010 Feb 1"
"20014643","contraceptive knowledge and practice a survey of under graduates in ibadan nigeria","2009 Jul-Sep"
"20014500","incarceration hiv aids epidemic in prisons is problematic researchers say","2009 Nov"
"20014399","radiotherapy for patients with the human immunodeficiency virus are special precautions necessary","2010 Jan 15"
"20013946","from experimental setup to bioinformatics an rnai screening platform to identify host factors involved in hiv 1 replication","2010 Jan"
"20013712","a robotic system for gait re education in patients with an incomplete spinal cord injury","2009 Dec 16-31"
"20013406","freeze fracture electron microscopy on domains in lipid mono and bilayer on nano resolution scale","2010"
"20013043","mental health treatment to reduce hiv transmission risk behavior a positive prevention model","2010 Apr"
"20012927","regulatory requirements for clinical trial and marketing authorisation application for gene therapy medicinal products","2010 Jan"
"20012908","population based study of the epidemiology and the risk factors for pseudomonas aeruginosa bloodstream infection","2010 Feb"
"20012691","prevalence and associated risk factors of mycobacterial infections in slaughter pigs from mubende district in uganda","2010 Jun"
"20012669","platelets and viruses an ambivalent relationship","2010 Feb"
"20012529","vpr and its interactions with cellular proteins","2009"
"20012528","implications of nef host cell interactions in viral persistence and progression to aids","2009"
"20012524","human immunodeficiency virus type 1 gag and host vesicular trafficking pathways","2009"
"20012523","trim5alpha","2009"
"20012521","host restriction of hiv 1 by apobec3 and viral evasion through vif","2009"
"20012474","leveraging geospatial data technology and methods for improving the health of communities priorities and strategies from an expert panel convened by the cdc","2010 Apr"
"20012242","anti hiv drugs nevirapine and efavirenz affect anxiety related behavior and cognitive performance in mice","2011 Jan"
"20012200","extended model of reasoned action to understand the influence of individual and network level factors on african americans participation in hiv vaccine research","2010 Jun"
"20011850","chapter 3 pulmonary cryptococcosis","2009 Nov"
"20011759","untreated dental caries in a brazilian paediatric aids patient population","2009"
"20011693","lymphogranuloma venereum where do we stand clinical recommendations","2009 Nov"
"20011640","sero epidemiology of transfusion transmissible infectious diseases among blood donors in osogbo south west nigeria","2009 Oct"
"20011596","sexually transmitted infections among hiv 1 discordant couples","2009 Dec 14"
"20011584","false positive rate of rapid oral fluid hiv tests increases as kits near expiration date","2009 Dec 14"
"20011544","impact of previous virological treatment failures and adherence on the outcome of antiretroviral therapy in 2007","2009 Dec 14"
"20011536","human erythrocytes selectively bind and enrich infectious hiv 1 virions","2009 Dec 14"
"20011521","inhibition of hiv 1 replication in human monocyte derived macrophages by parasite trypanosoma cruzi","2009 Dec 14"
"20011508","inhibition of adaptive immune responses leads to a fatal clinical outcome in siv infected pigtailed macaques but not vervet african green monkeys","2009 Dec"
"20011151","hiv reverse transcriptase structural interpretation of drug resistant genetic variants from india","2009 Aug 20"
"20010851","small peptide inhibitor of jnks protects against mptp induced nigral dopaminergic injury via inhibiting the jnk signaling pathway","2010 Feb"
"20010433","hiv 1 viral subtype differences in the rate of cd4 t cell decline among hiv seroincident antiretroviral naive persons in rakai district uganda","2010 Jun"
"20010159","long term complete regression of nodal marginal zone lymphoma transformed into diffuse large b cell lymphoma with highly active antiretroviral therapy alone in human immunodeficiency virus infection","2009 Dec"
"20010138","enhancing visual performance for people with central vision loss","2010 Apr"
"20010071","targeting trojan horse leukocytes for hiv prevention","2010 Jan 16"
"20010070","monet trial darunavir ritonavir with or without nucleoside analogues for patients with hiv rna below 50 copies ml","2010 Jan 16"
"20010069","comparison of interferon gamma and interferon gamma inducible protein 10 secretion in hiv tuberculosis patients","2010 Jan 16"
"20009979","complex regional pain syndrome in a hiv seropositive patient starting antiretroviral therapy","2009 Oct"
"20009919","protease polymorphisms in hiv 1 subtype crf01 ae represent selection by antiretroviral therapy and host immune pressure","2010 Jan 28"
"20009918","genome wide association study of carotid atherosclerosis in hiv infected men","2010 Feb 20"
"20009917","abacavir based therapy does not affect biological mechanisms associated with cardiovascular dysfunction","2010 Jan 28"
"20009786","multimethod adherence assessment in children with perinatally acquired hiv 1 the influence of off schedule dosing in predicting biological markers","2010 Apr"
"20009784","pediatric infectious diseases 2009 update for the rogers textbook of pediatric intensive care","2010 Jan"
"20009765","early clinical and programmatic outcomes with tenofovir based antiretroviral therapy in zambia","2010 May 1"
"20009764","use of hiv resistance testing after prolonged treatment interruption","2010 Mar"
"20009549","targeting beclin 1 for viral subversion of macroautophagy","2010 Jan"
"20009527","exploring the immunome a brave new world for human vaccine development","2009 Dec"
"20009441","successful treatment with autologous peripheral blood stem cell transplantation for acquired immunodeficiency syndrome aids related malignant lymphoma","2009 Nov"
"20009284","association between hsv 2 and hiv serostatus in pregnant women of known hiv serostatus attending mulago hospital antenatal clinic kampala uganda","2009 Dec 15"
"20009282","transfusion transmissible infections among blood donors in kathmandu nepal","2009 Dec 15"
"20008942","suicide in hiv infected individuals and the general population in switzerland 1988 2008","2010 Feb"
"20008918","hiv associated intracranial aneurysmal vasculopathy in adults","2010 Feb"
"20008905","low abundance hiv species and their impact on mutational profiles in patients with virological failure on once daily abacavir lamivudine zidovudine and tenofovir","2010 Feb"
"20008788","hiv 1 vpr up regulates expression of ligands for the activating nkg2d receptor and promotes nk cell mediated killing","2010 Feb 18"
"20008779","resistance associated mutations to etravirine tmc 125 in antiretroviral na ve patients infected with non b hiv 1 subtypes","2010 Feb"
"20008523","hla b 35 px mediated acceleration of hiv 1 infection by increased inhibitory immunoregulatory impulses","2009 Dec 21"
"20007880","aids vaccine research hiv natural resistance field finally overcomes resistance","2009 Dec 11"
"20007877","china internet blockade in xinjiang puts a strain on science","2009 Dec 11"
"20007668","neglected tropical diseases","2010"
"20007407","interpreting sexually transmissible infection prevention trials by adjusting for the magnitude of exposure","2010 Feb"
"20007333","resistance profile of the new nucleoside reverse transcriptase inhibitor apricitabine","2010 Feb"
"20007331","integrase variability and susceptibility to hiv integrase inhibitors impact of subtypes antiretroviral experience and duration of hiv infection","2010 Feb"
"20007202","copy years viremia as a measure of cumulative human immunodeficiency virus viral burden","2010 Jan 15"
"20007201","longitudinal data analysis for generalized linear models under participant driven informative follow up an application in maternal health epidemiology","2010 Jan 15"
"20007187","extracorporeal cardiac mechanical stimulation precordial thump and precordial percussion","2010"
"20006483","islam and harm reduction","2010 Mar"
"20006407","expression of proliferative biomarkers in anal intraepithelial neoplasia of hiv positive men","2010 Sep"
"20006287","glove use and the hiv positive massage therapy client","2010 Jan"
"20005759","tuberculous meningitis in hiv infected patients in brazil clinical and laboratory characteristics and factors associated with mortality","2010 Jul"
"20005492","ckd in hiv infected patients other than hiv associated nephropathy","2010 Jan"
"20005489","diagnosis and natural history of hiv associated nephropathy","2010 Jan"
"20005488","gene gene and gene environment interactions in hiv associated nephropathy a focus on the myh9 nephropathy susceptibility gene","2010 Jan"
"20005485","hiv and ckd epidemiology","2010 Jan"
"20005484","what does the generalist need to know about hiv infection","2010 Jan"
"20005395","addition of adipose derived stem cells in cord blood cultures stimulates their pluripotent differentiation","2009 Dec"
"20005379","evaluation of anti hbs serum levels and pharmacokinetic profile after intravenous administration of niuliva a new hepatitis b immunoglobulin following liver transplantation","2009 Dec"
"20004698","systemic disorders and their influence on the development of dental hard tissues a literature review","2010 Apr"
"20004545","testing whether decision aids introduce cognitive biases results of a randomized trial","2010 Aug"
"20004491","costs of hospital based methadone maintenance treatment in hiv aids control among injecting drug users in indonesia","2010 Apr"
"20004485","complexities of antiretroviral drug drug interactions role of abc and slc transporters","2010 Jan"
