UID,Title,PublicationDate,PublicationYear
17186103,inflammatory reconstitution immune syndrome associated to antiretroviral therapy and meningeal cryptococcosis,2006 Oct,2006
17186001,lopinavir ritonavir reduces bupropion plasma concentrations in healthy subjects,2007 Jan,2007
17185749,t cell inactivation and immunosuppressive activity induced by hiv gp41 via novel interacting motif,2007 Feb,2007
17184960,hiv incidence and cdc s hiv prevention budget an exploratory correlational analysis,2007 Jan,2007
17184661,recurrence patterns in patients with early stage non small cell lung cancers undergoing positive pleural lavage cytology,2007 Jan,2007
17184540,tenofovir treatment augments anti viral immunity against drug resistant siv challenge in chronically infected rhesus macaques,2006 Dec 21,2006
17184283,control of human cytomegalovirus infection in patients infected with human immunodeficiency virus by high levels of specific cd8 t cells,2007 Jan,2007
17184244,erythema annulare centrifugum in a hiv positive patient,2006 Dec,2006
17184220,progress towards an hiv vaccine based on recombinant bacillus calmette gu rin failures and challenges,2006 Dec,2006
17183884,seroprevalence of hiv infection in patients with history of multiple blood transfusions,2006 Oct,2006
17183691,large specific deterrent effect of arrest for patronizing a prostitute,2006 Dec 20,2006
17183651,long term persistence of robust antibody and cytotoxic t cell responses in recovered patients infected with sars coronavirus,2006 Dec 20,2006
17183648,isolation of non tuberculous mycobacteria in children investigated for pulmonary tuberculosis,2006 Dec 20,2006
17183637,comparative study on the cost of new antibiotics and drugs of other therapeutic categories,2006 Dec 20,2006
17183635,strong hiv 1 specific t cell responses in hiv 1 exposed uninfected infants and neonates revealed after regulatory t cell removal,2006 Dec 20,2006
17183634,vaccinia scars associated with improved survival among adults in rural guinea bissau,2006 Dec 20,2006
17183628,changes in the slope of the cd4 cell count increase after initiation of potent antiretroviral treatment,2006 Dec 1,2006
17183384,effective infection control to prevent exposure to hiv,2006 Dec 23,2006
17183327,hot new treatment for hiv,2007 Jan,2007
17183237,behavioral and social sciences and public health at cdc,2006 Dec 22,2006
17182884,retinoic acid inhibits hiv 1 induced podocyte proliferation through the camp pathway,2007 Jan,2007
17182760,use of new t cell based cell lines expressing two luciferase reporters for accurately evaluating susceptibility to anti human immunodeficiency virus type 1 drugs,2007 Feb,2007
17182696,dendritic cell mediated trans enhancement of human immunodeficiency virus type 1 infectivity is independent of dc sign,2007 Mar,2007
17182676,changes in paracrine interleukin 2 requirement ccr7 expression frequency and cytokine secretion of human immunodeficiency virus specific cd4 t cells are a consequence of antigen load,2007 Mar,2007
17182671,human immunodeficiency virus type 1 pathobiology studied in humanized balb c rag2 gammac mice,2007 Mar,2007
17182635,epidemiologic transition interrupted a reassessment of mortality trends in thailand 1980 2000,2007 Apr,2007
17182525,diaphragm acceptability among young women at risk for hiv,2006,2006
17182342,hiv in prison in low income and middle income countries,2007 Jan,2007
17182336,when to start haart for the treatment of hiv infection,2007 Jan,2007
17182206,telomerase induction in t cells a cure for aging and disease,2007 May,2007
17182196,efficacy of a behavioral intervention for increasing safer sex behaviors in hiv positive msm methamphetamine users results from the edge study,2007 Mar 16,2007
17182070,does an apple a day keep the doctor away because a phytoestrogen a day keeps the virus at bay a review of the anti viral properties of phytoestrogens,2007 Feb,2007
17181865,is the hiv burden in india being overestimated,2006 Dec 20,2006
17181864,hiv 1 tat interaction with dicer requirement for rna,2006 Dec 20,2006
17181585,analytical and clinical sensitivity of the procleix ultrio hiv 1 hcv hbv assay in samples with a low viral load,2007 Jan,2007
17181150,insights on resistance to reverse transcriptase the different patterns of interaction of the nucleoside reverse transcriptase inhibitors in the deoxyribonucleotide triphosphate binding site relative to the normal substrate,2006 Dec 28,2006
17181129,overview of the human immunodeficiency virus featuring laboratory testing for drug resistance,2006 Fall,2006
17181079,educating african pastors on mother to child transmission of hiv aids,2006,2006
17180919,study of conformational homology for the hiv 1 gpi20 v3 loop structural analysis of the hiv rf and hiv thailand viral strains,2006 Sep-Oct,2006
17180764,contraindication for dronabinol,2006 Nov,2006
17180762,the tenovofir trial in cameroun analysis of the controversial positions and proposal for an ethical alternative,2006 Apr-Jun,2006
17180760,guideline watch cdc recommends universal routine adult hiv screening,2006 Nov,2006
17180736,urological management of indinavir associated acute renal failure in hiv positive patients,2007,2007
17180725,preparation and characterization of nickel nanoparticles for binding to his tag proteins and antigens,2007 Feb,2007
17180724,hiv transmission gradient relationship patterns of protection,2007 Nov,2007
17180595,evaluation of neuropsychological performance of hiv infected patients with minor motor cognitive dysfunction treated with highly active antiretroviral therapy,2006 Dec,2006
17180584,incidence of surgical site infections in general surgery in italy,2006 Dec,2006
17180419,optimized coagulation of high alkalinity low temperature and particle water ph adjustment and polyelectrolytes as coagulant aids,2007 Aug,2007
17179904,morphological changes of the upper gastrointestinal tract mucosa and helicobacter pylori infection in hiv positive patients with severe immunodeficiency and symptoms of dyspepsia,2007 Jan,2007
17179868,parent teen sexual risk communication scale ptsrc iii instrument development and psychometrics,2007 Jan-Feb,2007
17179777,time trends in failure to return for hiv test results,2007 Jun,2007
17179775,effectiveness of a risk based visitor prioritizing system at a sexually transmitted infection outpatient clinic,2007 Jul,2007
17179771,role of vertical transmission and health care related factors in hiv infection of children a community study in rural uganda,2007 Feb 1,2007
17179770,reduction in triglyceride level with n 3 polyunsaturated fatty acids in hiv infected patients taking potent antiretroviral therapy a randomized prospective study,2007 Mar 1,2007
17179768,time trends for hiv 1 antiretroviral resistance among antiretroviral experienced and naive pregnant women in new york city during 1991 to early 2001,2007 Mar 1,2007
17179767,incidence and risk factors for weight loss during dual hiv hepatitis c virus therapy,2007 Mar 1,2007
17179766,depressive symptoms increase risk of hiv disease progression and mortality among women in tanzania,2007 Apr 1,2007
17179668,recombinant vaccinia dis expressing simian immunodeficiency virus gag and pol in mammalian cells induces efficient cellular immunity as a safe immunodeficiency virus vaccine candidate,2006,2006
17179617,men who have sex with men and transgenders in mumbai india an emerging risk group for stis and hiv,2006 Nov-Dec,2006
17179612,antiretroviral therapy need for a long term view,2006 Nov-Dec,2006
17179591,effectiveness of needle syringe exchange program in tbilisi,2006 Nov,2006
17179586,basal ganglia calcification clinical manifestations and diagnostic evaluation,2006 Nov,2006
17179459,cancer incidence before and after kidney transplantation,2006 Dec 20,2006
17179455,contraception and prevention of hiv infection,2006 Dec 20,2006
17178967,surgical outcomes in human immunodeficiency virus infected patients in the era of highly active antiretroviral therapy,2006 Dec,2006
17178792,impact of nevirapine nvp plasma concentration on selection of resistant virus in mothers who received single dose nvp to prevent perinatal human immunodeficiency virus type 1 transmission and persistence of resistant virus in their infected children,2007 Mar,2007
17178492,infection following treatment of mandible fractures the role of immunosuppression and polysubstance abuse,2007 Jan,2007
17178428,occupational exposures to bloodborne pathogens among healthcare workers in rio de janeiro brazil,2007 Feb,2007
17178297,bacterial yeast parasitic and viral enteropathogens in hiv infected children from s o paulo state southeastern brazil,2007 Jan,2007
17178137,burden of hiv and aids on blood bank reserves in northeast nigeria,2007 Jun,2007
17177979,induction of interleukins il 6 and il 8 by sirna,2007 Jan,2007
17177963,altered expression of the tetraspanin cd81 on b and t lymphocytes during hiv 1 infection,2007 Jan,2007
17177581,cost effectiveness of lopinavir ritonavir compared with atazanavir in antiretroviral naive patients modelling the combined effects of hiv and heart disease,2007,2007
17177440,coupling molecular beacons to barcoded metal nanowires for multiplexed sealed chamber dna bioassays,2006 Dec 27,2006
17177308,efficacy and safety of tenofovir double dose in treatment experienced hiv infected patients the tenoplus study,2007 Feb,2007
17177300,human herpesvirus 8 and human herpesvirus 2 infections in prison population,2007 Feb,2007
17176941,the hiv epidemiology in province of modena use of two different sources of data,2006 Jul-Oct,2006
17176695,new drugs ranibizumab posaconazole and darunavir,2006 Nov-Dec,2006
17176547,hplc analysis of generic antiretroviral drugs purchased in rwanda,2005,2005
17176527,economics of hiv aids in low income countries the case for prevention,2006 Summer,2006
17176458,pageman an interactive ontology tool to generate display and annotate overview graphs for profiling experiments,2006 Dec 18,2006
17176415,diagnosis of syphilis clinical and laboratory problems,2006 Dec,2006
17176350,micronutrient interventions and hiv infection a review of current evidence,2006 Dec,2006
17176168,peripheral neuropathy pathogenic mechanisms and alternative therapies,2006 Dec,2006
17176119,therapeutic potential of intrabodies in neurologic disorders focus on huntington and parkinson diseases,2006,2006
17176009,soluble factors with inhibitory activity against type 1 human immunodeficiency virus,2006 Sep,2006
17175718,maternal mortality socio demographic and causal profile,2006 May-Jun,2006
17175600,opportunistic infection of hiv infected aids patients in indonesia problems and challenge,2006 Jul-Sep,2006
17175596,medical morals an exchange,2001 Mar 8,2001
17175547,prospective study of hormonal contraception and women s risk of hiv infection in south africa,2007 Feb,2007
17175418,isolation of aspergillus in critically ill patients a potential marker of poor outcome,2006 Dec,2006
17175363,efficacy of valganciclovir in the treatment of cytomegalovirus disease in kidney and pancreas transplant recipients,2006 Dec,2006
17175324,immunosuppression and cancer a comparison of risks in recipients of organ transplants and in hiv positive individuals,2006 Dec,2006
17175217,permanent lowered hla class i expression using lentivirus vectors with shrna constructs averting cytotoxicity by alloreactive t lymphocytes,2006 Dec,2006
17175170,defining and solving the essential protein protein interactions in hiv infection,2007 May,2007
17174567,lack of autodisable syringe use and health care indicators are associated with high hiv prevalence an international ecologic analysis,2007 Mar,2007
17174406,patients perceptions of information received about medication prescribed for bipolar disorder implications for informed choice,2007 Jun,2007
17174400,role of antiretroviral treatment in prolonging qtc interval in hiv positive patients,2007 Jun,2007
17174393,peripheral type benzodiazepine receptor is involved in control of ca2 induced permeability transition pore opening in rat brain mitochondria,2007 Jul,2007
17173982,simultaneously inhibition of hiv and hbv replication through a dual small interfering rna expression system,2007 May,2007
17173828,porokeratosis in a patient with dermatomyositis,2006 Dec,2006
17173547,hiv 1 neuropathogenesis glial mechanisms revealed through substance abuse,2007 Feb,2007
17173067,novel anticancer agent arc antagonizes hiv 1 and hcv,2007 May 31,2007
17172926,ultrasound based comparative study on carotid plaques in hiv positive patients vs atherosclerotic and arteritis patients atherosclerotic or inflammatory lesions,2007 Feb,2007
17172774,crack cocaine a five year follow up study of treated patients,2007,2007
17172364,higher percentages of circulating mast cell precursors correlate with susceptibility to reinfection with schistosoma mansoni,2006 Dec,2006
17172361,tuberculosis mortality drug resistance and infectiousness in patients with and without hiv infection in peru,2006 Dec,2006
17172316,effects of high intensity endurance and resistance exercise on hiv metabolic abnormalities a pilot study,2007 Jan,2007
17171837,vulvar cancer in hiv positive young females,2006 Oct,2006
17171812,hiv infection course without antiretroviral treatment in south africa,2006 Nov 30,2006
17171210,effectiveness of dual and triple anti hiv therapy,2006 Nov-Dec,2006
17170630,acute renal failure and nephrotic range proteinuria due to amyloidosis in an hiv infected patient,2006 Dec,2006
17170570,reemerging vivax malaria changing patterns of annual incidence and control programs in the republic of korea,2006 Dec,2006
17170456,otk18 a zinc finger protein regulates human immunodeficiency virus type 1 long terminal repeat through two distinct regulatory regions,2007 Jan,2007
17170437,oral vaccination with modified vaccinia virus ankara attached covalently to tmpeg modified cationic liposomes overcomes pre existing poxvirus immunity from recombinant vaccinia immunization,2007 Jan,2007
17170430,clinical experience with plasmid dna and modified vaccinia virus ankara vectored human immunodeficiency virus type 1 clade a vaccine focusing on t cell induction,2007 Jan,2007
17169819,plasmablastic lymphoma a case of rectal disease with spinal cord compression,2006 Dec,2006
17169811,report of two cases of rasburicase induced methemoglobinemia,2006 Dec,2006
17169395,cd4 t cell targeting of human immunodeficiency virus type 1 hiv 1 peptide sequences present in vivo during chronic progressive hiv 1 disease,2007 Apr 25,2007
17169394,expression of feline immunodeficiency virus vif is associated with reduced viral mutation rates without restoration of replication of vif mutant viruses,2007 Apr 25,2007
17169369,chimeric multiple antigenic peptides for simultaneous detection of specific antibodies to hiv 1 groups m n o and hiv 2,2007 Jan 10,2007
17169235,hiv screening in pregnancy,2006 Dec,2006
17169223,hiv aids and women s health in uganda lingering gender inequity,2006 Nov,2006
17169163,protein methylation is required to maintain optimal hiv 1 infectivity,2006 Dec 15,2006
17169044,prevalence and incidence of toxoplasma infection in hiv positive patients in the czech republic,2006,2006
17169036,non peptidic hiv protease inhibitor tipranavir and two synthetic peptidomimetics ts98 and ts102 modulate pneumocystis carinii growth and proteasome activity of hel299 cell line,2006,2006
17169035,detection of a proteasome in pneumocystis carinii and its modulation by specific proteasome inhibitors,2006,2006
17169034,detection of hiv protease inhibitors in alveolar epithelial lining fluid relevance for modulation of pneumocystis infection in the course of haart,2006,2006
17169019,dhps mutated isolates of pneumocystis jirovecii from hiv infected individuals analysis of related its genotypes,2006,2006
17168834,will diverse tat interactions lead to novel antiretroviral drug targets,2006 Dec,2006
17168833,cellular interactions of virion infectivity factor vif as potential therapeutic targets apobec3g and more,2006 Dec,2006
17168832,il 7 il 7 receptor axis understanding its central role in t cell homeostasis and the challenges facing its utilization as a novel therapy,2006 Dec,2006
17168831,mucosal transmission of hiv 1 first stop dendritic cells,2006 Dec,2006
17168804,hiv 1 rt nonnucleoside inhibitors and their interaction with rt for antiviral drug development,2006 Dec,2006
17168802,attacking hiv provirus therapeutic strategies to disrupt persistent infection,2006 Dec,2006
17168707,immune modulation and reconstitution of hiv 1 specific responses novel approaches and strategies,2006,2006
17168701,pathology induced by highly active antiretroviral therapy against human immunodeficiency virus an update,2006,2006
17168395,antimicrobial therapy for patients with hiv infection,2006 Nov 10,2006
17168335,researchers call for targeted aids prevention in hispanic communities,2006 Dec 1,2006
17167966,gfatm who partnership a win for tb hiv,2006 Dec,2006
17167953,association between serum albumin levels and in hospital deaths due to tuberculosis,2006 Dec,2006
17167948,chapter 3 management of tb in the hiv infected child,2006 Dec,2006
17167946,science and social justice the lessons of hiv aids activism in the struggle to eradicate tuberculosis,2006 Dec,2006
17167945,providing hiv care for tuberculosis patients in sub saharan africa,2006 Dec,2006
17167925,tipranavir new drug hiv protease inhibitor a last resort,2006 Dec,2006
17167863,will vaginal microbicides solve the hiv problem in africa,2006 Dec,2006
17167716,reduction of dna damaging effects of anti hiv drug 3 azido 3 dideoxythymidine on human cells by ursolic acid and lignin biopolymer,2006,2006
17167699,improving health care delivery issues in medicine,2006 Nov,2006
17167125,disclosure of hiv status and sexual orientation independently predicts increased absolute cd4 cell counts over time for psychiatric patients,2007 Jan,2007
17167037,production and characterization of high affinity human monoclonal antibodies to human immunodeficiency virus type 1 envelope glycoproteins in a mouse model expressing human immunoglobulins,2007 Feb,2007
17167036,evaluation of dried whole blood spots obtained by heel or finger stick as an alternative to venous blood for diagnosis of human immunodeficiency virus type 1 infection in vertically exposed infants in the routine diagnostic laboratory,2007 Feb,2007
17166967,evaluation of dried blood spots for human immunodeficiency virus type 1 drug resistance testing,2007 Feb,2007
17166912,pseudotyped single cycle simian immunodeficiency viruses expressing gamma interferon augment t cell priming responses in vitro,2007 Mar,2007
17166910,antiviral protein apobec3g localizes to ribonucleoprotein complexes found in p bodies and stress granules,2007 Mar,2007
17166903,preferential infection of dendritic cells during human immunodeficiency virus type 1 infection of blood leukocytes,2007 Mar,2007
17166600,novel ccr5 monoclonal antibodies with potent and broad spectrum anti hiv activities,2007 May,2007
17166540,hiv 1 clones resistant to a small molecule ccr5 inhibitor use the inhibitor bound form of ccr5 for entry,2007 Apr 25,2007
17166535,aids health beliefs and intention for sexual abstinence among male adolescent students in kathmandu nepal a test of perceived severity and susceptibility,2007 Jan,2007
17166523,distribution of the hiv resistance ccr5 delta32 allele among egyptians and syrians,2007 Mar 1,2007
17166427,subtype and sequence analysis of human immunodeficiency virus type 1 strains in guangdong province,2006 Sep,2006
17166342,screening and selecting for optimized antiretroviral drugs rising to the challenge of drug resistance,2006 Dec,2006
17166298,incident major depression does not affect neuropsychological functioning in hiv infected men,2007 Jan,2007
17166081,how should hiv vaccine efficacy trials be conducted diverse u s communities speak out,2006 Dec,2006
17166080,hiv related risk behaviors perceptions of risk hiv testing and exposure to prevention messages and methods among urban american indians and alaska natives,2006 Dec,2006
17166079,hiv and aids in suburban asian and pacific islander communities factors influencing self efficacy in hiv risk reduction,2006 Dec,2006
17166078,understanding hiv related stigma and discrimination in a blameless population,2006 Dec,2006
17166077,outcomes of project wall talk an hiv aids peer education program implemented within the texas state prison system,2006 Dec,2006
17166075,cybercartography of popular internet sites used by new york city men who have sex with men interested in bareback sex,2006 Dec,2006
17165697,ribozyme mediated signal augmentation on a mass sensitive biosensor,2006 Dec 20,2006
17165373,changing patterns of cocaine use and hiv risks in the south of brazil,2006 Sep,2006
17164938,hiv positive status among surgeons an ethical dilemma,2006 Oct,2006
17164926,aids prevention rapes needlesticks and stabs,2006 Oct,2006
17164778,lentiviral vector transduction of a dominant negative rev gene into human cd34 hematopoietic progenitor cells potently inhibits human immunodeficiency virus 1 replication,2007 Jan,2007
17164349,prognostic value of anti adamts 13 antibody features ig isotype titer and inhibitory effect in a cohort of 35 adult french patients undergoing a first episode of thrombotic microangiopathy with undetectable adamts 13 activity,2007 Apr 1,2007
17164338,slow disease progression and robust therapy mediated cd4 t cell recovery are associated with efficient thymopoiesis during hiv 1 infection,2007 Apr 1,2007
17164113,changing epidemiology and natural history of hepatitis c virus infection,2006 Nov,2006
17164002,influence of sequence identity and unique breakpoints on the frequency of intersubtype hiv 1 recombination,2006 Dec 12,2006
17163894,hiv prevention interventions in adolescent girls what is the state of the science,2004,2004
17163809,artemether lumefantrine in the treatment of uncomplicated falciparum malaria,2007 Jan,2007
17163794,atherosclerosis and central adiposity in a pediatric patient with aids treated with haart autopsy findings,2006 Nov-Dec,2006
17163560,synthesis and biological evaluation of 1 3 3 4 tetrasubstituted pyrrolidine ccr5 receptor antagonists discovery of a potent and orally bioavailable anti hiv agent,2007 Feb,2007
17163279,safety efficacy and pharmacokinetics of ritonavir 400mg saquinavir 400mg twice daily plus rifampicin combined therapy in hiv patients with tuberculosis,2006,2006
17163186,tuberculosis in poland europe and world part i prevalence,2006 Sep,2006
17163134,pandemia of hiv infection expert evaluation state passing of measures,2006 Sep-Oct,2006
17162832,do firms with unique competencies for rescuing victims of human catastrophes have special obligations corporate responsibility and the aids catastrophe in sub saharan africa,2006 Apr,2006
17162811,cdc call for hiv testing could veil costs boost test sales,2006 Oct 20,2006
17162808,hiv and dementia nih funds search for hiv dementia treatment,2006 Oct 20,2006
17162804,twenty five years in the fight against aids what have we learned,2006 Oct,2006
17162769,discrimination business restrictions to prevent hiv disease upheld,2006 Nov 17,2006
17162766,prevention abstinence message expanded to single adults,2006 Nov 17,2006
17162764,treatment new study on cost of hiv care aims to guide funding decisions,2006 Nov 17,2006
17162664,modulation of neuronal cxcr4 by the micro opioid agonist damgo,2006 Dec,2006
17162663,reconstitution of human immunodeficiency virus induced neurodegeneration using isolated populations of human neurons astrocytes and microglia and neuroprotection mediated by insulin like growth factors,2006 Dec,2006
17162601,needle exchange program utilization and entry into drug user treatment is there a long term connection in baltimore maryland,2006,2006
17162379,hiv 1 tat triggers tgf beta production and nk cell apoptosis that is prevented by pertussis toxin b,2006 Jun-Dec,2006
17162364,genetic basis of sj gren s syndrome how strong is the evidence,2006 Jun-Dec,2006
17162321,field performance of a thin layer chromatography assay for detection of nevirapine in umbilical cord blood,2006 Sep-Oct,2006
17162320,database supported teleconferencing an additional clinical mentoring tool to assist a multinational company hiv aids treatment program in africa,2006 Sep-Oct,2006
17162319,infection rates in hiv hcv patients treated with interferon are similar to those in hcv mono infection and not related to neutropenia,2006 Sep-Oct,2006
17162318,liver fibrosis in hiv infected patients with chronic hepatitis b extensively exposed to antiretroviral therapy with anti hbv activity,2006 Sep-Oct,2006
17162317,pilot study of switch to lopinavir ritonavir lpv r monotherapy from nonnucleoside reverse transcriptase inhibitor based therapy,2006 Sep-Oct,2006
17162316,pilot study of once daily simplification therapy with abacavir lamivudine zidovudine and efavirenz for treatment of hiv 1 infection,2006 Sep-Oct,2006
17162315,immunological comparison of third companion in advanced drug naive hiv infected patients,2006 Sep-Oct,2006
17161756,sf 36 physical and mental health factors were confirmed in cancer and hiv aids patients,2007 Jan,2007
17161745,burden of tuberculosis in serbia,2006 Dec,2006
17161732,management of the politics of evidence based sexual and reproductive health policy,2006 Dec 9,2006
17161127,acceptance and use of the female condom among women with incomplete abortion in rural tanzania,2007 Jan,2007
17161122,experience with the levonorgestrel releasing intrauterine system among hiv infected women,2007 Jan,2007
17160552,genetic analysis of the long terminal repeat ltr promoter region in hiv 1 infected individuals with different rates of disease progression,2007 Apr,2007
17160486,importance of discreet use of the diaphragm to zimbabwean women and their partners,2007 May,2007
17160485,sexual risk among impoverished women understanding the role of housing status,2007 Nov,2007
17160484,young urban women s patterns of unprotected sex with men engaging in hiv risk behaviors,2007 Nov,2007
17160123,25 years of the aids epidemic,2006 Nov 30,2006
17160122,the hiv pandemic in the third world worse than anticipated,2006 Nov 30,2006
17160121,the hiv situation in northwest russia and the baltic,2006 Nov 30,2006
17160120,hiv infection in norway before 2006,2006 Nov 30,2006
17160119,hiv aids from lethal syndrome to chronic disease,2006 Nov 30,2006
17160118,vaccines against hiv,2006 Nov 30,2006
17160117,immunopathogenesis and therapeutic immunization in hiv infection,2006 Nov 30,2006
17159930,illogical guidance,2006 Dec 9,2006
17159929,unacceptable treatment,2006 Dec 9,2006
17159928,no justification,2006 Dec 9,2006
17159927,lacking evidence base,2006 Dec 9,2006
17159891,reducing the burden of hiv aids in infants the contribution of improved diagnostics,2006 Nov 23,2006
17159741,histoplasmosis leading to diagnosis of hiv infection,2006 Dec,2006
17159665,anterior canal benign paroxysmal positional vertigo an underappreciated entity,2007 Feb,2007
17159658,early virologic rebound in a pilot trial of ritonavir boosted atazanavir as maintenance monotherapy,2007 Apr 1,2007
17159657,timing of antiretroviral therapy initiation in tuberculosis patients with aids a decision analysis,2007 Feb 1,2007
17159656,prevalence and significance of occult hepatitis b virus in a prospective cohort of hiv infected patients,2007 Mar 1,2007
17159655,prevalence risk factors and outcomes for occult hepatitis b virus infection among hiv infected patients,2007 Mar 1,2007
17159654,impact of syphilis infection on hiv viral load and cd4 cell counts in hiv infected patients,2007 Mar 1,2007
17159653,can increasing awareness of hiv seropositivity reduce infections by 50 in the united states,2007 Mar 1,2007
17159625,hiv prevention targeting african american women theory objectives and outcomes from an african centered behavior change perspective,2007 Jan-Mar,2007
