"UID","Title","PublicationDate"
"10610640","1999 usphs idsa guidelines for the prevention of opportunistic infections in persons infected with human immunodeficiency virus usphs idsa prevention of opportunistic infections working group infectious diseases society of american","1999 Dec 7"
"10610544","can immune systems be trained to fight hiv","1999 Nov 19"
"10610540","aids vaccine chimps and lethal strain a bad mix","1999 Nov 19"
"10610516","aids european vaccine effort faces chinese puzzle","1999 Nov 5"
"10610439","maternal viral load and the risk of perinatal transmission of hiv 1","1999 Nov 25"
"10610011","atovaquone suspension in hiv infected volunteers pharmacokinetics pharmacodynamics and tmp smx interaction study","1999 Sep"
"10609831","erasmus syphilis and the abuse of stigma","1999 Dec 18-25"
"10609594","needle exchange attendance and health care utilization promote entry into detoxification","1999 Dec"
"10609592","project neighborhoods in action an hiv related intervention project targeting drug abusers in washington dc","1999 Dec"
"10609533","flavobacterium spp organisms as opportunistic bacterial pathogens during advanced hiv disease","1999 Sep"
"10609532","stavudine lamivudine and indinavir in drug abusing and non drug abusing hiv infected patients adherence side effects and efficacy","1999 Sep"
"10609529","hiv trends in african blood donors","1999 Sep"
"10609527","visceral leishmaniasis in clinical practice","1999 Sep"
"10609368","invasive aspergillosis in a patient with human immunodeficiency virus infection hiv and relatively preserved immunity","1999 Sep"
"10609356","the prognostic markers of hiv infection progression a study of the p24 antigen in a cohort of 251 patients","1999 Sep"
"10609286","tuberculosis manifestations in the musculoskeletal system exemplified by poncet s disease","1999 Nov 27"
"10609276","liver and pregnancy","1999 Nov"
"10608968","rsv infection in infants and young children what s new in diagnosis treatment and prevention","1999 Dec"
"10608942","obesity and immune function in the miami hiv 1 infected drug abusers study","1999 Dec"
"10608800","safety and immune responses to a dna based human immunodeficiency virus hiv type i env rev vaccine in hiv infected recipients follow up data","2000 Jan"
"10608795","granulocyte macrophage colony stimulating factor augments phagocytosis of mycobacterium avium complex by human immunodeficiency virus type 1 infected monocytes macrophages in vitro and in vivo","2000 Jan"
"10608788","rapid accumulation of human immunodeficiency virus hiv in lymphatic tissue reservoirs during acute and early hiv infection implications for timing of antiretroviral therapy","2000 Jan"
"10608762","risk factors for community acquired pneumonia among persons infected with human immunodeficiency virus","2000 Jan"
"10608761","reduced mobilization of cd34 stem cells in advanced human immunodeficiency virus type 1 disease","2000 Jan"
"10608760","thymic size and lymphocyte restoration in patients with human immunodeficiency virus infection after 48 weeks of zidovudine lamivudine and ritonavir therapy","2000 Jan"
"10608757","transient t cell receptor beta chain variable region specific expansions of cd4 and cd8 t cells during the early phase of pediatric human immunodeficiency virus infection characterization of expanded cell populations by t cell receptor phenotyping","2000 Jan"
"10608756","short course antenatal zidovudine reduces both cervicovaginal human immunodeficiency virus type 1 rna levels and risk of perinatal transmission bangkok collaborative perinatal hiv transmission study group","2000 Jan"
"10608755","epidemic transmission of human immunodeficiency virus in renal dialysis centers in egypt","2000 Jan"
"10608754","impact of the ovulatory cycle on virologic and immunologic markers in hiv infected women","2000 Jan"
"10608753","elevated tumor necrosis factor alpha activation of human immunodeficiency virus type 1 subtype c in southern africa is associated with an nf kappab enhancer gain of function","2000 Jan"
"10608752","reduced immune activation and t cell apoptosis in human immunodeficiency virus type 2 compared with type 1 correlation of t cell apoptosis with beta2 microglobulin concentration and disease evolution","2000 Jan"
"10607799","chronic pulmonary function impairment caused by initial and recurrent pulmonary tuberculosis following treatment","2000 Jan"
"10607683","changes in human immunodeficiency virus type 1 virus load during mobilization and harvesting of hemopoietic progenitor cells adult aids clinical trials group 285 study team","2000 Jan 1"
"10607567","identification of the nef associated kinase as p21 activated kinase 2","1999 Dec 2"
"10607426","epinephrine induced mobilization of natural killer nk cells and nk like t cells in hiv infected patients","1999 Nov 1"
"10607332","protease inhibitor associated angiolipomatosis","2000 Jan"
"10607255","placebo controlled phase i ii study of adefovir dipivoxil in patients with chronic hepatitis b virus infection","1999 Sep"
"10606974","th1 biased immune responses induced by dna based immunizations are mediated via action on professional antigen presenting cells to up regulate il 12 production","2000 Jan"
"10606973","thalidomide analogue cc 3052 inhibits hiv 1 and tumour necrosis factor alpha tnf alpha expression in acutely and chronically infected cells in vitro","2000 Jan"
"10606497","outcome evaluation to measure changes in sexual risk taking among gay men undergoing substance use disorder treatment","1999 Nov"
"10606447","removal of silicone oil with vision improvement after rhegmatogenous retinal detachment following cmv retinitis in patients with aids","1999"
"10606223","infectious complications of anabolic androgenic steroid injection","1999 Nov"
"10606161","inhibition of thymopoiesis of cd34 cell maturation by hiv 1 in an in vitro cd34 cell and thymic epithelial organ culture model","1999"
"10606095","alteration of complement protein levels after antiretroviral therapy in hiv infected persons","1999 Dec 10"
"10606093","sequence features downstream of the primer binding site of hiv type 1 subtype e shared by subtype g and a subset of subtype a","1999 Dec 10"
"10606083","targeting hiv reservoirs and reconstituting the immune system second annual meeting research institute for genetic and human therapy april 18 19 1999 washington dc","1999 Dec 10"
"10605997","new developments in antiretroviral treatment","1999 Dec"
"10605958","aids in paradise","1999 Dec 15"
"10605741","surveillance for bloodborne infections","1999 Aug"
"10605680","prognostic markers of survival in infants younger than 12 month of age vertically infected by human immunodeficiency virus","1999 Nov 6"
"10605673","what to do after accidental exposure to blood or other biological fluids in the health care medium","1999 Oct 30"
"10605606","chemokines and their receptors in lymphocyte traffic and hiv infection","2000"
"10605514","immunological manifestations of hiv infected children","1999 Mar"
"10605480","treatment of visceral leishmaniasis recent modalities","1999 Nov 27"
"10605467","toxicity of antiretroviral drugs","1999 Nov 27"
"10605327","hepatitis b and c in intravenous drug abusers in switzerland","1999 Nov 18"
"10605272","clinical and epidemiological characteristics of severe poisoning in an adult population admitted to an intensive care unit","1999 Nov-Dec"
"10605248","socioeconomic inequalities in health care efficacy three examples in lazio region","1999 Jul-Sep"
"10605192","evaluation of resistance to anti retroviral agents publication of clinical trials","1999"
"10605191","evaluation of the efficacy of anti retroviral treatment publication of clinical trials","1999"
"10605022","conserved mhc class i peptide binding motif between humans and rhesus macaques","2000 Jan 1"
"10604776","chlamydia transmission concurrency reproduction number and the epidemic trajectory","1999 Dec 15"
"10604250","randomized trial of solvent detergent treated and standard fresh frozen plasma in the coagulopathy of liver disease and liver transplantation","1999 Nov-Dec"
"10604234","retroviruses in autoimmune liver disease genetic or environmental agents","1999"
"10604211","nutrition and immune function in human immunodeficiency virus infection","1999 Aug"
"10604208","vitamin a and immunity to viral bacterial and protozoan infections","1999 Aug"
"10604014","buffalo hump related to indinavir treatment","1999 Oct"
"10603874","aids to help district nurses boost patient nutrition and wound care","1999 Aug 11-17"
"10603854","hepatitis c a danger to healthcare workers","1999 Apr-Jun"
"10603708","seroprevalence of cmv antibodies in a blood donor population and premature neonates in the south central taiwan","1999 Oct"
"10603669","real clinical medicine and evidence based medicine evaluative clinical research","1999 Oct"
"10603623","directly observed therapy for the treatment of tuberculosis evidence based dosage guidelines","1999 Nov"
"10603241","real time sequence specific detection of nucleic acids during strand displacement amplification","1999 Dec 15"
"10603172","sequence and comparative structural analysis of the murine leukaemia virus amphotropic strain 4070a rnase h domain","1999"
"10603168","mutations designed to alter the stability of a putative rna duplex in the hiv 1 pol gene","1999"
"10602732","safety assessment in vitro and in vivo and pharmacokinetics of emivirine a potent and selective nonnucleoside reverse transcriptase inhibitor of human immunodeficiency virus type 1","2000 Jan"
"10602667","effect of viruses on the ability to present antigens via the major histocompatibility complex","1999 Apr"
"10602663","pathogenicity of cryptococcus neoformans virulence factors and immunological mechanisms","1999 Apr"
"10602515","alteration of hsnf5 ini1 baf47 detected in rhabdoid cell lines and primary rhabdomyosarcomas but not wilms tumors","1999 Dec 9"
"10602406","interactions between macrophages and brain microvascular endothelial cells role in pathogenesis of hiv 1 infection and blood brain barrier function","1999 Dec"
"10602405","chemokine receptors and virus entry in the central nervous system","1999 Dec"
"10602399","model systems for studies of leukocyte migration across the blood brain barrier","1999 Dec"
"10602171","advanced hodgkin s disease in a pregnant hiv seropositive woman favorable mother and baby outcome following combined anticancer and antiretroviral therapy","2000 Jan"
"10602033","association between hiv specific t helper responses and ctl activities in pediatric aids","2000 Jan"
"10601506","combination therapy with efavirenz nelfinavir and nucleoside reverse transcriptase inhibitors in children infected with human immunodeficiency virus type 1 pediatric aids clinical trials group 382 team","1999 Dec 16"
"10601505","efavirenz plus zidovudine and lamivudine efavirenz plus indinavir and indinavir plus zidovudine and lamivudine in the treatment of hiv 1 infection in adults study 006 team","1999 Dec 16"
"10601409","hiv antibody profiles in serum and csf of patients with neurological disease can serve as predictors of outcome","2000 Jan"
"10601290","structural basis for the increased immunogenicity of two hiv reverse transcriptase peptide variant class i major histocompatibility complexes","1999 Dec 24"
"10600606","glycans and proteoglycans are involved in the interactions of human immunodeficiency virus type 1 envelope glycoprotein and of sdf 1alpha with membrane ligands of cd4 cxcr4 cells","1999 Dec 20"
"10600603","rapid and efficient cell to cell transmission of human immunodeficiency virus infection from monocyte derived macrophages to peripheral blood lymphocytes","1999 Dec 20"
"10600598","cxc chemokine receptor cxcr5 blr1 is a novel and specific coreceptor for human immunodeficiency virus type 2","1999 Dec 20"
"10600597","protection of macaques against a shiv with a homologous hiv 1 env and a pathogenic shiv 89 6p with a heterologous env by vaccination with multiple gene deleted shivs","1999 Dec 20"
"10600335","lymphocyte proliferation assays may underestimate antigen responsiveness in human immunodeficiency virus infection","1999 Dec"
"10600334","serum scd23 level in patients with aids related non hodgkin s lymphoma is associated with absence of epstein barr virus in tumor tissue","1999 Dec"
"10600293","synthesis of ifn gamma by cd8 t cells is preserved in hiv infected women with hpv related cervical squamous intraepithelial lesions","1999 Dec"
"10600086","pharmacokinetic interaction between ketoconazole and amprenavir after single doses in healthy men","1999 Dec"
"10600031","production and characterization of monoclonal antibodies against pigtailed macaque macaca nemestrina cell adhesion molecules","1999 Oct"
"10599777","does hhv 8 have a protective role on the development of hiv encephalopathy italian hiv seroconversion study","1999 Dec 10"
"10599667","orbital helical computed tomography in the diagnosis and management of eye trauma","1999 Dec"
"10599611","effect of enhanced prenatal and hiv focused services for pregnant women who are infected by human immunodeficiency virus on emergency department use","1999 Dec"
"10599332","cutaneous necrotizing vasculitis relation to systemic disease","1999"
"10599243","aids is an immediate theme","1999 Nov 19"
"10599186","will the changing face of hiv aids affect the ryan white care act reauthorization vote","1999 Oct"
"10599019","mycobacterium avium complex causing endobronchial disease in aids patients after partial immune restoration","1999 Dec"
"10599018","humoral immune responses to multiple antigens of mycobacterium tuberculosis in tuberculosis patients co infected with the human immunodeficiency virus","1999 Dec"
"10599011","who fails to complete tuberculosis treatment temporal trends and risk factors for treatment interruption in a community based directly observed therapy programme in a rural district of south africa","1999 Dec"
"10598388","management of occupational exposure to hiv what actually happens","1999 Dec"
"10598078","quantitative pcr method for the assay of hiv 1 provirus load in peripheral blood mononuclear cells","1999 Dec"
"10597999","spectrum of aids defining diseases temporal trends in italy prior to the use of highly active anti retroviral therapies 1982 1996","1999 Oct"
"10597990","impact of the major causes of death on life expectancy in italy","1999 Oct"
"10597988","potential gains in life expectancy or years of potential life lost impact of competing risks of death","1999 Oct"
"10597798","occurrence of pneumocystis carinii pneumonia in hiv 1 infected patients responding to haart is prophylaxis discontinuation a safe tool","1999 Dec 3"
"10597796","antiretroviral treatment among hiv 1 seroconverters from lyon france 1985 1998 lyon cisih collaborators","1999 Dec 3"
"10597788","severe adverse life events and depressive symptoms among women with or at risk for hiv infection in four cities in the united states of america","1999 Dec 3"
"10597787","country specific estimates and models of hiv and aids methods and limitations","1999 Dec 3"
"10597786","effect of the worldwide epidemic on hiv prevalence in the united kingdom record linkage in anonymous neonatal seroprevalence surveys","1999 Dec 3"
"10597785","epidemiology of aids in incarcerated persons in the united states 1994 1996","1999 Dec 3"
"10597784","invasive amoebiasis an emerging parasitic disease in patients infected with hiv in an area endemic for amoebic infection","1999 Dec 3"
"10597783","phase ii safety and efficacy study of amprenavir in combination with zidovudine and lamivudine in hiv infected patients with limited antiretroviral experience amprenavir proab2002 study team","1999 Dec 3"
"10597777","do gender differences in cd4 cell counts matter","1999 Dec 3"
"10597775","evidence of blood brain barrier alteration and activation in hiv 1 gp120 transgenic mice","1999 Dec 3"
"10597774","stable expression of hiv 1 nef induces changes in growth properties and activation state of human astrocytes","1999 Dec 3"
"10597772","severe hepatic cytolysis incidence and risk factors in patients treated by antiretroviral combinations aquitaine cohort france 1996 1998 groupe depid miologie clinique de sida en aquitaine gecsa","1999 Dec 3"
"10597384","efficacy of viral clearance methods used in the manufacture of activated prothrombin complex concentrates focus on autoplex t","1999 Sep"
"10597104","peripheral facial paralysis revealing hiv infection","1999 Nov"
"10596678","filgrastim treatment of hiv infected patients improves neutrophil function","1999"
"10596677","prevention of bacterial infections in patients with advanced hiv infection","1999"
"10596676","hiv disease related neutropenia an independent risk factor for severe infections","1999"
"10596675","granulocyte colony stimulating factor its potential role in infectious disease","1999"
"10596645","tuberculosis what dental health care workers need to know","1998 Fall"
"10596543","prevention safety and prophylactic measures in occupational hiv infection in italy the european union and the usa","1999 Sep-Oct"
"10596517","effectiveness of a video based motivational skills building hiv risk reduction intervention for inner city african american men","1999 Dec"
"10596229","the prevalence of infection by the hepatitis b c and human immunodeficiency viruses in drug users","1999 Oct 15"
"10596033","neutropenia in patients with hiv infection a case control study in a cohort of 1403 patients between 1982 and 1993","1999"
"10596031","clinical experience with filgrastim in aids","1999"
"10596028","immune reconstitution is there a potential role for filgrastim r methug csf","1999"
"10553677","specific microbial colonizations in the periodontal sites of hiv infected subjects","1999"
"10553223","gunshot wounds to the lower extremity a comprehensive review","1999 Oct"
"10596019","efficacy and kinetics of glycerol inactivation of hiv 1 in split skin grafts","2000 Feb"
"10595937","primary central nervous system lymphomas are derived from germinal center b cells and show a preferential usage of the v4 34 gene segment","1999 Dec"
"10595868","stavudine an update of its use in the treatment of hiv infection","1999 Nov"
"10595784","novel biologic approaches for the treatment of aids","1999 Dec"
"10595759","hemophilias progress and problems","1999 Oct"
"10595659","evidence for antiphospholipid antibodies in hemophilic children with factor viii inhibitors recombinate pup study group","1999 Nov"
"10595395","synthetic cd4 exocyclic cdr3 ame 82 89 inhibits nf kappab nuclear translocation hiv 1 promoter activation and viral gene expression","1999 Nov"
"10595165","child abuse and hiv a discussion","1999 Jul"
"10595050","treatment of hepatitis c infection","1999 Apr"
"10594978","pathogenesis of cryptosporidium parvum infection","1999 Feb"
"10594796","collapsing glomerulopathy in hiv and non hiv patients a clinicopathological and follow up study","1999 Dec"
"10594786","chemokine receptor antagonist aop rantes reduces monocyte infiltration in experimental glomerulonephritis","1999 Dec"
"10594594","facelift flap for reconstruction of cheek lateral orbit and temple defects","1999 Nov"
"10594560","highly active anti retroviral therapy haart is associated with a lower level of cd4 t cell apoptosis in hiv infected patients","1999 Dec"
"10594473","pharmacokinetics of efavirenz efv alone and in combination therapy with nelfinavir nfv in hiv 1 infected patients","1999 Nov"
"10594472","pharmacokinetics of rifabutin in hiv infected patients with or without wasting syndrome","1999 Nov"
"10594353","use of herpesvirus saimiri immortalized macaque cd4 t cell clones as stimulators and targets for assessment of ctl responses in macaque aids models","1999 Nov 19"
"10541898","cystoid macular edema following immune recovery and treatment with cidofovir for cytomegalovirus retinitis","1999 Nov"
"10541871","detection and localisation of hiv 1 dna and rna in fixed adult aids brain by polymerase chain reaction in situ hybridisation technique","1999 Nov"
"10541481","supplementation with lactobacillus reuteri or l acidophilus reduced intestinal shedding of cryptosporidium parvum oocysts in immunodeficient c57bl 6 mice","1999 Sep"
"10540972","drug use aids knowledge and hiv risk behaviors of cuban mexican and puerto rican born drug injectors who are recent entrants into the united states","1999 Nov"
"10539985","measuring perceived barriers to condom use psychometric evaluation of the condom barriers scale","1999 Dec"
"10593492","aids preclinical vaccine development biennial survey of hiv siv and shiv challenge studies in vaccinated nonhuman primates","1999 Aug-Oct"
"10593491","protective immunity of gene deleted shivs having an hiv 1 env against challenge infection with a gene intact shiv","1999 Aug-Oct"
"10593490","characterization of siv specific cd4 t helper proliferative responses in macaques immunized with live attenuated siv","1999 Aug-Oct"
"10593489","efforts to broaden hiv 1 specific immunity by boosting with heterologous peptides or envelope protein and the influence of prior exposure to virus","1999 Aug-Oct"
"10593487","immunization against sivmne in macaques using multigenic dna vaccines","1999 Aug-Oct"
"10593484","antigen specific cytokine responses in vaccinated macaca nemestrina","1999 Aug-Oct"
"10593483","disruption of macaque cd4 t cell repertoires during the early simian immunodeficiency virus infection","1999 Aug-Oct"
"10593482","natural infection of chimpanzees with new lentiviruses related to hiv 1 sivcpz","1999 Aug-Oct"
"10593481","in vivo adaptation of shiv sf162 chimeric virus expressing a nsi ccr5 specific envelope protein","1999 Aug-Oct"
"10593480","progress and challenges in therapies for aids in nonhuman primate models","1999 Aug-Oct"
"10593358","antiretrovirals","1999 Dec"
"10593150","socio demographic characteristics and sexual behaviour of adolescents attending the stc uch ibadan a 5 year review","1999 Jul-Sep"
"10593028","cost of unsafe injections","1999"
"10593027","transmission of hepatitis b hepatitis c and human immunodeficiency viruses through unsafe injections in the developing world model based regional estimates","1999"
"10593026","unsafe injections in the developing world and transmission of bloodborne pathogens a review","1999"
"10592904","two possible pathways for acquisition of mutations related to nelfinavir resistance","1999 Aug"
"10592899","increase in heterosexually acquired aids among japanese 1986 to 1996","1999 Aug"
"10592881","isolated jejunal tuberculosis mimicking crohn disease diagnosis by push video enteroscopy","1999 Oct"
"10592860","adverse metabolic disorders during highly active antiretroviral treatments haart of hiv disease","1999 Nov"
"10592752","hiv infection gonorrhea and syphilis from thailand to norway","1999 Oct 30"
"10592736","epidemiology of multi drug resistant tuberculosis in aids","1999 Oct"
"10592652","aids and hiv infection in the united kingdom monthly report","1999 Nov 26"
"10592359","is the prevalence of hiv associated nephropathy decreasing","1999"
"10592270","human immunodeficiency virus reverse transcriptase and protease sequence database","2000 Jan 1"
"10592072","hepatic steatosis a frequent non specific finding in hiv infected children","1999 Dec"
"10591826","hiv complicates the management of oncological emergencies a case involving the superior vena cava syndrome","1999"
"10591731","article on bayesian methods was right","1999 Dec 11"
"10591440","zidovudine prophylaxis and perinatal hiv 1 transmission","1999 Nov"
"10591370","poor nations ravaged by aids need the right resources now","1999 Dec 1"
"10591146","molecular mechanism of the short term cardiotoxicity caused by 2 3 dideoxycytidine ddc modulation of reactive oxygen species levels and adp ribosylation reactions","1999 Dec 15"
"10591085","human retroviruses their role in cancer","1999 Nov-Dec"
"10590766","impact of a needle exchange s closure","1999 Sep-Oct"
"10590685","clinical analysis of pseudomonas aeruginosa bacteremia","1999 Nov"
"10590677","the role of genetic diagnosis in clinics from the choice of ordering until reading the data","1999 Nov"
"10590528","class 4 infections 3 hiv infections aids","1999 Nov 10"
"10590397","evaluation of selected characteristics of pregnancy drug registries","1999 Dec"
"10590283","cost effectiveness of azithromycin for preventing mycobacterium avium complex infection in hiv positive patients in the era of highly active antiretroviral therapy the swiss hiv cohort study","1999 Dec"
"10590148","immune complexes containing human immunodeficiency virus type 1 primary isolates bind to lymphoid tissue b lymphocytes and are infectious for t lymphocytes","2000 Jan"
"10590123","identification of specific molecular structures of human immunodeficiency virus type 1 tat relevant for its biological effects on vascular endothelial cells","2000 Jan"
"10590121","sequential cd4 coreceptor interactions in human immunodeficiency virus type 1 env function soluble cd4 activates env for coreceptor dependent fusion and reveals blocking activities of antibodies against cryptic conserved epitopes on gp120","2000 Jan"
"10590113","induction of antibodies in guinea pigs and rhesus monkeys against the human immunodeficiency virus type 1 envelope neutralization of nonpathogenic and pathogenic primary isolate simian human immunodeficiency virus strains","2000 Jan"
"10590105","viral entry through cxcr4 is a pathogenic factor and therapeutic target in human immunodeficiency virus type 1 disease","2000 Jan"
"10590100","cellular compartments of human immunodeficiency virus type 1 replication in vivo determination by presence of virion associated host proteins and impact of opportunistic infection","2000 Jan"
"10590065","constitutive activation of stats upon in vivo human immunodeficiency virus infection","1999 Dec 15"
"10589930","detection of pneumocystis carinii dna in the air filter of a ventilated patient with aids","1999 Oct"
"10589917","foscarnet treatment of genital infection due to acyclovir resistant herpes simplex virus type 2 in a pregnant patient with aids case report","1999 Oct"
"10589887","randomized trial of daily and thrice weekly trimethoprim sulfamethoxazole for the prevention of pneumocystis carinii pneumonia in human immunodeficiency virus infected persons terry beirn community programs for clinical research on aids cpcra","1999 Oct"
"10589738","population biology of streptococcus pneumoniae isolated from oropharyngeal carriage and invasive disease","1999 Nov"
"10589390","change and challenge icn during the 1970s 1980s","1999 Jul-Aug"
"10589325","long term trends in childhood infectious disease mortality rates","1999 Dec"
"10589323","cigarette smoking among gay and bisexual men","1999 Dec"
"10589313","sexual and drug use risk factors for hiv and stds a comparison of women with and without bisexual experiences","1999 Dec"
"10589041","evaluation of stabilized whole blood control materials for lymphocyte immunophenotyping","1999 Dec 15"
"10588734","soluble complexes of regulated upon activation normal t cells expressed and secreted rantes and glycosaminoglycans suppress hiv 1 infection but do not induce ca 2 signaling","1999 Dec 7"
"10588627","enhanced in vivo human immunodeficiency virus 1 replication in the lungs of human immunodeficiency virus infected persons with pneumocystis carinii pneumonia","1999 Dec"
"10588302","use of fluconazole and itraconazole in the treatment of candida albicans infections a review","1999 Oct"
"10588116","progressive multifocal leukoencephalopathy in aids are there any mr findings useful to patient management and predictive of patient survival aids clinical trials group 243 team","1999 Nov-Dec"
"10587935","swiss heroin trials scientifically sound","1999 Dec"
"10587918","new approach to the medical information system for quality management in patient care development of problem mapping system","1999 Oct"
"10587808","questioning bioethics aids sexual ethics and the duty to warn","1999 Sep-Oct"
"10587615","iron metabolism and hiv infection reciprocal interactions with potentially harmful consequences","1999 Dec"
"10587327","tolerability of twice weekly rifabutin isoniazid combinations versus daily isoniazid for latent tuberculosis in hiv infected subjects a pilot study","1999 Nov"
"10586909","high frequency of serious side effects from meglumine antimoniate given without an upper limit dose for the treatment of visceral leishmaniasis in human immunodeficiency virus type 1 infected patients","1999 Nov"
"10586854","concern at cheap aids drug fears","1999 Nov 25"
"10586832","moraxella catarrhalis bacteremia a 10 year experience","1999 Nov"
"10586091","in vivo administration of recombinant il 2 to individuals infected by hiv down modulates the binding and expression of the transcription factors ying yang 1 and leader binding protein 1 late simian virus 40 factor","1999 Dec 15"
"10586007","evaluation of the effects of oxandrolone on malnourished hiv positive pediatric patients","1999 Dec"
"10585997","human immunodeficiency virus and other blood borne viral pathogens in the athletic setting committee on sports medicine and fitness american academy of pediatrics","1999 Dec"
"10585898","cytotoxic t lymphocytes and viral evolution in primary hiv 1 infection","1999 Dec"
"10585806","pneumocystis carinii pneumonia in human immunodeficiency virus hiv positive and hiv negative immunocompromised patients","1999 Dec"
"10585795","mycobacterium kansasii septic arthritis french retrospective study of 5 years and review","1999 Dec"
"10585792","tick paralysis 33 human cases in washington state 1946 1996","1999 Dec"
"10585656","predictive value of the acid fast smear for detection of mycobacterium tuberculosis in respiratory specimens in a reference center of hiv aids in rio de janeiro brazil","1999 Nov-Dec"
"10585595","expression of prolactin and prolactin receptors by non hodgkin s lymphoma cells","2000 Jan 1"
"10585583","cancer incidence in the african population of harare zimbabwe second results from the cancer registry 1993 1995","2000 Jan 1"
"10585299","clinical efficacy of protease inhibitor based antiretroviral combination therapy a prospective cohort study","1999 Nov 22"
"10585142","role of the cytomegalovirus cmv antigenemia assay as a predictive and follow up detection tool for cmv disease in aids patients","1999"
"10585069","nephrobronchial fistula secondary to xantogranulomatous pyelonephritis","1999 Nov"
"10584978","effect of fusidic acid on the hepatic cytochrome p450 enzyme system","1999 Nov"
"10584924","hematologic recovery in mice transplanted with bone marrow stem cells expressing anti human immunodeficiency virus genes","1999 Nov 20"
"10584908","case of oesophageal leishmaniasis indicating visceral leishmaniasis in a patient with aids","1999 Oct"
"10584902","reduction of immune system activation in hiv 1 infected patients undergoing highly active antiretroviral therapy","1999 Oct"
"10584761","antidepressant treatment of depression in hiv seropositive women","1999 Nov"
"10584746","infant feeding patterns and hiv 1 transmission","1999 Nov 27"
