UID,Title,PublicationDate,PublicationYear
24367650,persistence of viral reservoirs in multiple tissues after antiretroviral therapy suppression in a macaque rt shiv model,2013,2013
24367639,routine hiv screening in portugal clinical impact and cost effectiveness,2013,2013
24367625,risk factors for the presence of anal intraepithelial neoplasia in hiv men who have sex with men,2013,2013
24367617,hepatitis c virus co infection increases the risk of anti tuberculosis drug induced hepatotoxicity among patients with pulmonary tuberculosis,2013,2013
24367604,space time clustering characteristics of tuberculosis in china 2005 2011,2013,2013
24367599,dynamics of immune reconstitution and activation markers in hiv treatment na ve patients treated with raltegravir tenofovir disoproxil fumarate and emtricitabine,2013,2013
24367575,factors associated with change in sexual transmission risk behavior over 3 years among hiv infected patients in tanzania,2013,2013
24367546,tuberculosis screening by tuberculosis skin test or quantiferon tb gold in tube assay among an immigrant population with a high prevalence of tuberculosis and bcg vaccination,2013,2013
24367533,high prevalence of hiv 1 crf01 ae viruses among female commercial sex workers residing in surabaya indonesia,2013,2013
24367500,effect on hiv 1 gene expression tat vpr interaction and cell apoptosis by natural variants of hiv 1 tat exon 1 and vpr from northern india,2013,2013
24367482,closing the gap increases in life expectancy among treated hiv positive individuals in the united states and canada,2013,2013
24367421,investigating the continuous synthesis of a nicotinonitrile precursor to nevirapine,2013,2013
24367249,inferring the source of transmission with phylogenetic data,2013,2013
24366678,knowledge of hiv and its treatment among health care providers in south africa,2014 Apr,2014
24366631,aggregate risk of cardiovascular disease among adolescents perinatally infected with the human immunodeficiency virus,2014 Mar 18,2014
24366572,impact of patient race on clinical decisions related to prescribing hiv pre exposure prophylaxis prep assumptions about sexual risk compensation and implications for access,2014 Feb,2014
24366521,added benefits reduced depressive symptom levels among african american female adolescents participating in an hiv prevention intervention,2014 Oct,2014
24366501,overview of the clinical use of filter paper in the diagnosis of tropical diseases,2014 Feb,2014
24366476,hiv prevention interventions for young male commercial sex workers,2014 Mar,2014
24366463,intrapartum related neonatal encephalopathy incidence and impairment at regional and global levels for 2010 with trends from 1990,2013 Dec,2013
24366461,preterm birth associated neurodevelopmental impairment estimates at regional and global levels for 2010,2013 Dec,2013
24365755,parsonage turner syndrome during the treatment of hiv hhv8 related multicentric castleman disease,2014 Mar,2014
24365640,knowledge on plants used traditionally in the treatment of tuberculosis in uganda,2014 Feb 3,2014
24365554,patterns of funding allocation for tuberculosis control in fragile states,2014 Jan,2014
24365548,sensory polyneuropathy in human immunodeficiency virus infected patients receiving tuberculosis treatment,2014 Jan,2014
24365547,yield of undetected tuberculosis and human immunodeficiency virus coinfection from active case finding in urban uganda,2014 Jan,2014
24365520,predictors of advanced disease and late presentation in new hiv diagnoses reported to the surveillance system in spain,2014 Mar-Apr,2014
24365474,cryptococcal meningitis in patients with diabetes and aids,2014 Dec,2014
24365434,tropical myelopathies,2014,2014
24365430,neurosyphilis,2014,2014
24365422,neurologic diseases in hiv infected patients,2014,2014
24365274,group hypnosis vs relaxation for smoking cessation in adults a cluster randomised controlled trial,2013 Dec 23,2013
24365218,surgical therapy of pulmonary aspergillomas a 30 year north american experience,2014 Feb,2014
24364800,randomized controlled trial utilizing motivational interviewing to reduce hiv risk and drug use in young gay and bisexual men,2014 Feb,2014
24364575,emtricitabine tenofovir truvada for hiv prophylaxis,2013 Oct 15,2013
24364144,pcr elisa a diagnostic assay for identifying iranian hiv seropositives,2013,2013
24364093,the immunological mechanisms contributing to the clinical efficacy of allergen specific immunotherapy sit in allergic diseases,2013 Sep,2013
24364027,control over drug acquisition preparation and injection implications for hiv and hcv risk among young female injection drug users,2013 May 12,2013
24363932,immunogenicity of licensed influenza a h1n1 2009 monovalent vaccines in hiv infected children and youth,2013 Dec,2013
24363930,seroprevalence of hepatitis b and c viruses among children in kilimanjaro region tanzania,2013 Dec,2013
24363886,influence of hospitalization upon diagnosis on the risk of tuberculosis clustering,2013,2013
24363808,temporal trends in the characteristics of children at antiretroviral therapy initiation in southern africa the iedea sa collaboration,2013,2013
24363673,silicone induced granuloma after injection for cosmetic purposes a rare entity of calcitriol mediated hypercalcemia,2013,2013
24363547,effect of cotrimoxazole prophylactic treatment on malaria birth outcomes and postpartum cd4 count in hiv infected women,2013,2013
24363317,darunavir and telaprevir drug interaction total and unbound plasma concentrations in hiv hcv coinfected patients with cirrhosis,2014 May,2014
24363222,recurrent pneumococcal invasive disease in the region of madrid during a five year period,2014 Jun,2014
24363208,treatment outcomes of multidrug resistant tuberculosis patients in gauteng south africa,2014 Apr,2014
24363100,is the glass half full or half empty treatment of depression and hiv aids medication adherence a comment on sin and dimatteo,2014 Jun,2014
24363016,epidemiological clinical and evolving hiv positive patients referred to the university hospital of point g bamako mali,2014 Feb,2014
24362871,pharyngolaryngeal location of kaposi s sarcoma with airway obstruction in an hiv negative patient,2013 Sep-Oct,2013
24362829,sexually transmitted infections in a cohort of female sex workers in palermo,2013 Dec,2013
24362768,neurological and psychiatric adverse effects of antiretroviral drugs,2014 Feb,2014
24362754,sampling methodologies for epidemiologic surveillance of men who have sex with men and transgender women in latin america an empiric comparison of convenience sampling time space sampling and respondent driven sampling,2014 Dec,2014
24362708,metal organic framework mil 101 as a low background signal platform for label free dna detection,2014 Feb 21,2014
24362608,knowledge and attitude of basic health workers bhws toward hiv aids,2013 May,2013
24362000,aggressive plasmablastic lymphoma of the thoracic spine presenting as acute spinal cord compression in a case of asymptomatic undiagnosed human immunodeficiency virus infection,2014 Jul 1,2014
24361860,sensitive hplc ms ms method for the determination of dolutegravir in human plasma,2014 Jan 15,2014
24361685,who treatment as prevention guidelines are unlikely to decrease hiv transmission in the uk unless undiagnosed hiv infections are reduced,2014 Jan 14,2014
24361684,tyrosine kinase inhibitor dasatinib blocks in vitro hiv 1 production by primary cd4 t cells from hiv 1 infected patients,2014 Jan 14,2014
24361683,treatment as long term prevention sustained reduction in hiv sexual transmission risk with use of antiretroviral therapy in rural uganda,2014 Jan 14,2014
24361682,cd4 cell count viral load and drug resistance patterns among heterosexual breakthrough hiv infections in a study of oral preexposure prophylaxis,2014 Jan 14,2014
24361680,predictors of advanced chronic kidney disease and end stage renal disease in hiv positive persons,2014 Jan 14,2014
24361679,incomplete adherence to antiretroviral therapy is associated with higher levels of residual hiv 1 viremia,2014 Jan 14,2014
24361633,beyond early infant diagnosis case finding strategies for identification of hiv infected infants and children,2013 Nov,2013
24361632,beyond prevention of mother to child transmission keeping hiv exposed and hiv positive children healthy and alive,2013 Nov,2013
24361630,linkage initiation and retention of children in the antiretroviral therapy cascade an overview,2013 Nov,2013
24361628,hiv exposed infants rethinking care for a lifelong condition,2013 Nov,2013
24361625,understanding the contribution of common childhood illnesses and opportunistic infections to morbidity and mortality in children living with hiv in resource limited settings,2013 Nov,2013
24361623,evidence from the field missed opportunities for identifying and linking hiv infected children for early initiation of art,2013 Nov,2013
24361622,addressing and improving the continuum of care for hiv affected children challenges and solutions,2013 Nov,2013
24361275,apobec3 multimerization correlates with hiv 1 packaging and restriction activity in living cells,2014 Mar 20,2014
24361269,comparison of the vaginal microbial communities in women with recurrent genital hsv receiving acyclovir intravaginal rings,2014 Feb,2014
24360650,simulative comparison of respondent driven sampling with incentivized snowball sampling the strudel effect,2014 Feb 1,2014
24360403,mortality in women of reproductive age in rural south africa,2013 Dec 19,2013
24360402,methadone treatment improves tuberculosis treatment among hospitalized opioid dependent patients in ukraine,2013 Nov,2013
24360398,diabetes mellitus and tuberculosis facts and controversies,2013 Dec 20,2013
24359841,cyp2b6 haplotype and biological factors responsible for hepatotoxicity in hiv infected patients receiving efavirenz based antiretroviral therapy,2014 Mar,2014
24359837,hiv 1 infected patients with advanced disease failing a raltegravir containing salvage regimen in s o paulo brazil,2014 Mar,2014
24359573,association of inflammatory cytokines and endothelial adhesion molecules with immunological virological and cardiometabolic disease in hiv infected individuals,2014 May,2014
24359563,web based intervention trial for depressive symptoms and subjective well being in patients with chronic hiv infection,2014,2014
24359539,challenge of referring hiv positive pregnant women with treatment indication from pmtct to art services a retrospective follow up study in mbeya tanzania,2014,2014
24359520,acceptability and factors associated with willingness to receive short messages for improving antiretroviral therapy adherence in china,2014,2014
24359430,transcriptional profiling reveals molecular signatures associated with hiv permissiveness in th1th17 cells and identifies peroxisome proliferator activated receptor gamma as an intrinsic negative regulator of viral replication,2013 Dec 21,2013
24359409,gp41 659 671 hiv 1 antibody epitope a structurally challenging small peptide,2014 Jan 9,2014
24359263,brain localization of kaposi s sarcoma in a patient treated by combination antiretroviral therapy,2013 Dec 21,2013
24359205,is symptom burden associated with treatment status and disease stage among adult hiv outpatients in east africa,2014 Mar,2014
24359140,sphere formation assay is not an effective method for cancer stem cell derivation and characterization from the caco 2 colorectal cell line,2014 Mar,2014
26393059,refining compliance surveys to measure the smokefree status of jurisdictions using the delphi method,2013 Dec 21,2013
26393057,countrywide audit of multidrug resistant tuberculosis and treatment outcomes in mongolia,2013 Dec 21,2013
26393056,perceptions health care seeking behaviour and implementation of a tuberculosis control programme in lambar n gabon,2013 Dec 21,2013
26393055,tuberculosis treatment outcomes among hospital workers at a public teaching and national referral hospital in kenya,2013 Dec 21,2013
26393050,development and testing of models of tuberculosis contact tracing in rural southern africa,2013 Dec 21,2013
26393049,screening for tuberculosis in pregnancy do we need more than a symptom screen experience from western kenya,2013 Dec 21,2013
26393048,antiretroviral therapy uptake among adult tuberculosis patients newly diagnosed with hiv in nyanza province kenya,2013 Dec 21,2013
26393047,one stop shop approach in antenatal care does this improve antiretroviral treatment uptake in zimbabwe,2013 Dec 21,2013
26393045,prevalence and incidence of cervical intra epithelial neoplasia among female sex workers in korogocho kenya,2013 Dec 21,2013
24358431,have malawian women embraced the female condom,2013 Sep,2013
24358429,histoplasmosis in a malawian patient on art,2013 Sep,2013
24358422,reproductive decisions of couples living with hiv in malawi what can we learn for future policy and research studies,2013 Sep,2013
24358314,development of non profit organisations providing health and social services in rural south africa a three year longitudinal study,2013,2013
24358269,replicating modified vaccinia tiantan strain expressing an avian derived influenza h5n1 hemagglutinin induce broadly neutralizing antibodies and cross clade protective immunity in mice,2013,2013
24358268,cd4 cell levels during treatment for tuberculosis tb in ethiopian adults and clinical markers associated with cd4 lymphocytopenia,2013,2013
24358257,highly sensitive allele specific pcr testing identifies a greater prevalence of transmitted hiv drug resistance in japan,2013,2013
24358239,men at risk a qualitative study on hiv risk gender identity and violence among men who have sex with men who report high risk behavior in kampala uganda,2013,2013
24358211,hepatitis c virus genotype diversity among intravenous drug users in yunnan province southwestern china,2013,2013
24358185,high prevalence of malaria parasitemia and anemia among hospitalized children in rakai uganda,2013,2013
24358123,high hiv incidence among persons who inject drugs in pakistan greater risk with needle sharing and injecting frequently among the homeless,2013,2013
24357612,knowledge of and attitudes towards hiv aids a survey among dental students in ajman uae,2015 May,2015
24357042,impact of future expectations on adolescent sexual risk behavior,2015 Jan,2015
24356869,early male partnership patterns social support and sexual risk behavior among young men who have sex with men,2014 Aug,2014
24356741,acute hepatitis due to infectious mononucleosis in a 21 year old man,2013 Jul,2013
24356495,patterns of caribbean masculinities and condom compliance among males in grenada,2014 Jul,2014
24356328,concentrated hiv subepidemics in generalized epidemic settings,2014 Mar,2014
24356327,epidemiology of hiv in latin america and the caribbean,2014 Mar,2014
24356306,cell death by pyroptosis drives cd4 t cell depletion in hiv 1 infection,2014 Jan 23,2014
24356253,pharmacokinetics of pediatric lopinavir ritonavir tablets in children when administered twice daily according to fda weight bands,2014 Mar,2014
24355674,health and economic impact of breast cancer mortality in young women 1970 2008,2014 Jan,2014
24355644,treatment goals of pulmonary hypertension,2013 Dec 24,2013
24355556,novel homozygous no stop mutation in g6pc gene from a chinese patient with glycogen storage disease type ia,2014 Feb 25,2014
24355367,infectious disease cdc update detection of acute hiv infection in two evaluations of a new hiv diagnostic testing algorithm united states 2011 2013,2014 Jan,2014
24355231,clinically irrelevant positivity for serum proteinase 3 anca in hiv disease,2013 Oct-Dec,2013
24355032,towards national and global measurement of antiretroviral therapy effectiveness,2014 Jan,2014
24355031,atazanavir based therapy with pegylated interferon and ribavirin for patients with hepatitis c and hiv,2014 Jan,2014
24355026,vector control to eliminate artemisinin resistant malaria in the greater mekong subregion,2014 Jan,2014
24354799,out gel tryptic digestion procedure for chemical cross linking studies with mass spectrometric detection,2014 Feb 7,2014
24354712,systematic review of health service interventions to improve linkage with or retention in hiv care,2014,2014
24354642,factors affecting adherence to short course arv prophylaxis for preventing mother to child transmission of hiv in sub saharan africa a review and lessons for future elimination,2014,2014
24354259,desire of the french government penalize the clients of prostitute s,2013 Nov 20,2013
24354062,hiv 1 genetic variants in the asian part of russia a study 2005 2010,2013 Jul-Aug,2013
24353643,case series of syphilis and hiv co infections,2013 May,2013
24353443,neurological syndrome in an hiv prevention trial participant randomized to daily tenofovir disoproxil fumarate 300 mg and emtricitabine 200 mg in bondo kenya,2013,2013
24353004,impact of proficiency testing program for laboratories conducting early diagnosis of hiv 1 infection in infants in low to middle income countries,2014 Mar,2014
24352731,transformation of saturated nitrogen containing heterocyclic compounds by microorganisms,2014 Feb,2014
24352659,host samhd1 protein promotes hiv 1 recombination in macrophages,2014 Jan 31,2014
24352455,diverse recombinant hiv 1 envs fail to activate b cells expressing the germline b cell receptors of the broadly neutralizing anti hiv 1 antibodies pg9 and 447 52d,2014 Mar,2014
24352453,differential impact of pd 1 and or interleukin 10 blockade on hiv 1 specific cd4 t cell and antigen presenting cell functions,2014 Mar,2014
24352444,interaction with cellular cd4 exposes hiv 1 envelope epitopes targeted by antibody dependent cell mediated cytotoxicity,2014 Mar,2014
24352443,global panel of hiv 1 env reference strains for standardized assessments of vaccine elicited neutralizing antibodies,2014 Mar,2014
24352441,epigenetic regulation of hiv 1 latency in astrocytes,2014 Mar,2014
24352348,high rate of hiv resuppression after viral failure on first line antiretroviral therapy in the absence of switch to second line therapy,2014 Apr,2014
24352276,365 days nature s 10,2013 Dec 19,2013
24352234,immunological and virological mechanisms of vaccine mediated protection against siv and hiv,2014 Jan 23,2014
24352190,revisiting pneumonia and exposure status in infants born to hiv infected mothers,2014 Jan,2014
24352189,long term effectiveness of combination antiretroviral therapy and prevalence of hiv drug resistance in hiv 1 infected children and adolescents in rwanda,2014 Jan,2014
24352135,exploration of gender differences of chlamydia trachomatis infection amongst young people reveals limitations of using sexual histories to assess risk in high prevalence areas,2014 Jul,2014
24352134,rectal chlamydia in heterosexual women more questions than answers,2014 Jul,2014
24352133,clinical and epidemiological characteristics of individuals with very high rapid plasma reagin,2014 Jul,2014
24352132,psychosocial correlates of hiv testing among men who have sex with men in italy a cross sectional study,2014 Jun,2014
24352130,correlates of non adherence to antiretroviral therapy in a cohort of hiv positive drug users receiving antiretroviral therapy in hanoi vietnam,2014 Aug,2014
24352129,2013 european guideline on the management of proctitis proctocolitis and enteritis caused by sexually transmissible pathogens,2014 Jun,2014
24352128,epidemiology of syphilis infection among drug users at methadone maintenance treatment clinics in china systematic review and meta analysis,2014 Jul,2014
24352126,direct monthly highly active antiretroviral therapy supply a method to increase patient s adherence and outcome experience of one aids centre in israel,2014 Jul,2014
24352125,case of multicentric castleman s disease in hiv infection with the rare complication of acquired angioedema,2014 Jun,2014
24352124,limited spread of hepatitis c among hiv negative men who have sex with men in stockholm sweden,2014 Jun,2014
24352123,prevalence of vitamin d deficiency in hiv positive antiretroviral treatment na ve patients in a single centre study,2014 Jun,2014
24352122,systematic review of cognitive behavioural interventions for hiv risk reduction in substance using men who have sex with men,2014 Aug,2014
24352120,alarming epidemics of human immunodeficiency virus and hepatitis c virus among injection drug users in the northwestern bordering state of punjab india prevalence and correlates,2014 Jul,2014
24352119,man with oral lesions constipation and back pain,2014 Jun,2014
24352118,hiv knowledge and risks among vietnamese men who have sex with men travelling abroad,2014 Aug,2014
24352117,population level associations between antiretroviral therapy scale up and all cause mortality in south africa,2014 Aug,2014
24351796,gene therapy strategies for hiv aids preclinical modeling in humanized mice,2013 Dec 12,2013
24351567,acceptability status of early antiretroviral therapy among hiv positive men who have sex with men,2013 Sep,2013
24351422,evaluating the concordance of physician judgments and patient preferences on aids hiv therapy a discrete choice experiment,2013 Dec 18,2013
24351420,perceived barriers and facilitators of using a web based interactive decision aid for colorectal cancer screening in community practice settings findings from focus groups with primary care clinicians and medical office staff,2013 Dec 18,2013
24351091,cost minimization comparison of darunavir plus ritonavir and lopinavir ritonavir in hiv 1 infected treatment na ve women of childbearing age,2014 Apr,2014
24351025,pharmacological management of cardiovascular conditions and diabetes in older adults with hiv infection,2014 May,2014
24350990,factors associated with khat use among youths visiting hiv testing and counseling centers in gamo gofa southern ethiopia,2013 Dec 18,2013
24350758,semiparametric analysis of linear transformation models with covariate measurement errors,2014 Mar,2014
24350750,sexual health and dissociative experiences among abused women,2014 Jan,2014
24350672,research agenda for documenting disability status within healthcare organizations to address disparities in care,2014 Mar-Apr,2014
24350505,diagnosis and treatment of spondylodiscitis in hiv positive patients,2013 Oct,2013
24350203,unprotected anal intercourse among iranian intra venous drug users,2013,2013
24350202,perceived risk modifies the effect of hiv knowledge on sexual risk behaviors,2013,2013
24350157,behavior of healthcare workers after injuries from sharp instruments,2013 Sep,2013
24349729,hepatitis a virus seropositivity in nurses and paramedical personnel at a university hospital in north iran,2013 May,2013
24349503,validation and calibration of a computer simulation model of pediatric hiv infection,2013,2013
24349402,risk factors for poor treatment outcomes in patients with mdr tb and xdr tb in china retrospective multi center investigation,2013,2013
24349359,is obesity a risk factor for vaccine non responsiveness,2013,2013
24349356,disparities in hiv screening among pregnant women el salvador 2011,2013,2013
24349345,high transcript levels of vitamin d receptor are correlated with higher mrna expression of human beta defensins and il 10 in mucosa of hiv 1 exposed seronegative individuals,2013,2013
24349334,genetic and non genetic determinants of raltegravir penetration into cerebrospinal fluid a single arm pharmacokinetic study,2013,2013
24349294,mortality among methadone maintenance clients in china a six year cohort study,2013,2013
24349288,decline in hiv and syphilis epidemics in chinese female sex workers 2000 2011 a systematic review and meta analysis,2013,2013
24349252,molecular epidemiologic characterization of a clustering hcv infection caused by inappropriate medical care in heyuan city of guangdong china,2013,2013
24349139,deciphering the complex distribution of human immunodeficiency virus type 1 subtypes among different cohorts in northern tanzania,2013,2013
24349007,performance of rapid point of care and laboratory tests for acute and established hiv infection in san francisco,2013,2013
24349005,phylogenetic relatedness of circulating hiv 1c variants in mochudi botswana,2013,2013
24348995,antibiotic stewardship ward rounds and a dedicated prescription chart reduce antibiotic consumption and pharmacy costs without affecting inpatient mortality or re admission rates,2013,2013
24348886,herpes zoster as a marker of underlying malignancy,2013,2013
24348811,lentiviral vector based therapy in head and neck cancer review,2014 Jan,2014
24348744,mathematical modeling of the hiv kaposi s sarcoma coinfection dynamics in areas of high hiv prevalence,2013,2013
24348678,modulation of lps induced cd4 t cell activation and apoptosis by antioxidants in untreated asymptomatic hiv infected participants an in vitro study,2013,2013
24348641,immunization of mice by bcg formulated hcv core protein elicited higher th1 oriented responses compared to pluronic f127 copolymer,2013,2013
24348560,management of internal root resorption on permanent teeth,2013,2013
24348252,genetic basis of escherichia coli pathoadaptation to macrophages,2013,2013
24348184,predictors of delayed entry into medical care of children diagnosed with hiv infection data from an hiv cohort study in india,2013,2013
24348073,poor immunological recovery among severely immunosuppressed antiretroviral therapy na ve ugandans,2013,2013
24347817,evidence for a syndemic in aging hiv positive gay bisexual and other msm implications for a holistic approach to prevention and healthcare,2012 Nov 1,2012
24347734,ethics of feedback of hiv test results in population based surveys of hiv infection,2013 Dec 1,2013
24347709,community health workers for universal health care coverage from fragmentation to synergy,2013 Nov 1,2013
24347521,cost effectiveness of an internet based treatment program for stress urinary incontinence,2015 Mar,2015
24347455,spontaneous bilateral compartment syndrome in a hiv positive patient,2013 Dec 17,2013
24347146,measuring hiv aids related stigma across south africa a versatile and multidimensional scale,2014 Aug,2014
24347095,dolutegravir a new integrase strand transfer inhibitor for the treatment of hiv,2014 May,2014
24347050,computationally simple estimation and improved efficiency for special cases of double truncation,2014 Jul,2014
24346926,use of the bilobed flap in the pubic region after tumoral lesion excision,2013 Nov-Dec,2013
24346897,implantation of autologous fat globules in localized scleroderma and idiopathic lipoatrophy report of five patients,2013 Nov-Dec,2013
24346893,indeterminate leprosy and lepromatous index case four cases in the same family,2013 Nov-Dec,2013
24346864,enema use among men who have sex with men a behavioral epidemiologic study with implications for hiv sti prevention,2014 May,2014
24346780,recurrence of cervical intraepithelial neoplasia in human immunodeficiency virus infected women treated by means of electrosurgical excision of the transformation zone lletz in rio de janeiro brazil,2013,2013
24346678,incorporated antivirals for chronic hepatitis b in brazil a cost effectiveness analysis,2013 Aug,2013
24346670,coexistence of hiv 1 variants with dipeptidic insertion in the reverse transcriptase gene,2013 Aug,2013
24346644,hiv infection deregulates the balance between regulatory t cells and il 2 producing cd4 t cells by decreasing the expression of the il 2 receptor in treg,2014 Mar 1,2014
24346643,reply to pmid 23892243,2014 Apr 1,2014
24346640,randomized double blind comparison of single tablet regimen elvitegravir cobicistat emtricitabine tenofovir df vs ritonavir boosted atazanavir plus emtricitabine tenofovir df for initial treatment of hiv 1 infection analysis of week 144 results,2014 Mar 1,2014
24346639,predictive value of anemia for tuberculosis in hiv infected patients in sub saharan africa an indication for routine microbiological investigation using new rapid assays,2014 May 1,2014
24346638,association of chronic cough and pulmonary function with 6 minute walk test performance in hiv infection,2014 Apr 15,2014
24346636,point of care c reactive protein testing to facilitate implementation of isoniazid preventive therapy for people living with hiv,2014 Apr 15,2014
24346381,does first line antiretroviral therapy increase the prevalence of cardiovascular risk factors in indian patients a cross sectional study,2013 Oct-Dec,2013
24346166,use of auxiliary covariates in estimating a biomarker adjusted treatment effect model with clinical trial data,2016 Oct,2016
24346025,high risk sex and displacement among refugees and surrounding populations in 10 countries the need for integrating interventions,2014 Mar 13,2014
24345924,strategies to manage the hiv epidemic in gay bisexual and other men who have sex with men,2014 Feb,2014
24345848,safer sex negotiation and its association with condom use among clients of female sex workers in bangladesh,2015 Mar,2015
24345811,epidemiology of needlesticks at landsp tali university hospital during the years 1986 2011 a descriptive study,2013 Dec,2013
24345729,antiretroviral therapy and drug resistance in human immunodeficiency virus type 2 infection,2014 Feb,2014
24345424,effect of patient narratives on information search in a web based breast cancer decision aid an eye tracking study,2013 Dec 17,2013
24345377,pulmonary arterial hypertension in hiv infection a concise review,2014 Apr,2014
24344953,short communication cd4 t cell declines occurring during suppressive antiretroviral therapy reflect continued production of casp8p41,2014 May,2014
24344805,baseline assessment of adult and adolescent primary care delivery in rwanda an opportunity for quality improvement,2013 Dec 17,2013
24344792,progress in understanding oral health and hiv aids,2014 Apr,2014
24344629,immigrant sexual minority latino men in rural north carolina an exploration of social context social behaviors and sexual outcomes,2014,2014
24344601,vulnerability of adolescent students to std hiv in imperatriz maranhao,2013 Sep,2013
24344586,demands of home care of children born exposed to hiv in the perspective of the environmental theory,2013 Sep,2013
24344541,occupational exposures in healthcare workers in university hospital dubrava 10 year follow up study,2013 Sep,2013
24344532,patients satisfaction with sexual and reproductive health services delivered in hiv clinics across european regions,2013 Sep,2013
24344421,hiv prevention studies educate smarter boost women s earning power,2013 Sep,2013
24344048,eminent dermatologist moriz kaposi 1837 1902 and the first description of idiopathic multiple pigmented sarcoma of the skin,2013 Oct-Dec,2013
24343782,cobicistat a review of its use as a pharmacokinetic enhancer of atazanavir and darunavir in patients with hiv 1 infection,2014 Feb,2014
24343745,primary and secondary hepatic lymphomas diagnosed by image guided fine needle aspiration a retrospective study of clinical and cytomorphologic findings,2014 Jan,2014
24343710,expression of six drug transporters in vaginal cervical and colorectal tissues implications for drug disposition in hiv prevention,2014 May,2014
24343580,primary care guidelines for the management of persons infected with hiv 2013 update by the hiv medicine association of the infectious diseases society of america,2014 Jan,2014
24342660,association of bank1 and cytokine gene polymorphisms with type 1 diabetes in tunisia,2014 Feb 25,2014
24342545,enhancing the public impact of ethnography,2013 Dec,2013
24342485,multispot rapid hiv 1 hiv 2 differentiation assay is comparable with the western blot and an immunofluorescence assay at confirming hiv infection in a prospective study in three regions of the united states,2013 Dec,2013
24342484,comparative evaluation of the bio rad geenius hiv 1 2 confirmatory assay and the bio rad multispot hiv 1 2 rapid test as an alternative differentiation assay for clsi m53 algorithm i,2013 Dec,2013
24342483,evaluation of the cdc proposed laboratory hiv testing algorithm among men who have sex with men msm from five us metropolitan statistical areas using specimens collected in 2011,2013 Dec,2013
24342482,performance comparison of the 4th generation bio rad laboratories gs hiv combo ag ab eia on the evolis automated system versus abbott architect hiv ag ab combo ortho anti hiv 1 2 eia on vitros eci and siemens hiv 1 o 2 enhanced on advia centaur,2013 Dec,2013
24342481,use of the abbott architect hiv antigen antibody assay in a low incidence population,2013 Dec,2013
