UID,Title,PublicationDate,PublicationYear
11122382,virucidal heat treatment of single plasma units a potential approach for developing countries,2000 Nov,2000
11122244,induction of cd95 ligand expression on t lymphocytes and b lymphocytes and its contribution to apoptosis of cd95 up regulated cd4 t lymphocytes in macaques by infection with a pathogenic simian human immunodeficiency virus,2000 Dec,2000
11122243,activation of signal transduction and apoptosis in healthy lymphomonocytes exposed to bystander hiv 1 infected cells,2000 Dec,2000
11122242,apoptosis and apoptosis associated perturbations of peripheral blood lymphocytes during hiv infection comparison between aids patients and asymptomatic long term non progressors,2000 Dec,2000
11122240,t cell activation apoptosis and cytokine dysregulation in the co pathogenesis of hiv and pulmonary tuberculosis tb,2000 Dec,2000
11122042,kaposi s sarcoma like lesions and other nodules as cutaneous involvement in aids related visceral leishmaniasis,2000 Dec,2000
11121817,horizontal versus vertical transmission of parasites in a stochastic spatial model,2000 Nov,2000
11121442,endocytosis and recycling of the hiv coreceptor ccr5,2000 Dec 11,2000
11121370,dermatological infectiology quo vadis symposium ruhr university september 29 30 2000 abstracts,2000 Nov 30,2000
11121058,highly restricted spread of hiv 1 and multiply infected cells within splenic germinal centers,2000 Dec 19,2000
11120947,role of p glycoprotein in the course and treatment of encephalitozoon microsporidiosis,2001 Jan,2001
11120944,inducible azole resistance associated with a heterogeneous phenotype in candida albicans,2001 Jan,2001
11120940,pharmacokinetic and pharmacodynamic study of the human immunodeficiency virus protease inhibitor amprenavir after multiple oral dosing,2001 Jan,2001
11120935,thalidomide in low intermittent doses does not prevent recurrence of human immunodeficiency virus associated aphthous ulcers,2001 Jan 15,2001
11120933,candida specific systemic cell mediated immune reactivities in human immunodeficiency virus positive persons with mucosal candidiasis,2001 Jan 15,2001
11120887,multiple site specific heteroduplex tracking assay as a tool for the study of viral population dynamics,2001 Jan 2,2001
11120849,tat protein is an hiv 1 encoded beta chemokine homolog that promotes migration and up regulates ccr3 expression on human fc epsilon ri cells,2000 Dec 15,2000
11120646,controlled overexpression of bckd kinase expression metabolic engineering applied to bcaa metabolism in a mammalian system,2000 Oct,2000
11120645,directed evolution of toluene dioxygenase from pseudomonas putida for improved selectivity toward cis indandiol during indene bioconversion,2000 Oct,2000
11120615,non typhoidal salmonella bacteraemia without gastroenteritis a marker of underlying immunosuppression review of cases at st thomas hospital 1970 1999,2000 Nov,2000
11120609,rhodococcus equi and hiv 1 infection in uganda,2000 Nov,2000
11119593,transient mobilization of human immunodeficiency virus hiv specific cd4 t helper cells fails to control virus rebounds during intermittent antiretroviral therapy in chronic hiv type 1 infection,2001 Jan,2001
11119580,alteration of zinc binding residues of simian immunodeficiency virus p8 nc results in subtle differences in gag processing and virion maturation associated with degradative loss of mutant nc,2001 Jan,2001
11119575,evaluation of cytotoxic t lymphocyte responses in human and nonhuman primate subjects infected with human immunodeficiency virus type 1 or simian human immunodeficiency virus,2001 Jan,2001
11119436,pap smear intervals safe,2000 Dec,2000
11119435,four drug regimens may be better,2000 Dec,2000
11119434,hiv aids case histories iron deficiency anemia and altered iron metabolism in hiv infection,2000 Dec,2000
11119432,serologic examination of hepatitis b infection and immunization in hiv positive youth and associated risks the pediatric aids clinical trials group protocol 220 team,2000 Dec,2000
11119431,characteristics of hiv 1 infected patients with cd4 cd8 lymphocyte ratio normalization on antiretroviral therapy,2000 Dec,2000
11119430,hiv associated nephropathy case study and review of the literature,2000 Dec,2000
11119429,oral lesions in hiv aids patients undergoing highly active antiretroviral treatment including protease inhibitors a new face of oral aids,2000 Dec,2000
11119427,africa matters,2000 Dec,2000
11119335,human immunodeficiency virus infection,2000 Dec,2000
11119271,clinical relevance of cytokine production in hiv 1 infection in children on antiretroviral therapy,2000 Dec,2000
11119270,prognostic value of soluble intercellular adhesion molecule 1 s icam 1 in hiv infected children,2000 Dec,2000
11119269,connectivity and hiv 1 infection role of cd4 t cell counts and hiv 1 rna copy number,2000 Dec,2000
11119181,taking antiretroviral therapy for hiv infection learning from patients stories,2000 Dec,2000
11119180,cue dose training with monetary reinforcement pilot study of an antiretroviral adherence intervention,2000 Dec,2000
11119179,propensity of hiv patients to seek urgent and emergent care hiv cost and services utilization study consortium,2000 Dec,2000
11118878,pneumocystis carinii diagnosis an update,2000 Dec,2000
11118875,is there in vivo in vitro correlation between antifungal susceptibility species of candida spp and clinical outcome,2000 Dec,2000
11118855,use of hiv 1 p24 as a sensitive precise and inexpensive marker for infection disease progression and treatment failure,2000 Dec,2000
11118854,genotyping in hiv drug resistance mutations epidemiology in 145 patients,2000 Dec,2000
11118853,resistance to antiretroviral drugs in patients with primary hiv 1 infection investigators of the quebec primary infection study,2000 Dec,2000
11118852,clinical impact of anti retroviral resistance testing current problems and future directions,2000 Dec,2000
11118851,new concepts for future control of hiv derived from studies of pathogenesis,2000 Dec,2000
11118394,reactivation of hepatitis b virus replication accompanied by acute hepatitis in patients receiving highly active antiretroviral therapy,2001 Jan,2001
11118393,paronychia in association with indinavir treatment,2001 Jan,2001
11118391,sex differences in nevirapine rash,2001 Jan,2001
11118390,determinants of antimicrobial prophylaxis use and treatment for wasting among patients with advanced human immunodeficiency virus disease in the united states 1995 1998,2001 Jan,2001
11118375,herpes simplex virus infection induces replication of human immunodeficiency virus type 1,2000 Dec 20,2000
11118373,in vitro induction of hiv 1 replication in resting cd4 t cells derived from individuals with undetectable plasma viremia upon stimulation with human t cell leukemia virus type i,2000 Dec 20,2000
11118364,soluble glycosaminoglycans do not potentiate rantes antiviral activity on the infection of primary macrophages by human immunodeficiency virus type 1,2000 Dec 20,2000
11118362,molecular cloning and biological characterization of full length hiv 1 subtype c from botswana,2000 Dec 20,2000
11118351,visualization of tt virus particles recovered from the sera and feces of infected humans,2000 Dec 20,2000
11118314,reciprocal modulation of transcriptional activities between hiv 1 tat and mhc class ii transactivator ciita,2000 Dec 20,2000
11118121,simultaneous quantitation of the 5 triphosphate metabolites of zidovudine lamivudine and stavudine in peripheral mononuclear blood cells of hiv infected patients by high performance liquid chromatography tandem mass spectrometry,2000 Dec,2000
11118079,low mannose binding lectin serum concentrations in hiv long term nonprogressors,2000 Nov 20,2000
11118078,molecular characterization of human immunodeficiency virus type 1 infected individuals from bolivia reveals the presence of two distinct genetic subtypes b and f,2000 Nov 20,2000
11118076,identification of a genetic subcluster of hiv type 1 subtype c c widespread in ethiopia,2000 Nov 20,2000
11118075,effect of mycobacterial infection on virus loads and disease progression in simian immunodeficiency virus infected rhesus monkeys,2000 Nov 20,2000
11118073,longitudinal changes in cd4 t cell antigen receptor diversity and naive memory cell phenotype during 9 to 26 months of antiretroviral therapy of hiv infected patients,2000 Nov 20,2000
11118072,frequency of cytokine producing t cells in hiv infected patients treated with stavudine didanosine and ritonavir,2000 Nov 20,2000
11118070,molecular function of the cd4 d1 domain in coreceptor mediated entry by hiv type 1,2000 Nov 20,2000
11118069,emergence of new forms of human immunodeficiency virus type 1 intersubtype recombinants in central myanmar,2000 Nov 20,2000
11118068,interaction between hiv type 1 glycoprotein 120 and cxcr4 coreceptor involves a highly conserved arginine residue in hypervariable region 3,2000 Nov 20,2000
11118066,naive cd4 t lymphocytes express high levels of bcl 2 after highly active antiretroviral therapy for hiv infection,2000 Nov 20,2000
11117964,hcv prevalence in pregnant women in the uk,2000 Oct,2000
11117955,tuberculosis in the veterans healthcare system a six year review and evaluation of programme effectiveness,2000 Oct,2000
11117943,spread of hiv and aids in china,2000 Nov 25,2000
11117935,hiv 1 and scrub typhus,2000 Nov 25,2000
11117658,indirect cost of hiv infection in england,2000 Nov,2000
11117648,prospective evaluation and follow up of european patients with visceral leishmaniasis and hiv 1 coinfection in the era of highly active antiretroviral therapy,2000 Oct,2000
11117496,brain and csf entry of the novel non nucleoside reverse transcriptase inhibitor gw420867x,2000 Nov 27,2000
11117100,differential risk perceptions for unintended pregnancy stds and hiv aids among urban adolescents some preliminary findings,2000 Dec,2000
11116956,human gamma delta t lymphocytes in hiv disease effector functions and control by natural killer cell receptors,2000,2000
11115958,survival in children with perinatal hiv infection and very low cd4 lymphocyte counts,2000 Nov 1,2000
11115957,nucleoside exposure in the children of hiv infected women receiving antiretroviral drugs absence of clear evidence for mitochondrial disease in children who died before 5 years of age in five united states cohorts,2000 Nov 1,2000
11115956,in vitro anti toxoplasma gondii antibody production by peripheral blood mononuclear cells in the diagnosis and the monitoring of toxoplasmic encephalitis in aids related brain lesions,2000 Nov 1,2000
11115953,dose finding study of once daily indinavir ritonavir plus zidovudine and lamivudine in hiv infected patients,2000 Nov 1,2000
11115952,prospective randomized two arm controlled study to determine the efficacy of a specific intervention to improve long term adherence to highly active antiretroviral therapy,2000 Nov 1,2000
11115950,dominant source of cd4 and cd8 t cell activation in hiv infection is antigenic stimulation,2000 Nov 1,2000
11115697,mapping of b cell epitopes on human parvovirus b19 non structural and structural proteins,2000 Nov 22,2000
11115689,antigenicity and immunogenicity of the hiv 1 gp41 epitope eldkwa inserted into permissive sites of the male protein,2000 Nov 22,2000
11115268,retinopathy as the initial presentation of human immunodeficiency virus 2 infection,2000 Dec,2000
11115146,factors associated with cane use among community dwelling older adults,2000 Nov-Dec,2000
11115026,management of tuberculosis in children,2000 Dec,2000
11115007,health related quality of life in a swedish sample of hiv infected persons,2000 Nov,2000
11114968,hiv 1 specific cellular immune responses among hiv 1 resistant sex workers,2000 Dec,2000
11114962,cytokine secretion is impaired in women with diabetes mellitus,2000 Nov,2000
11114840,aggressive daily interferon therapy in hiv hcv coinfected patients,2000 Dec 1,2000
11114836,hiv 1 seroprevalence risk factors and preventive behaviors among women in northern thailand,2000 Dec 1,2000
11114834,functional health literacy is associated with health status and health related knowledge in people living with hiv aids,2000 Dec 1,2000
11114833,long term safety and antiretroviral activity of hydroxyurea and didanosine in hiv infected patients,2000 Dec 1,2000
11114830,multicenter review of protease inhibitors in 89 pregnancies,2000 Dec 1,2000
11114828,altered viral fitness of hiv 1 following failure of protease inhibitor based therapy,2000 Dec 1,2000
11114761,seroprevalence of hiv infection among pregnant women in the veneto region north east italy,2000 Nov,2000
11114713,proliferation and apoptosis in the evolution of endemic and acquired immunodeficiency syndrome related kaposi s sarcoma,2000 Nov,2000
11114167,pivotal role of cyclic nucleoside phosphodiesterase 4 in tat mediated cd4 t cell hyperactivation and hiv type 1 replication,2000 Dec 19,2000
11114129,cytokine gene expression and t cell proliferative responses in lymph node mononuclear cells from children with early stage human immunodeficiency virus infection,2000 Dec,2000
11114090,determination of lodenosine and its major metabolite in human plasma by liquid chromatography electrospray ionization tandem mass spectrometry,2000 Nov,2000
11114077,limits to potent antiretroviral therapy,2000 Nov-Dec,2000
11113999,immunoenhancing properties of plantago major leaf extract,2000 Dec,2000
11113953,epidemiology in the pharmaceutical industry a perspective for infectious diseases,2000 Dec 15,2000
11113952,analysis and design issues for studies using censored biomarker measurements with an example of viral load measurements in hiv clinical trials,2000 Dec 15,2000
11113945,empirical bayes approach to estimating the number of hiv infected individuals in hidden and elusive populations,2000 Nov 30,2000
11113943,comparison of competing risks failure time methods and time independent methods for assessing strain variations in vaccine protection,2000 Nov 30,2000
11113816,resolution of recalcitrant human papillomavirus gingival infection with topical cidofovir,2000 Dec,2000
11113645,physical stabilisation of amorphous ketoconazole in solid dispersions with polyvinylpyrrolidone k25,2001 Jan,2001
11113129,evaluation of prototype transmembrane 4 superfamily protein complexes and their relation to lipid rafts,2001 Mar 16,2001
11112910,ige mediated reaction to a banana flavored drug additive,2000 Dec,2000
11112675,high rate of tuberculosis reinfection during a nosocomial outbreak of multidrug resistant tuberculosis caused by mycobacterium bovis strain b,2001 Jan,2001
11112674,failure of cidofovir therapy in progressive multifocal leukoencephalopathy unrelated to human immunodeficiency virus,2001 Jan,2001
11112497,establishment of latent hiv 1 infection of resting cd4 t lymphocytes does not require inactivation of vpr,2000 Dec 5,2000
11112494,induction of long term protective effects against heterologous challenge in sivhu infected macaques,2000 Dec 5,2000
11112487,ubiquitination of hiv 1 and mulv gag,2000 Dec 5,2000
11112363,preferential s phase entry and apoptosis of cd4 t lymphocytes of hiv 1 infected patients after in vitro cultivation,2000 Dec,2000
11112228,hepatitis c in patients with human immunodeficiency virus infection diagnosis natural history meta analysis of sexual and vertical transmission and therapeutic issues,2000 Dec 11-25,2000
11112145,comparison of sputum induction with fiberoptic bronchoscopy in the diagnosis of tuberculosis experience at an acquired immune deficiency syndrome reference center in rio de janeiro brazil,2000 Dec,2000
11112115,community acquired bacterial pneumonia in human immunodeficiency virus infected patients validation of severity criteria the grupo andaluz para el estudio de las enfermedades infecciosas,2000 Dec,2000
11112109,outcomes of contact investigations of infectious tuberculosis patients,2000 Dec,2000
11111877,management of hiv infection during pregnancy,2000 Oct,2000
11111812,design of the prospective randomized study for the treatment of patients with thrombotic microangiopathy prodromi study group,2000 Oct,2000
11111692,sexual problems experienced by women in hiv 1 crisis,2000 Jul,2000
11111463,stigma of being named aids carriers on haitian american women,2000 Apr-May,2000
11111375,global review of hiv infection its interaction with other infections and establishment responses,2000,2000
11111361,reducing the transmission of hiv 1 needle bleaching as a means of disinfection,2000 Nov-Dec,2000
11111277,survey of men who have sex with men mainland china,2000 Dec,2000
11111252,after cairo women s reproductive and sexual health rights and empowerment,2000 Dec,2000
11111247,the fight against sexually transmitted diseases in ivory coast what strategies can we use in the face of hiv aids,2000 Jul-Aug,2000
11111230,benefits and complications of regular blood transfusion in patients with beta thalassaemia major,2000,2000
11110727,antenatal testing reduces vertical transmission of hiv,2000 Dec 9,2000
11110704,immunologic dynamics in hemophiliac patients infected with hepatitis c virus and human immunodeficiency virus influence of antiretroviral therapy,2000 Dec 15,2000
11110678,serum level of soluble urokinase type plasminogen activator receptor is a strong and independent predictor of survival in human immunodeficiency virus infection,2000 Dec 15,2000
11110677,evolving characteristics of aids related lymphoma,2000 Dec 15,2000
11110651,immune mediators in cerebrospinal fluid during cryptococcosis are influenced by meningeal involvement and human immunodeficiency virus serostatus,2001 Jan 15,2001
11110650,evolution of candida species and fluconazole susceptibility among oral and vaginal isolates recovered from human immunodeficiency virus hiv seropositive and at risk hiv seronegative women,2000 Jan,2000
11110175,diimide enhanced fingerprint detection with photoluminescent cds dendrimer nanocomposites,2000 Nov,2000
11110066,influence of psychiatric comorbidity on hiv risk behaviors changes during drug abuse treatment,2000,2000
11110045,sudden unexpected death as a consequence of indinavir induced nephropathy a case report,2000 Sep,2000
11109772,comparison of chest ct findings between suspected and definite cases of primary pulmonary m avium complex infection,2000 Oct,2000
11109686,study of the patterns and correlates of substance use among adolescents applying for drug treatment,2000 Oct,2000
11109648,the prognostic markers of survival and progression in hiv 1 infection a study of cd4 lymphocytes antigen p24 and viral load during 3 years in a cohort of 251 patients,2000 Oct,2000
11109633,evaluation of spontaneous peri transfusional screening for hvc and hiv at the rouen university hospital center,2000 Oct,2000
11109632,genetic diversity of viruses consequences for screening and prevention,2000 Oct,2000
11109598,association of kaposi sarcoma multiple myeloma a new case,2000 Nov,2000
11109592,cryptococcus neoformans infection in hematologic malignancies,2000 Nov,2000
11109482,subverting culture promoting hiv aids prevention among puerto rican and dominican women,2000 Dec,2000
11109467,diagnosis and treatment of tuberculous lymphadenitis of the neck,2000 Nov 18,2000
11109435,collapsing glomerulopathy and cytomegalovirus what are the links,2000 Nov 4,2000
11109429,testing for blood alcohol level within the scope of social medicine expert assessment,2000 Nov 10,2000
11109349,changing pattern of cytomegalovirus retinitis in human immunodeficiency virus disease,2000 Jun,2000
11109215,access and use of specific dental services in hiv disease,2000 Summer,2000
11109016,group a streptococcal appendicitis in a patient with aids,2000 Nov,2000
11109010,four year prospective evaluation of nosocomial bacteremia epidemiology microbiology and patient outcome,2000 Nov,2000
11108533,validation of a highly sensitive icp ms method for the determination of platinum in biofluids application to clinical pharmacokinetic studies with oxaliplatin,2000 Dec,2000
11108444,candida albicans allergen immunotherapy in recurrent vaginal candidiasis,2000 Sep-Oct,2000
11108438,prick prick with fresh foods in patients with latex allergy,2000 Sep-Oct,2000
11108415,nutritional supplementation of elderly hip fracture patients a randomized double blind placebo controlled trial,2000 Sep,2000
11108404,changing knowledge attitudes and practices of thai oral health personnel with regard to aids an evaluation of an educational intervention,2000 Sep,2000
11108102,helping mothers discuss sexuality and aids with adolescents,2000 Sep-Oct,2000
11107979,sexually transmitted infections among immigrants in denmark is it a problem,2000 Nov 13,2000
11107672,detection and clinical evaluation of gbv c hgv in plasma from patients with chronic hepatitis of unknown etiology,2000 Jul-Aug,2000
11107526,unusual presentation of secondary syphilis in 2 hiv 1 positive patients,2000 Nov,2000
11107364,nurses perception of specific nursing activities that can be delegated to other health care personnel,2000 Apr-Jun,2000
11107351,women hiv and violence a dangerous triad,2000 Mar,2000
11106888,competing risks in absence of independence impact of aids on liver function failure mortality and lung cancer on ischemic heart disease mortality,2000 Nov,2000
11106553,up regulation of ccr5 expression in the placenta is associated with human immunodeficiency virus 1 vertical transmission,2000 Dec,2000
11106540,identification of non b human immunodeficiency virus type 1 subtypes in rural georgia,2001 Jan 1,2001
11106539,distinct distribution of rare us genotypes of kaposi s sarcoma associated herpesvirus kshv in south texas implications for kshv epidemiology,2001 Jan 1,2001
11106536,early human immunodeficiency virus hiv infection in the hiv network for prevention trials vaccine preparedness cohort risk behaviors symptoms and early plasma and genital tract virus load,2001 Jan 1,2001
11106388,structural characterization of the human respiratory syncytial virus fusion protein core,2000 Dec 19,2000
11106387,cell injury releases endogenous adjuvants that stimulate cytotoxic t cell responses,2000 Dec 19,2000
11106304,pharmacological frontiers in the treatment of aids dementia,2000,2000
11106299,hiv dementia the role of the basal ganglia and dopaminergic systems,2000,2000
11106297,preclinical psychopharmacology of aids associated dementia lessons to be learned from the cognitive psychopharmacology of other dementias,2000,2000
