UID,Title,PublicationDate
16335461,friends for life one doctor takes hiv prevention into the hood,2005 Nov-Dec
16335333,valerian hops combination and diphenhydramine for treating insomnia a randomized placebo controlled clinical trial,2005 Nov
16335304,use of growth factors and cytokines to treat opportunistic infections in hiv 1 disease,2004
16335301,study of commercial sex and hiv sti related risk factors among hospitality girls in entertainment establishments in wuhan china,2004
16335300,is screening for anal cancer warranted in homosexual men,2004
16335295,testing men who have sex with men for neisseria gonorrhoeae and chlamydia trachomatis prior to the introduction of guidelines at an std clinic in melbourne,2004
16335292,socio demographic correlates of desire for hiv testing in tanzania,2004
16335291,subtypes of human immunodeficiency virus in australia and asia,2004
16335063,balancing the nation s health care scorecard the national healthcare quality and disparities reports,2005 Nov
16335002,study on adherence and interrelated factors of acquired immunedeficiency syndrome patients receiving antiretroviral treatment,2005 Jul
16334994,diagnosis of sexually transmitted infections sti using self collected non invasive specimens,2004
16334992,hiv in prison what are the risks and what can be done,2004
16334989,virological significance prevalence and genetic basis of hypersusceptibility to nonnucleoside reverse transcriptase inhibitors,2004
16334988,investigating widely available substances as vaginal microbicides,2004
16334888,lipid disorders in patients with hiv induced diseases,2005 Sep 10
16334713,twenty five years,2005
16334708,prevalence and correlates of hiv testing among college students an exploratory study,2005
16334502,avascular necrosis and protease inhibitors,2005 Nov
16334343,aspects of potato leafhopper homoptera cicadellidae biology on solanum berthaultii and other potato genotypes,2005 Oct
16334038,cytologic diagnosis of pulmonary nocardiosis a report of 3 cases,2005 Sep-Oct
16333933,contact screening and latent tb infection treatment in singapore correctional facilities,2005 Nov
16333687,aids and its treatments two doctors narratives of healing desire and belonging,2005 Winter
16333591,diagnosis of cardiac disorders by noninvasive techniques in hiv infected patients,2005 Nov
16333254,caution on circumcision cuts south africa s aids researchers,2005 Dec
16333138,visual detection of multiple viral amplicons by dipstick assay its application in screening of blood donors a welcome tool for the limited resource settings,2005 Dec
16333129,comparison of the avidity index method and the serologic testing algorithm for recent human immunodeficiency virus hiv seroconversion two methods using a single serum sample for identification of recent hiv infections,2005 Dec
16333125,association between cellular human immunodeficiency virus dna level and immunological parameters in patients with undetectable plasma viremia level during highly active antiretroviral therapy,2005 Dec
16333092,isolation of nontuberculous mycobacteria in zambia eight case reports,2005 Dec
16333081,comparison of two human immunodeficiency virus hiv rna surrogate assays to the standard hiv rna assay,2005 Dec
16332729,reducing hiv 1 transmission through prevention strategies targeting hiv 1 seropositive individuals,2006 Feb
16332560,introducing hiv aids to south african health sciences students,2005 Nov
16332431,bleomycin has antiviral properties against drug resistant hiv strains and sensitises virus to currently used antiviral agents,2006 Jan
16332402,hiv vaccine acceptability among communities at risk the impact of vaccine characteristics,2006 Mar 15
16332074,effect of a bound non nucleoside rt inhibitor on the dynamics of wild type and mutant hiv 1 reverse transcriptase,2005 Dec 14
16331583,study of binding stoichiometries of the human immunodeficiency virus type 1 reverse transcriptase by capillary electrophoresis and laser induced fluorescence polarization using aptamers as probes,2006 Feb
16331532,msm in hiv prevention trials are sexual partners with each other an ancillary study to the explore intervention,2006 Jan
16330952,fatal hhv 8 associated hemophagocytic syndrome in an hiv negative immunocompetent patient with plasmablastic variant of multicentric castleman disease plasmablastic microlymphoma,2006 Jan
16330945,epstein barr virus associated smooth muscle tumors are distinctive mesenchymal tumors reflecting multiple infection events a clinicopathologic and molecular analysis of 29 tumors from 19 patients,2006 Jan
16330751,developmental checkpoints of the basophil mast cell lineages in adult murine hematopoiesis,2005 Dec 13
16330702,impact of human immunodeficiency virus infection on cardiovascular disease in africa,2005 Dec 6
16330700,rheumatic and nonrheumatic valvular heart disease epidemiology management and prevention in africa,2005 Dec 6
16330531,cyclin t1 but not cyclin t2a is induced by a post transcriptional mechanism in pamp activated monocyte derived macrophages,2006 Feb
16330530,hiv gp41 induced apoptosis is mediated by caspase 3 dependent mitochondrial depolarization which is inhibited by hiv protease inhibitor nelfinavir,2006 Feb
16330476,women s experiences of and preferences for services after rape in south africa interview study,2006 Jan 28
16330436,lymphoproliferative disorders in costa rica and simian virus 40,2005 Dec
16330376,various approaches of therapeutic vaccination for the treatment of hiv type 1 infection,2005 Nov-Dec
16329710,do non nucleoside reverse transcriptase inhibitors contribute to lipodystrophy,2005
16329351,modern microbiological methods in diagnosis of adverse reactions after bcg vaccination case reports,2004
16329284,novel small molecular weight compound with a carbazole structure that demonstrates potent human immunodeficiency virus type 1 integrase inhibitory activity,2005
16329283,ccr5 antagonists host targeted antivirals for the treatment of hiv infection,2005
16329182,hiv aids and homelessness part 2 treatment issues,2005 Nov
16329177,volunteers sought for nih aids vaccine study,2005 Nov
16329176,aids vaccine test to be expanded based on upbeat results,2005 Nov
16329140,changes in acquired immunodeficiency syndrome related non hodgkin lymphoma in the era of highly active antiretroviral therapy incidence presentation treatment and survival,2006 Jan 1
16328942,grid based hiv expert system,2005 Oct
16328712,psychosocial behavioral and cultural predictors of sexual risk for hiv infection among latino men who have sex with men,2005 Dec
16328711,psychosocial impact of repeat hiv negative testing a follow up study,2005 Dec
16328705,child food insecurity and iron deficiency anemia in low income infants and toddlers in the united states,2006 Mar
16328557,genotypic and phenotypic resistance testing of hiv 1 in routine clinical care,2005 Nov
16328183,knotty skin tumors of an 80 year old patient presenting with estimated diagnosis of chronic venous insufficiency,2005 Nov 15
16327929,seroprevalence of rubella antibodies among antenatal patients in the western cape,2005 Sep
16327928,scientific justification for the participation of children and adolescents in hiv 1 vaccine trials in south africa,2005 Sep
16327915,mobility and aids,2005 Sep
16327659,intestinal and disseminated strongyloidosis two case studies,2005 Sep
16327656,mitochondrial hepatic toxicity associated with antiretroviral treatment,2005 Sep
16327587,case study delirium in an adolescent girl with human immunodeficiency virus associated dementia,2006 Jan
16327436,plasmablastic lymphoma in hiv positive patients an aggressive epstein barr virus associated extramedullary plasmacytic neoplasm,2005 Dec
16327339,evolution of resistance during first line treatment with boosted fosamprenavir is associated with baseline mutations,2006 Jan 2
16327334,efavirenz 600 mg day versus efavirenz 800 mg day in hiv infected patients with tuberculosis receiving rifampicin 48 weeks results,2006 Jan 2
16327333,once daily directly observed therapy lopinavir ritonavir plus indinavir as a protease inhibitor only salvage therapy in heavily pretreated hiv 1 infected patients a pilot study,2006 Jan 2
16327332,high rate of prov47a selection in hiv 2 patients failing lopinavir based haart,2006 Jan 2
16327330,heterosexual anal intercourse increases risk of hiv infection among young south african men,2006 Jan 2
16327329,decreased pregnancy rate after in vitro fertilization in hiv infected women receiving haart,2006 Jan 2
16327328,immune reconstitution inflammatory syndrome in hiv infected patients with disseminated histoplasmosis,2006 Jan 2
16327325,economic impact of antiretroviral therapy prescription decisions in the context of rapid scaling up of access to treatment lessons from mexico,2006 Jan 2
16327323,changes in sexual behavior and risk of hiv transmission after antiretroviral therapy and prevention interventions in rural uganda,2006 Jan 2
16327321,deaths in the era of haart contribution of late presentation treatment exposure resistance and abnormal laboratory markers,2006 Jan 2
16327319,survival and prognostic factors of hiv infected patients with hcv related end stage liver disease,2006 Jan 2
16327318,viability and effectiveness of large scale hiv treatment initiatives in sub saharan africa experience from western kenya,2006 Jan 2
16327316,proliferative ifngamma and il 2 producing t cell responses to hiv 2 in untreated hiv 2 infection,2006 Jan 2
16327312,key lesson of family planning programmes for hiv aids control,2006 Jan 2
16327112,short term impact of an hiv risk reduction intervention for soon to be released inmates in georgia,2005 Nov
16327111,hiv risk behaviors knowledge and prevention service experiences among african american and other offenders,2005 Nov
16327110,african american female drug users and hiv risk reduction challenges with criminal involvement,2005 Nov
16327109,building resiliency and vocational excellence brave program a violence prevention and role model program for young african american males,2005 Nov
16327105,disseminating hiv aids information to african americans,2005 Nov
16327104,hiv positive black women with histories of childhood sexual abuse patterns of substance use and barriers to health care,2005 Nov
16327102,reducing hiv aids and criminal justice involvement in african americans as a consequence of drug abuse,2005 Nov
16326858,acute bilateral parotitis caused by mycobacterium scrofulaceum immune reconstitution disease in a patient with aids,2005 Dec
16326857,relation of sexual risks and prevention practices with individuals stigmatising beliefs towards hiv infected individuals an exploratory study,2005 Dec
16326856,sexual risk behaviour among surinamese and antillean migrants travelling to their countries of origin,2005 Dec
16326855,audio computer assisted interviewing to measure hiv risk behaviours in a clinic population,2005 Dec
16326848,who pays for sex an analysis of the increasing prevalence of female commercial sex contacts among men in britain,2005 Dec
16326847,detection of mycoplasma genitalium in women with laparoscopically diagnosed acute salpingitis,2005 Dec
16326845,relation between the hiv and the re emerging syphilis epidemic among msm in germany an analysis based on anonymous surveillance data,2005 Dec
16326844,declining syphilis prevalence among pregnant women in northern botswana an encouraging sign for the hiv epidemic,2005 Dec
16326843,syphilis in adults,2005 Dec
16326842,risk of hiv aids in china subpopulations of special importance,2005 Dec
16326822,emerging epidemic of obesity in developing countries,2006 Feb
16326742,nephrotic syndrome in african children lack of evidence for tropical nephrotic syndrome,2006 Mar
16326213,patient safety latex allergy,2005 Dec
16326207,perioperative management of special populations immunocompromised host cancer hiv transplantation,2005 Dec
16325960,cost to health services of human immunodeficiency virus hiv co infection among tuberculosis patients in sudan,2006 Feb
16325880,preclinical evaluation of cellular immune responses elicited by a polyvalent dna prime protein boost hiv 1 vaccine,2006 Mar 1
16325657,rheumatic complications of human immunodeficiency virus infection in the era of highly active antiretroviral therapy emergence of a new syndrome of immune reconstitution and changing patterns of disease,2005 Dec
16325220,conserved amino acids of the human immunodeficiency virus type 2 vpx nuclear localization signal are critical for nuclear targeting of the viral preintegration complex in non dividing cells,2006 Mar 1
16325063,syphilis uncommon presentations in adults,2005 Nov-Dec
16324941,sti hiv prevention a model program in a school based health center,2005 Dec
16324925,hiv infection and high density lipoprotein the effect of the disease vs the effect of treatment,2006 Jan
16324843,use of cassia javahikai seed gum and gum g polyacrylamide as coagulant aid for the decolorization of textile dye solutions,2006 Jul
16324550,prevalence of antiretroviral drug resistance among previously untreated spanish patients infected with hiv,2005 Dec
16324547,validation of a questionnaire to estimate satisfaction with antiretroviral treatment cesta questionnaire,2005 Dec
16324546,clinical status adherence to haart and quality of life in hiv infected patients receiving antiretroviral treatment,2005 Dec
16324221,hiv in semen still more to be learned,2005 Dec 3
16323952,cross linked polymeric nanogel formulations of 5 triphosphates of nucleoside analogues role of the cellular membrane in drug release,2005 Nov-Dec
16323702,neutralization of hiv 1 primary isolate by eldkwa specific murine monoclonal antibodies,2005
16323685,new offensives against hiv,2005 Dec
16323665,comparison of 3 tests for the diagnosis of pulmonary pneumocystosis in aids patients,2005 Jul-Sep
16323529,hiv aids care and prevention expenditures in mexico trends and estimations 1997 2002,2005 Sep-Oct
16323335,improving access to essential drugs for people living with hiv aids,2000 Jan-Mar
16323332,ethical considerations in aids vaccine trials,2000 Jan-Mar
16323309,oral epithelial cell antifungal activity approaches to evaluate a broad range of clinical conditions,2005 Sep
16323301,trials of aplaviroc halted in treatment naive patients,2005 Nov
16323298,hiv prevention and care in incarcerated populations,2005 Sep
16323241,identification of peptides from human pathogens able to cross activate an hiv 1 gag specific cd4 t cell clone,2006 Jan
16323129,microbicides to prevent hiv transmission overcoming obstacles to chemical barrier protection,2006 Jan 1
16323105,improved lipid profiles and maintenance of virologic control in heavily pretreated hiv infected patients who switched from stavudine to tenofovir treatment,2006 Jan 1
16323104,virological control during the first 6 18 months after initiating highly active antiretroviral therapy as a predictor for outcome in hiv infected patients a danish population based 6 year follow up study,2006 Jan 1
16323102,emtricitabine a new antiretroviral agent with activity against hiv and hepatitis b virus,2006 Jan 1
16323101,parasitic central nervous system infections in immunocompromised hosts malaria microsporidiosis leishmaniasis and african trypanosomiasis,2006 Jan 1
16323100,bone disease and hiv infection,2006 Jan 1
16323039,condom use at last sex among unmarried latino men an event level analysis,2005 Dec
16323038,toward errorless condom use a comparison of two courses to improve condom use skills,2005 Dec
16323033,voluntary hiv testing among adults with severe mental illness frequency and associated factors,2005 Dec
16322886,can an instruction video or palpation aid improve the effectiveness of breast self examination in detecting tumors an experimental study,2006 May
16322610,motor nerve palsy following primary total hip arthroplasty,2005 Dec
16322598,breakdown of pulmonary host defense in the immunocompromised host cancer chemotherapy,2005
16322594,immunocompromised host hiv infection,2005
16322475,fluctuations of functionally distinct cd8 t cell clonotypes demonstrate flexibility of the hiv specific tcr repertoire,2006 Mar 15
16322423,clonogenic bone marrow progenitor specific for macrophages and dendritic cells,2006 Jan 6
16322383,gh treatment reduces trunkal adiposity in hiv infected patients with lipodystrophy a randomized placebo controlled study,2005 Dec
16322314,in vitro and in vivo clinical pharmacology of dimethyl benzoylphenylurea a novel oral tubulin interactive agent,2005 Dec 1
16322194,coercive treatment of hiv positive children is not justified,2005 Dec
16322110,gastric mucosal hyperplasia via upregulation of gastrin induced by persistent activation of gastric innate immunity in major histocompatibility complex class ii deficient mice,2006 May
16321844,interactions between hiv infection and lymphoplasmacytoid lymphoma,2006 Jan
16321811,enhancing sirna effects in t cells for adoptive immunotherapy,2005 Dec
16321653,effect of infection with mycobacterium tuberculosis on t cell activation and proliferation in patients with and without hiv co infection,2005 Dec
16321646,fluconazole treatment of cryptococcal rib osteomyelitis in an hiv negative man a case report and review of the literature,2005 Dec
16321643,cryptococcal immune reconstitution inflammatory syndrome report of four cases in three patients and review of the literature,2005 Dec
16321539,synthesis and anti hiv activity of new alkenyldiarylmethane adam non nucleoside reverse transcriptase inhibitors nnrtis incorporating benzoxazolone and benzisoxazole rings,2006 Apr 1
