UID,Title,PublicationDate,PublicationYear
11746070,evaluating the impact of peer nurse case managed and standard hiv risk reduction programs on psychosocial and health promoting behavioral outcomes among homeless women,2001 Oct,2001
11745927,longitudinal study of serum neutralization of hiv 1 in infected plasma donors,2001 Dec,2001
11745926,influenza vaccination of hiv 1 positive and hiv 1 negative former intravenous drug users,2001 Dec,2001
11745925,intracellular and cell free infectious hiv 1 in rectal mucosa,2001 Dec,2001
11745924,failure of stavudine lamivudine combination therapy in antiretroviral naive patients with azt like hiv 1 resistance mutations,2001 Dec,2001
11745918,cyp3a inductive potential of the rifamycins rifabutin and rifampin in the rabbit,2001 May,2001
11745755,azt distribution in the fetal and postnatal rat central nervous system,2001 Dec,2001
11745695,placental expression of dc sign may mediate intrauterine vertical transmission of hiv,2001 Dec,2001
11745586,behavioral observation system bos a line staff assessment instrument of psychopathology,2001 Dec,2001
11745483,constitutive expression of the cyclooxygenase 2 gene in t cell lines infected with human t cell leukemia virus type i,2001 Dec 15,2001
11745399,variable fate of virus specific cd4 t cells during primary hiv 1 infection,2001 Dec,2001
11745223,germ cell tumors in patients infected by the human immunodeficiency virus,2001 Sep 15,2001
11744921,semen processing for hiv discordant couples,2001 Dec,2001
11744839,can hiv 1 contaminated syringes be disinfected implications for transmission among injection drug users,2001 Dec 15,2001
11744837,influence of a partner s hiv serostatus use of highly active antiretroviral therapy and viral load on perceptions of sexual risk behavior in a community sample of men who have sex with men,2001 Dec 15,2001
11744836,population based hiv testing and counseling in rural uganda participation and risk characteristics,2001 Dec 15,2001
11744835,hiv counseling and testing of pregnant women in sub saharan africa experiences from a study on prevention of mother to child hiv 1 transmission in dar es salaam tanzania,2001 Dec 15,2001
11744834,interleukin 7 receptor expression on cd8 t cells is reduced in hiv infection and partially restored with effective antiretroviral therapy,2001 Dec 15,2001
11744832,self reported symptoms and medication side effects influence adherence to highly active antiretroviral therapy in persons with hiv infection,2001 Dec 15,2001
11744831,amplification dynamics predicting the effect of hiv on tuberculosis outbreaks,2001 Dec 15,2001
11744830,evaluation of immune activation in hiv infected and uninfected african individuals by single cell analysis of cytokine production,2001 Dec 15,2001
11744532,needle exchange programs for the prevention of human immunodeficiency virus infection epidemiology and policy,2001 Dec 15,2001
11744430,high dose oral ganciclovir treatment for cytomegalovirus retinitis,2002 Feb,2002
11743707,long term methadone treatment effect on cd4 lymphocyte counts and hiv 1 plasma rna level in patients with hiv infection,2001,2001
11743479,cervical necrotizing fasciitis as a complication of tonsillectomy,2001 Dec,2001
11743478,head and neck manifestation of mycobacterium avium complex disease as a consequence of return of immunocompetency in aids,2001 Dec,2001
11743206,correction of sickle cell disease in transgenic mouse models by gene therapy,2001 Dec 14,2001
11743049,in vivo identification of langerhans and related dendritic cells infected with hiv 1 subtype e in vaginal mucosa of asymptomatic patients,2001 Dec,2001
11742438,2001 usphs idsa guidelines for the prevention of opportunistic infections in persons infected with human immunodeficiency virus,2001 Nov-Dec,2001
11742437,health related quality of life in individuals infected with hiv in the era of haart,2001 Nov-Dec,2001
11742435,effectiveness and tolerability of nevirapine stavudine and lamivudine in clinical practice,2001 Nov-Dec,2001
11742434,adherence to combination antiretroviral treatment in children,2001 Nov-Dec,2001
11742433,pharmacokinetics of saquinavir sgc in hiv infected pregnant women,2001 Nov-Dec,2001
11742432,presence of macrolide resistance in respiratory flora of hiv infected patients receiving either clarithromycin or azithromycin for mycobacterium avium complex prophylaxis,2001 Nov-Dec,2001
11741822,lung lining liquid modifies pm 2 5 in favor of particle aggregation a protective mechanism,2002 Jan,2002
11741637,seth berkley working towards an hiv vaccine,2001 Dec 1,2001
11741217,pharmacokinetics of nevirapine and lamivudine in patients with hiv 1 infection,2000,2000
11741172,hiv seroconversion case unequal performance of combined antigen antibodies assays,2002 Jan 4,2002
11741167,level and pattern of hiv 1 rna viral load over age differences between girls and boys,2002 Jan 4,2002
11741165,treatment of tuberculosis in hiv infected persons in the era of highly active antiretroviral therapy,2002 Jan 4,2002
11741161,residual hiv 1 disease in seminal cells of hiv 1 infected men on suppressive haart latency without on going cellular infections,2002 Jan 4,2002
11741157,transendothelial migration of leukocytes carrying infectious hiv 1 an indicator of adverse prognosis,2002 Jan 4,2002
11740827,coccidioidomycosis among persons with human immunodeficiency virus infection in the era of highly active antiretroviral therapy haart,2001 Dec,2001
11740787,role of nutrition in pediatric hiv aids a review of micronutrient research,2001 Dec,2001
11740739,human immunodeficiency virus type 1 gag specific vaginal immunity and protection after local immunizations with sindbis virus based replicon particles,2001 Dec 15,2001
11740738,postexposure prophylaxis for human immunodeficiency virus infection after sexual or injection drug use exposure identification and characterization of the source of exposure,2001 Dec 15,2001
11740737,heterologous neutralizing antibody induction in a simian human immunodeficiency virus primate model lack of original antigenic sin,2001 Dec 15,2001
11740736,rate of emergence of cytomegalovirus cmv mutations in leukocytes of patients with acquired immunodeficiency syndrome who are receiving valganciclovir as induction and maintenance therapy for cmv retinitis,2001 Dec 15,2001
11740724,persistent productive epstein barr virus replication in normal epithelial cells in vivo,2001 Dec 15,2001
11740718,controlled trial of itraconazole as primary prophylaxis for systemic fungal infections in patients with advanced human immunodeficiency virus infection in thailand,2002 Jan 15,2002
11740716,prevalence and cumulative incidence of and risk factors for anemia in a multicenter cohort study of human immunodeficiency virus infected and uninfected women,2002 Jan 15,2002
11740715,clinical evaluation and management of metabolic and morphologic abnormalities associated with human immunodeficiency virus,2002 Jan 15,2002
11740704,increased sensitivity of dna amplification testing for the detection of pharyngeal gonorrhea in men who have sex with men,2002 Jan 15,2002
11740480,self reported oral dryness and hiv disease in a national sample of patients receiving medical care,2001 Dec,2001
11740479,effect of antiretroviral therapy on the prevalence of oral manifestations in hiv infected patients a uk study,2001 Dec,2001
11740478,use of intralesional interferon alpha for the treatment of recalcitrant oral warts in patients with aids a report of 4 cases,2001 Dec,2001
11740410,from amprenavir to gw433908,2001 Nov,2001
11740408,immunomodulation in hiv 1 infection in the haart era,2001 Nov,2001
11740317,safety vaccine virus shedding and immunogenicity of trivalent cold adapted live attenuated influenza vaccine administered to human immunodeficiency virus infected and noninfected children,2001 Dec,2001
11740196,hiv malaria parasites and acute febrile episodes in ugandan adults a case control study,2001 Dec 7,2001
11740194,effects of whey protein and resistance exercise on body cell mass muscle strength and quality of life in women with hiv,2001 Dec 7,2001
11740193,prednisolone does not prevent hypersensitivity reactions in antiretroviral drug regimens containing abacavir with or without nevirapine,2001 Dec 7,2001
11740191,nevirapine containing antiretroviral therapy in hiv 1 infected patients results in an anti atherogenic lipid profile,2001 Dec 7,2001
11740187,structural normalization of the lymphoid tissue in asymptomatic hiv infected patients after 48 weeks of potent antiretroviral therapy,2001 Dec 7,2001
11740186,decreased expression of il 2 in central and effector cd4 memory cells during progression to aids in rhesus macaques,2001 Dec 7,2001
11739914,feigned hiv in a malingering patient,2001 Sep-Oct,2001
11739702,rapid and irreversible cd4 t cell depletion induced by the highly pathogenic simian human immunodeficiency virus shiv dh12r is systemic and synchronous,2002 Jan,2002
11739684,vaccine induced immune responses in rodents and nonhuman primates by use of a humanized human immunodeficiency virus type 1 pol gene,2002 Jan,2002
11739676,late domain of human immunodeficiency virus type 1 p6 promotes virus release in a cell type dependent manner,2002 Jan,2002
11739675,rev independent simian immunodeficiency virus strains are nonpathogenic in neonatal macaques,2002 Jan,2002
11739669,binding of lfa 1 cd11a to intercellular adhesion molecule 3 icam 3 cd50 and icam 2 cd102 triggers transmigration of human immunodeficiency virus type 1 infected monocytes through mucosal epithelial cells,2002 Jan,2002
11739668,rhabdovirus based vectors with human immunodeficiency virus type 1 hiv 1 envelopes display hiv 1 like tropism and target human dendritic cells,2002 Jan,2002
11739666,directed egress of animal viruses promotes cell to cell spread,2002 Jan,2002
11739536,infrequent detection of hiv 1 specific but not cytomegalovirus specific cd8 t cell responses in young hiv 1 infected infants,2001 Dec 15,2001
11739229,national blood service can provide useful data for antenatal detection of hiv,2001 Dec 8,2001
11739198,autologous stem cell transplantation for hiv associated lymphoma,2001 Dec 15,2001
11739156,amino terminal truncation of cxcr3 agonists impairs receptor signaling and lymphocyte chemotaxis while preserving antiangiogenic properties,2001 Dec 15,2001
11739145,pulmonary complications of hiv infection report of the fourth nhlbi workshop,2001 Dec 1,2001
11739034,future vaccines recent advances and future prospects,2001 Dec,2001
11738974,dc sign and dc signr helping hands for hiv,2001 Dec,2001
11738743,cross clade neutralizing antibody production against human immunodeficiency virus type 1 clade e and b strains by recombinant mycobacterium bovis bcg based candidate vaccine,2001 Dec 12,2001
11738464,should a psychiatrist report a bus driver s alcohol and drug abuse an ethical dilemma,2001 Nov-Dec,2001
11738387,sterol regulatory element binding proteins and reactive oxygen species potential role in highly active antiretroviral therapy haart associated lipodystrophy,2001 Oct,2001
11738342,mutations in dihydropteroate synthase gene of pneumocystis carinii in hiv patients with pneumocystis carinii pneumonia,2001 Dec,2001
11738338,prevalence of multiple dideoxynucleoside analogue resistance mddnr in a cohort of italian hiv 1 seropositive patients extensively treated with antiretroviral drugs,2001 Dec,2001
11738121,viral load as a primary outcome in human immunodeficiency virus trials a review of statistical analysis methods,2001 Dec,2001
11737898,continuing hiv therapy in the icu,2001 Oct,2001
11737882,clinical outcomes resulting from telemedicine interventions a systematic review,2001,2001
11737875,serial counts of mycobacterium tuberculosis in sputum as surrogate markers of the sterilising activity of rifampicin and pyrazinamide in treating pulmonary tuberculosis,2001,2001
11737863,analysis of hiv 1 drug resistant mutations by line probe assay and direct sequencing in a cohort of therapy naive hiv 1 infected italian patients,2001,2001
11737846,stricter indications for blood transfusion,2001 Dec,2001
11737842,extent and speed of spread of hiv infection in india through the commercial sex networks a perspective,2001 Dec,2001
11737807,antecedents of adherence to antituberculosis therapy,2001 Nov-Dec,2001
11737651,multiple virulence factors of cryptococcus neoformans are dependent on vph1,2001 Nov,2001
11737411,guidelines for the management of hiv infection in pregnant women and the prevention of mother to child transmission,2001 Oct,2001
11737410,british hiv association bhiva guidelines for the treatment of hiv infected adults with antiretroviral therapy,2001 Oct,2001
11737407,candidate vaccines for immunotherapy in hiv,2001 Oct,2001
11737406,cytomegalovirus infection the point in 2001,2001 Oct,2001
11737403,changing epidemiology of hiv infection in injecting drug users in dublin ireland,2001 Oct,2001
11737402,phenotypic and genotypic resistance to nucleoside reverse transcriptase inhibitors in hiv 1 clinical isolates,2001 Oct,2001
11737400,impact of immune interventions on proviral hiv 1 dna decay in patients receiving highly active antiretroviral therapy,2001 Jul,2001
11737399,evidence for prolonged clinical benefit from initial combination antiretroviral therapy delta extended follow up,2001 Jul,2001
11737398,prevalence of lipodystrophy in an ambulant hiv infected population it all depends on the definition,2001 Jul,2001
11737394,detection and quantification of hiv 1 specific cd4 helper and cd8 cytotoxic cells their role in hiv 1 infected individuals and vaccine recipients,2001 Jul,2001
11737391,low plasma levels of dehydroepiandrosterone dhea and incidence of lipodystrophy,2001 Apr,2001
11737390,cushing s syndrome secondary to inhaled corticosteroids mimicking hiv associated lipodystrophy,2001 Apr,2001
11737389,pneumocystis carinii pneumonia a review of current issues in diagnosis and management,2001 Apr,2001
11737386,antiretroviral treatment of central nervous system hiv 1 infection a review,2001 Apr,2001
11737385,peripheral neuropathy during stavudine didanosine antiretroviral therapy,2001 Apr,2001
11737382,randomized double blind placebo controlled study of itraconazole capsules for the prevention of deep fungal infections in immunodeficient patients with hiv infection,2001 Apr,2001
11737381,effects of an hiv 1 immunogen remune on viral load cd4 cell counts and hiv specific immunity in a double blind randomized adjuvant controlled subset study in hiv infected subjects regardless of concomitant antiviral drugs,2001 Apr,2001
11737379,characteristics of doctor patient relationship and implication on adherence to antiretroviral treatments,2001 Jan,2001
11737377,l carnitine in the treatment of hiv associated lipodystrophy syndrome,2001 Jan,2001
11737376,assessing the cost effectiveness of haart for adults with hiv in england,2001 Jan,2001
11737375,low body weight and type of protease inhibitor predict discontinuation and treatment limiting adverse drug reactions among hiv infected patients starting a protease inhibitor regimen consistent results from a randomized trial and an observational cohort,2001 Jan,2001
11737373,intensification of stable background therapy with abacavir in antiretroviral therapy experienced patients 48 week data from a randomized double blind trial,2001 Jan,2001
11737372,mikado a multicentre open label pilot study to evaluate the antiretroviral activity and safety of saquinavir with stavudine and zalcitabine,2001 Jan,2001
11737371,molecular correlates in aids patients following antiretroviral therapy diversified t cell receptor repertoires and in vivo control of cytomegalovirus replication,2001 Jan,2001
11737362,what are the perceived advantages and disadvantages of non nucleoside reverse transcriptase inhibitors as first line therapy,2000,2000
11737361,why switch from protease inhibitors pi to non nucleoside reverse transcriptase inhibitors nnrti,2000,2000
11737360,simplification is it sufficient,2000,2000
11737357,is acute appendicitis another inflammatory condition associated with highly active antiretroviral therapy haart,2000 Oct,2000
11737356,economic impact of hiv protease inhibitor therapy in the global use of health care resources,2000 Oct,2000
11737355,shrinking of human rights the controversial revision of the helsinki declaration,2000 Oct,2000
11737354,factors predictive of disease progression and death in aids related kaposi s sarcoma,2000 Oct,2000
11737352,detection of mycoplasma fermentans in broncho alveolar lavage fluid specimens from aids patients with lower respiratory tract infection,2000 Oct,2000
11737351,participation in clinical studies among patients infected with hiv 1 in a single treatment centre over 12 years,2000 Oct,2000
11737350,proviral hiv 1 dynamics and evolution in patients receiving efficient long term antiretroviral combination therapy,2000 Oct,2000
11737349,octapeptide but not nonapeptide from hiv 1 p24gag protein upregulates cell surface hla c expression,2000 Oct,2000
11737348,management of protozoal diarrhoea in hiv disease,2000 Oct,2000
11737345,simple once daily dosing regimen for treating hiv 1 infection in intravenous drug users,2000 Jul,2000
11737344,disseminated infection due to encephalitozoon cuniculi in a patient with aids case report and review,2000 Jul,2000
11737343,how generalizable are the results of large randomized controlled trials of antiretroviral therapy,2000 Jul,2000
11737340,kaposi s sarcoma in hiv infected patients treatment options,2000 Jul,2000
11737339,new french guidelines for antiretroviral treatment,2000 Jul,2000
11737338,commentary on the summary of the french guidelines for the treatment of hiv infected adults with antiretroviral therapy,2000 Jul,2000
11737336,evaluation of low cost progression markers in hiv 1 seropositive zambians,2000 Mar,2000
11737334,t cell telomere length maintained in hiv infected long term survivors,2000 Mar,2000
11737333,immune restoration disease after the treatment of immunodeficient hiv infected patients with highly active antiretroviral therapy,2000 Mar,2000
11737331,british hiv association bhiva guidelines for the treatment of hiv infected adults with antiretroviral therapy,2000 Mar,2000
11737327,changing treatment patterns among patients with hiv royal free hospital 1987 97,1999 Oct,1999
11737325,enteric viral infections as a cause of diarrhoea in the acquired immunodeficiency syndrome,1999 Oct,1999
11737324,chronic erosive herpes simplex virus infection of the penis a possible immune reconstitution disease,1999 Oct,1999
11737323,does european or non european origin influence health care and prognosis for hiv patients in europe the eurosida study group,1999 Oct,1999
11737246,new t lymphocytic cell lines for studying cell infectability by human immunodeficiency virus,2001 Sep,2001
11737242,hyperhomocysteinaemia and folate deficiency in human immunodeficiency virus infected children,2001 Nov,2001
11737233,mhc class ii and hiv pathogenesis lots of data few conclusions,2001 Nov,2001
11736844,recall of farm hazards in australian primary school age children using a 3 d visual cue test,2001 Oct,2001
11735688,viral load test reports a description of content from a sample of us laboratories,2001 Dec,2001
11735346,lentiviral vector gene transfer into fetal rhesus monkeys macaca mulatta lung targeting approaches,2001 Dec,2001
11734757,interleukin 8 concentrations in the peripheral circulation of human immunodeficiency virus type 1 infected children suggest blunted chemokine responses,2001 Aug,2001
11734746,nevirapine pharmacokinetics in pregnant women and in their infants after in utero exposure,2001 Aug,2001
11734720,experience with routine voluntary perinatal human immunodeficiency virus testing in an inner city hospital,2001 Nov,2001
11734713,risk factors for human immunodeficiency virus infection in ethiopian children with tuberculosis,2001 Nov,2001
11734683,ocular syphilis,2001 Dec,2001
11734627,role of the third beta strand in gp120 conformation and neutralization sensitivity of the hiv 1 primary isolate dh012,2001 Dec 18,2001
11734425,tuberculosis lung infections and interstitial lung disease in ajrccm 2000,2001 Nov 15,2001
11734285,prevention of antiretroviral anarchy in sub saharan africa,2001 Nov 24,2001
11734280,declaration of commitment against hiv aids,2001 Nov 24,2001
11734279,declaration of commitment against hiv aids,2001 Nov 24,2001
11734257,china responds to increasing hiv aids burden and holds landmark meeting,2001 Nov 24,2001
11734232,correlation between reduction in plasma hiv 1 rna concentration 1 week after start of antiretroviral treatment and longer term efficacy,2001 Nov 24,2001
11734170,clinical and epidemiological characteristics of persons newly diagnosed of hiv infection,2001 Nov 24,2001
11734122,tuberculosis notification from 1987 to 1999 for the public health area of the community of valencia spain,2001 Nov,2001
11734114,thalidomide an antineoplastic agent,2002 Jan,2002
11733905,short term complications of central line placement in children with the human immunodeficiency virus,2001 Dec,2001
11733825,dosage of lactate in the cerebrospinal fluid in infectious diseases of the central nervous system,2001 Dec,2001
11733563,high affinity t helper epitope induces complementary helper and apc polarization increased ctl and protection against viral infection,2001 Dec,2001
11733435,diagnosis and treatment of opiate resistant pain in advanced aids,2001 Dec,2001
11733382,immunological characterization of human vaginal xenografts in immunocompromised mice development of a small animal model for the study of human immunodeficiency virus 1 infection,2001 Dec,2001
11733301,ethics seminars hiv testing consent and physician responsibilities,2001 Dec,2001
11732822,association between sinusitis and survival among individuals infected with the human immunodeficiency virus,2001 Sep-Oct,2001
11732641,approach for the rational design of new antituberculosis agents,2001 Dec,2001
11732564,using a microswitch for vocalization responses with persons with multiple disabilities,2001 Nov 10,2001
11732539,hiv exposure risk and management,2000 Dec,2000
11732459,efficacy and cost effectiveness of bronchial arterial embolisation in the treatment of major haemoptysis,2001 Oct,2001
11732153,post transfusion hepatitis c seroprevalence in tanzanian children,2001 Dec,2001
11732129,neonatal circumcision,2001 Dec,2001
11731955,chagasic meningoencephalitis in a patient with acquired immunodeficiency syndrome diagnosis follow up and genetic characterization of trypanosoma cruzi,2002 Jan 1,2002
11731954,detection of a drug resistant human immunodeficiency virus variant in a newly infected heterosexual couple,2002 Jan 1,2002
11731953,focal neurological disease in patients with acquired immunodeficiency syndrome,2002 Jan 1,2002
11731952,ischemic cardiovascular disease in persons with human immunodeficiency virus infection,2002 Jan 1,2002
11731950,reservoirs of human immunodeficiency virus type 1 the main obstacles to viral eradication,2002 Jan 1,2002
11731938,herpes simplex virus lymphadenitis case report and review of the literature,2002 Jan 1,2002
11731391,access to infertility investigations and treatment in couples infected with hiv questionnaire survey,2001 Dec 1,2001
11730941,substance p enhances hiv 1 replication in latently infected human immune cells,2001 Dec 3,2001
11730847,development characterization and use of monoclonal antibodies against strail measurement of strail by elisa,2002 Jan 1,2002
11730317,phs guidelines for management of occupational exposure to hbv hcv and hiv implementation for health care facilities,2001 Nov 1,2001
11730177,immunologic workup of the child suspected of immunodeficiency,2001 Nov,2001
11729827,decrease of enhanced interferon alpha levels in sera of hiv infected and aids patients receiving combined antiretroviral therapy,1999,1999
11729589,hieronymus bosch 1450 1516 paleopathology of the medieval disabled and its relation to the bone and joint decade 2000 2010,2001 Nov,2001
11729551,factors affecting behaviors that address hiv risk among senior secondary school pupils in south africa,2001 Aug,2001
11729511,genotypes and polymorphisms of mutant ccr5 delta 32 ccr2 64i and sdf1 3 a hiv 1 resistance alleles in indigenous han chinese,2001 Nov,2001
11729451,special capitation treatment sought for physicians with high hiv caseloads,2001 Nov,2001
11729395,statistical process control applied to viral genome screening experimental approach,2001 Oct,2001
11728893,west african youth initiative outcome of a reproductive health education program,2001 Dec,2001
11728891,effects of a brief theory based std prevention program for female college students,2001 Dec,2001
11728545,hiv 1 and recurrence relapse and reinfection of tuberculosis after cure a cohort study in south african mineworkers,2001 Nov 17,2001
11728335,distinct patterns of membrane microdomain partitioning in th1 and th2 cells,2001 Nov,2001
11728331,resistance is futile assimilation of cellular machinery by hiv 1,2001 Nov,2001
11728251,cardiac complications of human immunodeficiency virus infection diagnostic and therapeutic considerations,2000 Mar-Apr,2000
11728216,development of immunotherapeutic strategies for hiv 1,2001 Sep,2001
11728180,free energy component analysis for drug design a case study of hiv 1 protease inhibitor binding,2001 Dec 6,2001
11728045,changing demographics in an hiv infected population results from an observational cohort study in western denmark,2001,2001
11728044,adverse reactions to cotrimoxazole in hiv infected patients predictive factors and subsequent hiv disease progression,2001,2001
11728041,breakthrough candidaemias during empirical therapy with fluconazole in non cancer and non hiv adults caused by in vitro susceptible candida spp report of 33 cases,2001,2001
11728003,virus population dynamics fitness variations and the control of viral disease an update,2001,2001
11727885,residential status and hiv risk behaviors among puerto rican drug injectors in new york and puerto rico,2001 Nov,2001
11727785,morphine upregulates kappa opioid receptors of human lymphocytes,2001,2001
11727780,direct vs indirect modulation of complex in vitro human retroviral infections by morphine,2001,2001
11727779,neurotrophic factor regulation of human immunodeficiency virus type 1 replication in human blood derived macrophages through modulation of coreceptor expression,2001,2001
11727778,chemokine receptors on brain endothelia keys to hiv 1 neuroinvasion,2001,2001
11727777,direct and indirect mechanisms of hiv 1 neuropathogenesis in the human central nervous system,2001,2001
11727771,effect of cocaine on chemokine and ccr 5 gene expression by mononuclear cells from normal donors and hiv 1 infected patients,2001,2001
11727736,clinical protocol a phase 1 open label clinical trial of the safety and tolerability of single escalating doses of autologous cd4 t cells transduced with vrx496 in hiv positive subjects,2001 Nov 1,2001
11727570,on approval,2001 Oct,2001
11727569,change and rumors of change,2001 Oct,2001
11727544,lentivirus and foamy virus vectors novel gene therapy tools,2001 Jan,2001
11727516,prospects for il 16 in the treatment of aids,2001 May,2001
11727515,ongoing trials of immune based therapies for hiv infection in adults,2001 May,2001
